periodo,ars,aces,localizacao_geografica,utentes_inscritos_csp,total_utentes_com_mdf_atribuido,total_utentes_com_mdf_atribuido0,total_utentes_sem_mdf_atribuido,total_utentes_sem_mdf_atribuido0,total_utentes_sem_mdf_atribuido_por_opcao,total_utentes_sem_mdf_atribuido_por_opcao0,taxa_de_utilizacao_consultas_medicas_1_ano_todos_os_utentes,taxa_de_utilizacao_consultas_medicas_1_ano_nos_utentes_sem_mdf
2021-12,Algarve,ACES Algarve Central,"37.0274264, -7.9395984",275231,244652,88.89,30212,10.98,367,0.13,56.9929,24.9616
2021-12,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",131490,123259,93.74,7448,5.66,783,0.6,74.1524,54.4405
2021-12,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",175906,127837,72.67,47686,27.11,383,0.22,55.1522,40.0466
2021-12,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",225270,183305,81.37,38603,17.14,3362,1.49,54.2984,23.2057
2021-12,Lisboa e Vale do Tejo,ACES Lisboa Central,"38.7306317, -9.1510414",304682,247231,81.14,56391,18.51,1060,0.35,51.9396,23.8812
2021-12,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",124826,124485,99.73,276,0.22,65,0.05,77.2499,1.46628
2021-12,Norte,ACES Gaia,"41.1278433, -8.580396",161025,158915,98.69,1935,1.2,175,0.11,69.3718,57.0142
2021-12,Norte,ACES Santo Tirso / Trofa,"41.3469246, -8.4822648",115555,111883,96.82,3640,3.15,32,0.03,75.3382,62.4545
2021-12,Norte,ACES Vale do Sousa Sul,"41.1548155, -8.2163769",174720,171128,97.94,3581,2.05,11,0.01,76.3788,73.8102
2022-01,Centro,ACES Baixo Vouga,"40.6405055, -8.6537539",398974,373020,93.49,23556,5.9,2398,0.6,71.0569,44.3875
2022-01,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",176554,126596,71.7,49576,28.08,382,0.22,55.9308,41.0725
2022-01,Lisboa e Vale do Tejo,ACES Arrábida,"38.5324373, -8.8627453",239757,183964,76.73,55182,23.02,611,0.25,65.1205,45.7359
2022-01,Lisboa e Vale do Tejo,ACES Lezíria,"39.2371689, -8.6908895",200643,167992,83.73,30701,15.3,1950,0.97,73.1159,60.62
2022-01,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",181097,140844,77.77,40045,22.11,208,0.11,71.2602,49.4297
2022-01,Norte,ACES Alto Minho,"41.7056054, -8.8252713",249401,248608,99.68,670,0.27,123,0.05,77.11,36.9949
2022-01,Norte,ACES Alto Tâmega e Barroso,"41.741781, -7.4731648",90617,86997,96.01,3403,3.76,217,0.24,74.1417,60.2811
2022-01,Norte,ACES Baixo Tâmega,"41.2719719, -8.0791631",164321,163476,99.49,611,0.37,234,0.14,76.1271,18.1495
2022-01,Norte,ACES Braga,"41.5518714, -8.4126362",204593,198979,97.26,3918,1.92,1696,0.83,74.2481,58.2529
2022-01,Norte,ACES Vale do Sousa Norte,"41.2793583, -8.2787457",160834,146431,91.04,14395,8.95,8,0.0,78.2689,69.0759
2022-02,Alentejo,ACES Alentejo Litoral,"38.3841359, -8.5132031",103077,88920,86.27,13622,13.22,535,0.52,62.8326,41.5737
2022-02,Algarve,ACES Algarve Central,"37.0274264, -7.9395984",276858,242763,87.69,33732,12.18,363,0.13,57.6868,25.6578
2022-02,Centro,ACES Baixo Vouga,"40.6405055, -8.6537539",399662,379192,94.88,18022,4.51,2448,0.61,71.1108,36.9654
2022-02,Centro,ACES Cova da Beira,"40.2677741, -7.4995083",87564,84260,96.23,3185,3.64,119,0.14,73.8246,62.8935
2022-02,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",131565,124673,94.76,6144,4.67,748,0.57,74.4149,53.1123
2022-02,Lisboa e Vale do Tejo,ACES Lezíria,"39.2371689, -8.6908895",201022,167841,83.49,31239,15.54,1942,0.97,73.0436,60.3571
2022-02,Lisboa e Vale do Tejo,ACES Lisboa Central,"38.7306317, -9.1510414",306672,243451,79.38,62167,20.27,1054,0.34,52.2516,26.124
2022-02,Norte,ACES Braga,"41.5518714, -8.4126362",204844,200665,97.96,4179,2.04,0,0.0,74.3307,60.4112
2022-02,Norte,ACES Gondomar,"41.1738444, -8.5612238",167751,163976,97.75,3700,2.21,75,0.04,75.541,65.2174
2022-03,Alentejo,ACES Baixo Alentejo,"38.0153039, -7.8627308",124514,112885,90.66,11193,8.99,436,0.35,74.1997,60.4383
2022-03,Centro,ACES Guarda,"40.5353285, -7.2724426",150377,132554,88.15,16626,11.06,1197,0.8,72.3289,53.5837
2022-03,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",177082,120418,68.0,56086,31.67,578,0.33,56.5772,42.5349
2022-03,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",181673,139937,77.03,41530,22.86,206,0.11,71.6239,52.8497
2022-03,Norte,ACES Alto Minho,"41.7056054, -8.8252713",249518,248764,99.7,704,0.28,50,0.02,77.5636,46.6045
2022-03,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",124902,124572,99.74,270,0.22,60,0.05,78.4663,2.42424
2022-03,Norte,ACES Baixo Tâmega,"41.2719719, -8.0791631",163293,163116,99.89,51,0.03,126,0.08,76.9363,23.4286
2022-03,Norte,ACES Douro Sul,"41.0953745, -7.8123805",68931,68603,99.52,312,0.45,16,0.02,79.0599,32.622
2022-03,Norte,ACES Espinho / Gaia,"41.0022421, -8.642018",184483,182784,99.08,1635,0.89,64,0.03,73.8328,28.3274
2022-03,Norte,ACES Feira e Arouca,"40.9263169, -8.5478813",155233,153408,98.82,1812,1.17,13,0.01,76.3878,78.8493
2022-03,Norte,ACES Matosinhos,"41.1918541, -8.6590693",176775,164494,93.05,12133,6.86,148,0.08,75.053,53.5979
2022-03,Norte,ACES Nordeste,"41.8069684, -6.7587977",132299,121627,91.93,9713,7.34,959,0.72,75.9356,57.6811
2022-03,Norte,ACES Póvoa do Varzim / Vila do Conde,"41.355519, -8.746653",154261,152900,99.12,1328,0.86,33,0.02,71.5002,32.1297
2022-03,Norte,ACES Santo Tirso / Trofa,"41.3469246, -8.4822648",115609,114902,99.39,675,0.58,32,0.03,75.753,13.7656
2022-04,Centro,ACES Baixo Vouga,"40.6405055, -8.6537539",400931,368167,91.83,30372,7.58,2392,0.6,71.4622,50.3754
2022-04,Centro,ACES Cova da Beira,"40.2677741, -7.4995083",87616,82716,94.41,4775,5.45,125,0.14,74.1677,64.2653
2022-04,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",131565,123631,93.97,7183,5.46,751,0.57,74.4826,53.756
2022-04,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",177291,120395,67.91,56333,31.77,563,0.32,56.6571,42.9661
2022-04,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",273444,225358,82.41,43317,15.84,4769,1.74,57.5376,33.5877
2022-04,Lisboa e Vale do Tejo,ACES Médio Tejo,"39.478072, -8.5404429",225441,167753,74.41,57275,25.41,413,0.18,70.8749,63.658
2022-04,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",124901,124572,99.74,270,0.22,59,0.05,78.3989,2.43161
2022-04,Norte,ACES Aveiro Norte,"40.8472225, -8.4656674",119403,118391,99.15,975,0.82,37,0.03,75.6874,62.9447
2022-04,Norte,ACES Braga,"41.5518714, -8.4126362",205300,200487,97.66,4813,2.34,0,0.0,74.7716,56.5172
2022-04,Norte,ACES Espinho / Gaia,"41.0022421, -8.642018",184541,181055,98.11,3422,1.85,64,0.03,74.0616,50.2008
2022-04,Norte,ACES Gaia,"41.1278433, -8.580396",161652,158671,98.16,2874,1.78,107,0.07,71.396,48.4066
2022-04,Norte,ACES Gerês / Cabreira,"41.6298661, -8.3596897",107022,106966,99.95,49,0.05,7,0.01,80.0471,29.0323
2022-04,Norte,ACES Matosinhos,"41.1918541, -8.6590693",176787,169924,96.12,6717,3.8,146,0.08,74.9122,36.7996
2022-05,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",392599,364878,92.94,25855,6.59,1866,0.48,71.8147,52.9532
2022-05,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",75098,61640,82.08,13091,17.43,367,0.49,70.6834,53.0989
2022-05,Centro,ACES Cova da Beira,"40.2677741, -7.4995083",87673,83049,94.73,4499,5.13,125,0.14,74.1677,64.2653
2022-05,Centro,ACES Pinhal Interior Sul,"39.7510898, -7.9203657",31468,26902,85.49,4363,13.86,203,0.65,80.1756,78.0867
2022-05,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",273107,220476,80.73,48934,17.92,3697,1.35,57.5376,33.5877
2022-05,Lisboa e Vale do Tejo,ACES Lisboa Ocidental e Oeiras,"38.6914388, -9.3184304",249251,195509,78.44,53445,21.44,297,0.12,59.7374,38.7655
2022-05,Norte,ACES Aveiro Norte,"40.8472225, -8.4656674",119461,116645,97.64,2779,2.33,37,0.03,75.6874,62.9447
2022-05,Norte,ACES Espinho / Gaia,"41.0022421, -8.642018",184511,181022,98.11,3421,1.85,68,0.04,74.0616,50.2008
2022-05,Norte,ACES Gondomar,"41.1738444, -8.5612238",167573,165567,98.8,1932,1.15,74,0.04,76.1681,65.1279
2022-05,Norte,ACES Porto Ocidental,"41.1741353, -8.6691662",179031,173462,96.89,5345,2.99,224,0.13,69.1055,34.8963
2022-06,Alentejo,ACES Alentejo Litoral,"38.3841359, -8.5132031",103659,89138,85.99,13969,13.48,552,0.53,62.3593,40.1448
2022-06,Algarve,ACES Algarve Central,"37.0274264, -7.9395984",278500,240805,86.46,37322,13.4,373,0.13,58.6852,27.1688
2022-06,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",178320,120965,67.84,56816,31.86,539,0.3,56.6235,41.9204
2022-06,Lisboa e Vale do Tejo,ACES Loures / Odivelas,"38.8012718, -9.1137868",377354,283333,75.08,93869,24.88,152,0.04,57.0694,32.9149
2022-06,Lisboa e Vale do Tejo,ACES Médio Tejo,"39.478072, -8.5404429",225361,168305,74.68,56618,25.12,438,0.19,70.8832,63.0942
2022-06,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",214696,148848,69.33,65353,30.44,495,0.23,63.7641,46.5064
2022-06,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",124897,121080,96.94,3759,3.01,58,0.05,78.5671,67.0684
2022-06,Norte,ACES Gondomar,"41.1738444, -8.5612238",167573,163912,97.82,3588,2.14,73,0.04,76.8124,70.8972
2022-06,Norte,ACES Maia / Valongo,"41.2333945, -8.6187474",221896,213590,96.26,8238,3.71,68,0.03,73.8197,56.0987
2022-06,Norte,ACES Marão e Douro Norte,"41.2968711, -7.7483727",105549,102084,96.72,3241,3.07,224,0.21,75.6194,64.3373
2022-06,Norte,ACES Vale do Sousa Norte,"41.2793583, -8.2787457",162150,162143,100.0,2,0.0,5,0.0,79.3833,0.0
2022-06,Norte,ACES Vale do Sousa Sul,"41.1548155, -8.2163769",175214,168539,96.19,6664,3.8,11,0.01,78.4764,75.723
2022-07,Alentejo,ACES Alentejo Litoral,"38.3841359, -8.5132031",103856,89184,85.87,14120,13.6,552,0.53,62.3593,40.1448
2022-07,Alentejo,ACES Baixo Alentejo,"38.0153039, -7.8627308",124303,105973,85.25,17878,14.38,452,0.36,74.2538,62.6364
2022-07,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",75206,57238,76.11,17588,23.39,380,0.51,70.7211,54.4261
2022-07,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",178585,120947,67.73,57102,31.97,536,0.3,56.6235,41.9204
2022-07,Lisboa e Vale do Tejo,ACES Lisboa Central,"38.7306317, -9.1510414",308458,234569,76.05,72845,23.62,1044,0.34,51.5527,29.769
2022-07,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",273739,212941,77.79,57151,20.88,3647,1.33,57.3649,31.5005
2022-07,Norte,ACES Aveiro Norte,"40.8472225, -8.4656674",119529,114088,95.45,5398,4.52,43,0.04,76.0073,69.6934
2022-07,Norte,ACES Gerês / Cabreira,"41.6298661, -8.3596897",107164,105683,98.62,1469,1.37,12,0.01,80.309,70.9402
2022-07,Norte,ACES Maia / Valongo,"41.2333945, -8.6187474",222103,213847,96.28,8188,3.69,68,0.03,73.8197,56.0987
2022-07,Norte,ACES Marão e Douro Norte,"41.2968711, -7.7483727",105570,102126,96.74,3204,3.03,240,0.23,75.6194,64.3373
2022-07,Norte,ACES Porto Oriental,"41.1694498, -8.6126428",119828,110789,92.46,8974,7.49,65,0.05,72.1039,49.9887
2022-07,Norte,ACES Vale do Sousa Norte,"41.2793583, -8.2787457",162186,162180,100.0,1,0.0,5,0.0,79.3833,0.0
2022-08,Alentejo,ACES Baixo Alentejo,"38.0153039, -7.8627308",124114,106567,85.86,17100,13.78,447,0.36,73.9274,64.0862
2022-08,Algarve,ACES Algarve Central,"37.0274264, -7.9395984",278983,253464,90.85,25145,9.01,374,0.13,58.3665,26.6521
2022-08,Centro,ACES Dão Lafões,"40.6565861, -7.9124712",275554,264471,95.98,10699,3.88,384,0.14,73.4249,44.5188
2022-08,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",131736,123119,93.46,7867,5.97,750,0.57,74.2728,59.1464
2022-08,Centro,ACES Pinhal Litoral,"39.7495331, -8.807683",278875,243257,87.23,34837,12.49,781,0.28,72.7011,60.5977
2022-08,Lisboa e Vale do Tejo,ACES Almada / Seixal,"38.6678522, -9.1875777",364630,314034,86.12,49075,13.46,1521,0.42,63.0383,28.0086
2022-08,Lisboa e Vale do Tejo,ACES Arco Ribeirinho,"38.6672076, -9.0543329",231613,154697,66.79,76687,33.11,229,0.1,60.3809,45.9373
2022-08,Lisboa e Vale do Tejo,ACES Estuário do Tejo,"38.9528113, -8.9911154",239082,155563,65.07,82924,34.68,595,0.25,61.701,43.5459
2022-08,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",182449,145365,79.67,36890,20.22,194,0.11,71.2903,55.2063
2022-08,Norte,ACES Douro Sul,"41.0953745, -7.8123805",68794,68389,99.41,392,0.57,13,0.02,78.5717,46.1153
2022-09,Alentejo,ACES Alentejo Litoral,"38.3841359, -8.5132031",104679,90268,86.23,13855,13.24,556,0.53,61.3198,37.02
2022-09,Algarve,ACES Algarve Central,"37.0274264, -7.9395984",279547,248135,88.76,30991,11.09,421,0.15,58.4798,34.4901
2022-09,Centro,ACES Dão Lafões,"40.6565861, -7.9124712",275910,261244,94.68,14284,5.18,382,0.14,72.8477,40.3409
2022-09,Centro,ACES Pinhal Litoral,"39.7495331, -8.807683",279256,247200,88.52,31279,11.2,777,0.28,72.3392,56.4298
2022-09,Lisboa e Vale do Tejo,ACES Estuário do Tejo,"38.9528113, -8.9911154",239228,155712,65.09,82924,34.66,592,0.25,61.537,42.9139
2022-09,Norte,ACES Aveiro Norte,"40.8472225, -8.4656674",119298,119222,99.94,37,0.03,39,0.03,76.6145,17.1053
2022-09,Norte,ACES Braga,"41.5518714, -8.4126362",206464,198712,96.25,7751,3.75,1,0.0,75.2402,59.693
2022-09,Norte,ACES Espinho / Gaia,"41.0022421, -8.642018",184771,181027,97.97,3678,1.99,66,0.04,74.8895,48.6111
2022-09,Norte,ACES Maia / Valongo,"41.2333945, -8.6187474",222400,217413,97.76,4936,2.22,51,0.02,73.7701,42.2984
2022-09,Norte,ACES Marão e Douro Norte,"41.2968711, -7.7483727",105710,103586,97.99,1919,1.82,205,0.19,75.5796,60.9699
2022-09,Norte,ACES Nordeste,"41.8069684, -6.7587977",131968,124724,94.51,6271,4.75,973,0.74,75.1548,49.6616
2022-09,Norte,ACES Porto Ocidental,"41.1741353, -8.6691662",179669,174282,97.0,5162,2.87,225,0.13,69.7472,42.9261
2022-09,Norte,ACES Póvoa do Varzim / Vila do Conde,"41.355519, -8.746653",155378,155269,99.93,30,0.02,79,0.05,72.958,32.4074
2022-09,Norte,ACES Santo Tirso / Trofa,"41.3469246, -8.4822648",115865,115019,99.27,806,0.7,40,0.03,75.8598,11.122
2022-10,Alentejo,ACES Alentejo Central,"38.8442031, -7.5826619",167981,154710,92.1,12885,7.67,386,0.23,76.3853,65.5939
2022-10,Algarve,ACES Algarve Barlavento,"37.1387554, -8.5445093",188079,136982,72.83,49985,26.58,1112,0.59,55.8541,27.6156
2022-10,Centro,ACES Baixo Vouga,"40.6405055, -8.6537539",403616,372026,92.17,29223,7.24,2367,0.59,71.6872,47.9816
2022-10,Centro,ACES Cova da Beira,"40.2677741, -7.4995083",88020,82087,93.26,5778,6.56,155,0.18,73.8522,64.5629
2022-10,Lisboa e Vale do Tejo,ACES Arco Ribeirinho,"38.6672076, -9.0543329",232310,149651,64.42,82417,35.48,242,0.1,59.8315,36.8735
2022-10,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",228973,186932,81.64,38024,16.61,4017,1.75,54.7748,22.6476
2022-10,Norte,ACES Barcelos / Esposende,"41.5317419, -8.6178922",161465,157834,97.75,3568,2.21,63,0.04,77.2028,66.6208
2022-10,Norte,ACES Maia / Valongo,"41.2333945, -8.6187474",222484,217415,97.72,5019,2.26,50,0.02,73.9139,42.7106
2022-10,Norte,ACES Vale do Sousa Norte,"41.2793583, -8.2787457",161226,161219,100.0,5,0.0,2,0.0,79.9815,28.5714
2022-11,Alentejo,ACES São Mamede,"39.2967086, -7.4284755",115815,95820,82.74,19786,17.08,209,0.18,71.7342,69.4843
2022-11,Centro,ACES Baixo Vouga,"40.6405055, -8.6537539",404025,370033,91.59,31662,7.84,2330,0.58,71.6222,46.7534
2022-11,Centro,ACES Dão Lafões,"40.6565861, -7.9124712",276444,262252,94.87,13804,4.99,388,0.14,72.1223,49.8802
2022-11,Centro,ACES Guarda,"40.5353285, -7.2724426",150645,133143,88.38,16249,10.79,1253,0.83,71.9095,50.9427
2022-11,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",229363,186689,81.39,38692,16.87,3982,1.74,54.8483,17.9533
2022-11,Lisboa e Vale do Tejo,ACES Estuário do Tejo,"38.9528113, -8.9911154",239398,149733,62.55,89069,37.21,596,0.25,60.8628,41.3921
2022-11,Lisboa e Vale do Tejo,ACES Médio Tejo,"39.478072, -8.5404429",225568,173481,76.91,51640,22.89,447,0.2,70.8051,61.1558
2022-11,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",183151,138710,75.74,44249,24.16,192,0.1,70.2118,54.4191
2022-11,Norte,ACES Alto Tâmega e Barroso,"41.741781, -7.4731648",90828,90090,99.19,518,0.57,220,0.24,75.8492,53.6716
2022-11,Norte,ACES Barcelos / Esposende,"41.5317419, -8.6178922",161263,156252,96.89,4950,3.07,61,0.04,77.4555,63.5602
2022-11,Norte,ACES Douro Sul,"41.0953745, -7.8123805",68872,68574,99.57,285,0.41,13,0.02,78.4133,42.953
2022-11,Norte,ACES Gerês / Cabreira,"41.6298661, -8.3596897",107699,106117,98.53,1570,1.46,12,0.01,79.484,75.4574
2022-11,Norte,ACES Matosinhos,"41.1918541, -8.6590693",176006,171001,97.16,4858,2.76,147,0.08,74.2443,28.343
2022-11,Norte,ACES Póvoa do Varzim / Vila do Conde,"41.355519, -8.746653",155771,152076,97.63,3614,2.32,81,0.05,74.04,69.464
2022-11,Norte,ACES Santo Tirso / Trofa,"41.3469246, -8.4822648",115543,114734,99.3,754,0.65,55,0.05,76.5748,9.3047
2022-11,Norte,ACES Vale do Sousa Norte,"41.2793583, -8.2787457",161246,161242,100.0,2,0.0,2,0.0,80.0408,25.0
2022-12,Norte,ACES Aveiro Norte,"40.8472225, -8.4656674",119319,119285,99.97,12,0.01,22,0.02,76.909,76.9322
2022-12,Norte,ACES Vale do Sousa Norte,"41.2793583, -8.2787457",161266,161263,100.0,1,0.0,2,0.0,79.868,76.9238
2022-12,Norte,ACES Porto Oriental,"41.1694498, -8.6126428",120803,114169,94.51,6581,5.45,53,0.04,71.7134,56.4549
2022-12,Norte,ACES Santo Tirso / Trofa,"41.3469246, -8.4822648",115787,114920,99.25,815,0.7,52,0.04,76.5639,59.4903
2022-12,Norte,ACES Marão e Douro Norte,"41.2968711, -7.7483727",106291,102809,96.72,3303,3.11,179,0.17,75.0122,70.2935
2022-12,Norte,ACES Alto Tâmega e Barroso,"41.741781, -7.4731648",90836,90067,99.15,550,0.61,219,0.24,75.7882,72.9925
2022-12,Norte,ACES Douro Sul,"41.0953745, -7.8123805",68788,67307,97.85,1468,2.13,13,0.02,78.1561,73.0865
2022-12,Norte,ACES Alto Ave,"41.4417064, -8.1722408",273372,267182,97.74,6104,2.23,86,0.03,78.2447,70.0235
2022-12,Norte,ACES Maia / Valongo,"41.2333945, -8.6187474",222627,217450,97.67,5127,2.3,50,0.02,73.9461,53.3983
2022-12,Centro,ACES Pinhal Litoral,"39.7495331, -8.807683",279762,240723,86.05,38317,13.7,722,0.26,71.1427,62.6258
2022-12,Alentejo,ACES Baixo Alentejo,"38.0153039, -7.8627308",123876,102368,82.64,21052,16.99,456,0.37,72.9593,65.3389
2023-01,Norte,ACES Porto Ocidental,"41.1741353, -8.6691662",180165,173138,96.1,6807,3.78,220,0.12,68.8745,46.8972
2023-01,Norte,ACES Porto Oriental,"41.1694498, -8.6126428",120874,113973,94.29,6847,5.66,54,0.04,71.1021,55.7021
2023-01,Norte,ACES Gaia,"41.1278433, -8.580396",163458,160027,97.9,3290,2.01,141,0.09,72.3324,66.5889
2023-01,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",75454,62158,82.38,12898,17.09,398,0.53,69.9406,54.1159
2023-01,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",132067,117839,89.23,13492,10.22,736,0.56,73.0463,59.0666
2023-01,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",183735,135337,73.66,48213,26.24,185,0.1,69.0961,53.6765
2023-01,Lisboa e Vale do Tejo,ACES Arco Ribeirinho,"38.6672076, -9.0543329",232216,144260,62.12,87718,37.77,238,0.1,57.7604,35.9881
2023-01,Lisboa e Vale do Tejo,ACES Estuário do Tejo,"38.9528113, -8.9911154",238916,140486,58.8,97846,40.95,584,0.24,57.7345,39.8303
2023-01,Lisboa e Vale do Tejo,ACES Lezíria,"39.2371689, -8.6908895",203174,156342,76.95,44871,22.09,1961,0.97,70.2885,59.4194
2023-02,Norte,ACES Póvoa do Varzim / Vila do Conde,"41.355519, -8.746653",155385,149118,95.97,6192,3.98,75,0.05,74.6143,60.7343
2023-02,Norte,ACES Gaia,"41.1278433, -8.580396",163575,160095,97.87,3409,2.08,71,0.04,72.3161,65.5648
2023-02,Norte,ACES Alto Tâmega e Barroso,"41.741781, -7.4731648",90912,90040,99.04,660,0.73,212,0.23,75.0143,50.6215
2023-02,Norte,ACES Nordeste,"41.8069684, -6.7587977",131541,124389,94.56,6217,4.73,935,0.71,73.3556,46.3486
2023-02,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",75961,64979,85.54,10583,13.93,399,0.53,69.4527,51.2166
2023-02,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",394854,356786,90.36,36131,9.15,1937,0.49,71.205,51.8612
2023-02,Lisboa e Vale do Tejo,ACES Almada / Seixal,"38.6678522, -9.1875777",367867,306129,83.22,60254,16.38,1484,0.4,62.2826,33.1935
2023-02,Lisboa e Vale do Tejo,ACES Arrábida,"38.5324373, -8.8627453",244943,180696,73.77,63471,25.91,776,0.32,62.208,44.5583
2023-02,Alentejo,ACES Baixo Alentejo,"38.0153039, -7.8627308",123841,100516,81.17,22870,18.47,455,0.37,70.8852,62.5445
2023-03,Norte,ACES Vale do Sousa Sul,"41.1548155, -8.2163769",176261,174991,99.28,1264,0.72,6,0.0,78.1323,82.6739
2023-03,Norte,ACES Vale do Sousa Norte,"41.2793583, -8.2787457",161288,159487,98.88,1797,1.11,4,0.0,79.6126,75.4026
2023-03,Norte,ACES Matosinhos,"41.1918541, -8.6590693",176335,172419,97.78,3765,2.14,151,0.09,72.791,25.4341
2023-03,Norte,ACES Póvoa do Varzim / Vila do Conde,"41.355519, -8.746653",154879,149758,96.69,5046,3.26,75,0.05,74.8897,58.9226
2023-03,Norte,ACES Marão e Douro Norte,"41.2968711, -7.7483727",105902,101417,95.76,4307,4.07,178,0.17,75.0076,67.3806
2023-03,Centro,ACES Baixo Vouga,"40.6405055, -8.6537539",404590,352186,87.05,50032,12.37,2372,0.59,70.6384,55.1803
2023-03,Centro,ACES Dão Lafões,"40.6565861, -7.9124712",276817,251323,90.79,25113,9.07,381,0.14,71.3084,62.3117
2023-03,Lisboa e Vale do Tejo,ACES Arco Ribeirinho,"38.6672076, -9.0543329",232459,136270,58.62,95945,41.27,244,0.1,57.4812,39.6231
2023-03,Lisboa e Vale do Tejo,ACES Estuário do Tejo,"38.9528113, -8.9911154",238516,132781,55.67,105156,44.09,579,0.24,57.0347,39.7417
2023-03,Lisboa e Vale do Tejo,ACES Arrábida,"38.5324373, -8.8627453",245555,180673,73.58,64106,26.11,776,0.32,62.125,44.3843
2023-03,Alentejo,ACES Baixo Alentejo,"38.0153039, -7.8627308",123731,100128,80.92,23159,18.72,444,0.36,70.8553,63.3062
2023-03,Alentejo,ACES Alentejo Litoral,"38.3841359, -8.5132031",105844,87132,82.32,18137,17.14,575,0.54,59.5839,39.6124
2023-03,Algarve,ACES Algarve Barlavento,"37.1387554, -8.5445093",189506,133950,70.68,54480,28.75,1076,0.57,54.9485,28.2886
2023-04,Norte,ACES Alto Minho,"41.7056054, -8.8252713",250961,243764,97.13,7159,2.85,38,0.02,76.9235,69.0427
2023-04,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",124795,121216,97.13,3527,2.83,52,0.04,75.9646,66.3034
2023-04,Norte,ACES Porto Ocidental,"41.1741353, -8.6691662",180942,173135,95.69,7611,4.21,196,0.11,68.5944,41.4116
2023-04,Norte,ACES Póvoa do Varzim / Vila do Conde,"41.355519, -8.746653",155055,149999,96.74,4982,3.21,74,0.05,74.8792,60.0079
2023-04,Norte,ACES Alto Tâmega e Barroso,"41.741781, -7.4731648",91049,88013,96.67,2834,3.11,202,0.22,74.9871,65.2017
2023-04,Norte,ACES Maia / Valongo,"41.2333945, -8.6187474",222877,213844,95.95,8988,4.03,45,0.02,73.1475,55.5629
2023-04,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",76039,66816,87.87,8842,11.63,381,0.5,68.9988,46.7202
2023-04,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",132079,119517,90.49,11812,8.94,750,0.57,73.0858,56.7664
2023-04,Centro,ACES Dão Lafões,"40.6565861, -7.9124712",277027,251760,90.88,24885,8.98,382,0.14,71.2949,63.1377
2023-04,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",229801,182511,79.42,43134,18.77,4156,1.81,53.881,18.8981
2023-04,Lisboa e Vale do Tejo,ACES Loures / Odivelas,"38.8012718, -9.1137868",378021,265686,70.28,112001,29.63,334,0.09,54.2226,33.0129
2023-04,Lisboa e Vale do Tejo,ACES Sintra,"38.7519209, -9.2753636",378744,251992,66.53,125688,33.19,1064,0.28,56.0027,44.4316
2023-04,Alentejo,ACES Baixo Alentejo,"38.0153039, -7.8627308",123764,102874,83.12,20446,16.52,444,0.36,70.7403,62.585
2023-05,Norte,ACES Marão e Douro Norte,"41.2968711, -7.7483727",105753,99931,94.49,5645,5.34,177,0.17,74.87,72.2213
2023-05,Norte,ACES Espinho / Gaia,"41.0022421, -8.642018",184625,165586,89.69,18971,10.28,68,0.04,73.5392,63.8651
