periodo,regiao,instituicao,localizacao_geografica,medicos_s_internos,medicos_internos,enfermeiros,tss,farmaceuticos,farmaceuticos_residentes,tdt,at,ao,tas,ao0,ts,informaticos,outros,total_geral
2015-10,Região de Saúde LVT,"Hospital Distrital de Santarém, E.P.E.","39.2410946, -8.6937515",156.0,108.0,499.0,12.0,,,104.0,132.0,396.0,,,,,39.0,1446
2015-10,Região de Saúde do Alentejo,"Hospital do Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",174.0,100.0,469.0,5.0,,,124.0,146.0,330.0,,,,,61.0,1409
2015-10,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",344.0,227.0,873.0,31.0,,,194.0,283.0,654.0,,,,,85.0,2691
2015-10,Região de Saúde Norte,"Unidade Local de Saúde Matosinhos, E.P.E.","41.1794456, -8.6745115",382.0,213.0,774.0,8.0,,,129.0,288.0,384.0,,,,,87.0,2265
2016-10,Serviços Centrais,Inspeção-Geral das Atividades em Saúde,"38.7156219, -9.1431603",1.0,0.0,0.0,0.0,,,0.0,15.0,3.0,,,,,60.0,79
2017-11,Serviços Centrais,"Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.","38.7582532, -9.1502867",0.0,0.0,0.0,9.0,,,2.0,76.0,6.0,,,,,264.0,357
2017-11,Região de Saúde LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",187.0,93.0,624.0,11.0,,,154.0,165.0,433.0,,,,,59.0,1726
2017-11,Região de Saúde do Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",228.0,132.0,806.0,24.0,,,118.0,165.0,511.0,,,,,50.0,2034
2017-11,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",250.0,123.0,698.0,18.0,,,115.0,136.0,369.0,,,,,40.0,1749
2017-11,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, E.P.E.","41.3423984, -8.4802503",167.0,52.0,381.0,12.0,,,77.0,109.0,251.0,,,,,34.0,1083
2017-11,Região de Saúde LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",159.0,98.0,562.0,15.0,,,112.0,187.0,312.0,,,,,43.0,1488
2017-11,Região de Saúde Norte,"Centro Hospitalar de Entre o Douro e Vouga, E.P.E.","40.9293884, -8.5458794",265.0,141.0,655.0,17.0,,,120.0,166.0,594.0,,,,,56.0,2014
2017-11,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",836.0,603.0,1901.0,75.0,,,497.0,624.0,1471.0,,,,,264.0,6271
2017-11,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, E.P.E.","39.478072, -8.5404429",157.0,66.0,730.0,25.0,,,143.0,172.0,515.0,,,,,77.0,1885
2017-11,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",318.0,200.0,865.0,22.0,,,158.0,224.0,509.0,,,,,47.0,2343
2017-11,Região de Saúde Norte,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",294.0,175.0,953.0,27.0,,,165.0,219.0,612.0,,,,,74.0,2519
2017-11,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",389.0,241.0,1009.0,37.0,,,207.0,275.0,693.0,,,,,94.0,2945
2017-11,Região de Saúde LVT,Instituto de Oftalmologia Gama Pinto,"38.7218793, -9.144249",33.0,9.0,24.0,1.0,,,10.0,19.0,15.0,,,,,14.0,125
2017-11,Serviços Centrais,"Serviços Partilhados do Ministério da Saúde, E.P.E.","38.739767, -9.1489431",0.0,0.0,0.0,0.0,,,0.0,59.0,10.0,,,,,211.0,280
2016-11,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.","41.3828711, -8.7589945",92.0,30.0,219.0,5.0,,,35.0,70.0,148.0,,,,,40.0,639
2016-11,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",238.0,133.0,570.0,10.0,,,109.0,227.0,429.0,,,,,70.0,1786
2016-11,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",4.0,0.0,34.0,2.0,,,8.0,20.0,22.0,,,,,7.0,97
2016-11,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.","38.7567758, -9.1505021",29.0,0.0,68.0,21.0,,,116.0,87.0,90.0,,,,,54.0,465
2016-11,Serviços Centrais,Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências,"38.7653399, -9.1611815",1.0,0.0,0.0,4.0,,,0.0,41.0,3.0,,,,,114.0,163
2016-11,Região de Saúde do Alentejo,"Unidade Local de Saúde Baixo Alentejo, E.P.E.","38.014123, -7.8721227",164.0,62.0,542.0,33.0,,,119.0,244.0,389.0,,,,,77.0,1630
2016-11,Região de Saúde do Alentejo,"Unidade Local de Saúde Norte Alentejano, E.P.E.","39.3003425, -7.4263845",147.0,52.0,523.0,6.0,,,114.0,245.0,359.0,,,,,75.0,1521
2015-11,Região de Saúde do Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",203.0,118.0,701.0,20.0,,,113.0,155.0,492.0,,,,,48.0,1850
2015-11,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",656.0,360.0,1306.0,63.0,,,283.0,423.0,908.0,,,,,115.0,4114
2015-11,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",9.0,8.0,56.0,1.0,,,18.0,18.0,31.0,,,,,10.0,151
2015-11,Região de Saúde Norte,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.","41.4387173, -8.3086907",236.0,141.0,537.0,11.0,,,94.0,128.0,287.0,,,,,39.0,1473
2015-11,Serviços Centrais,"Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.","38.7643827, -9.1663422",5.0,0.0,2.0,92.0,,,104.0,88.0,57.0,,,,,125.0,473
2015-11,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, E.P.E.","39.8212263, -7.4981271",152.0,58.0,457.0,16.0,,,69.0,171.0,271.0,,,,,48.0,1242
2016-12,Região de Saúde LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",229.0,113.0,720.0,9.0,,,158.0,215.0,625.0,,,,,76.0,2145
2016-12,Região de Saúde LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",156.0,95.0,567.0,14.0,,,115.0,186.0,323.0,,,,,44.0,1500
2016-12,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",433.0,213.0,1530.0,21.0,,,283.0,497.0,1027.0,,,,,190.0,4194
2016-12,Região de Saúde Norte,"Hospital de Magalhães Lemos, E.P.E.","41.1764649, -8.6649823",37.0,17.0,132.0,12.0,,,9.0,29.0,123.0,,,,,26.0,385
2016-12,Região de Saúde do Centro,Hospital Doutor Francisco Zagalo - Ovar,"40.8571967, -8.6318023",16.0,0.0,49.0,0.0,,,11.0,17.0,29.0,,,,,6.0,128
2016-12,Região de Saúde Norte,"Hospital Santa Maria Maior, E.P.E.","41.5324234, -8.6171561",60.0,32.0,174.0,5.0,,,27.0,43.0,140.0,,,,,21.0,502
2016-12,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, E.P.E.","39.8212263, -7.4981271",153.0,62.0,459.0,16.0,,,72.0,174.0,285.0,,,,,48.0,1269
2017-12,Serviços Centrais,"Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.","38.7582532, -9.1502867",0.0,0.0,0.0,9.0,,,2.0,76.0,6.0,,,,,266.0,359
2017-12,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",251.0,120.0,698.0,18.0,,,116.0,139.0,368.0,,,,,40.0,1750
2017-12,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",695.0,382.0,1384.0,65.0,,,292.0,413.0,905.0,,,,,129.0,4265
2017-12,Região de Saúde Norte,"Centro Hospitalar de Entre o Douro e Vouga, E.P.E.","40.9293884, -8.5458794",266.0,139.0,656.0,17.0,,,120.0,165.0,593.0,,,,,56.0,2012
2017-11,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",459.0,233.0,1557.0,22.0,,,321.0,507.0,1034.0,,,,,204.0,4337
2017-12,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",4.0,0.0,34.0,2.0,,,8.0,21.0,21.0,,,,,7.0,97
2017-12,Região de Saúde do Centro,Hospital Doutor Francisco Zagalo - Ovar,"40.8571967, -8.6318023",12.0,0.0,49.0,0.0,,,11.0,17.0,28.0,,,,,7.0,124
2017-01,Região de Saúde do Alentejo,"Unidade Local de Saúde Baixo Alentejo, E.P.E.","38.014123, -7.8721227",158.0,67.0,542.0,33.0,,,123.0,246.0,396.0,,,,,77.0,1642
2017-12,Região de Saúde LVT,"Hospital Garcia de Orta, E.P.E.","38.6658713, -9.1822554",384.0,189.0,954.0,11.0,,,193.0,224.0,595.0,,,,,104.0,2654
2017-12,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",391.0,239.0,1003.0,37.0,,,206.0,273.0,687.0,,,,,95.0,2931
2017-12,Serviços Centrais,Inspeção-Geral das Atividades em Saúde,"41.1764649, -8.6649823",0.0,0.0,0.0,0.0,,,0.0,18.0,3.0,,,,,59.0,80
2017-12,Região de Saúde LVT,"Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.","38.7396768, -9.1634516",255.0,95.0,539.0,21.0,,,183.0,225.0,397.0,,,,,146.0,1861
2017-12,Região de Saúde Norte,"Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.","41.1785642, -8.6062881",284.0,84.0,715.0,69.0,,,181.0,203.0,491.0,,,,,90.0,2117
2017-12,Serviços Centrais,"Serviços Partilhados do Ministério da Saúde, E.P.E.","38.739767, -9.1489431",0.0,0.0,0.0,0.0,,,0.0,59.0,10.0,,,,,211.0,280
2017-12,Serviços Centrais,Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências,"38.7653399, -9.1611815",1.0,0.0,0.0,3.0,,,0.0,41.0,3.0,,,,,110.0,158
2017-12,Região de Saúde Norte,"Unidade Local de Saúde Matosinhos, E.P.E.","41.1794456, -8.6745115",400.0,219.0,795.0,9.0,,,127.0,284.0,378.0,,,,,94.0,2306
2017-12,Região de Saúde Norte,"Unidade Local de Saúde Nordeste, E.P.E.","41.8056532, -6.7888197",204.0,99.0,641.0,21.0,,,128.0,272.0,412.0,,,,,79.0,1856
2014-12,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",47.0,42.0,161.0,51.0,,,27.0,57.0,158.0,,,,,34.0,577
2014-12,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",214.0,114.0,525.0,10.0,,,87.0,198.0,389.0,,,,,66.0,1603
2014-12,Região de Saúde Norte,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",247.0,99.0,824.0,27.0,,,151.0,222.0,592.0,,,,,68.0,2230
2014-12,Serviços Centrais,Direção-Geral da Saúde,"38.7364065, -9.1379161",17.0,1.0,9.0,3.0,,,2.0,33.0,13.0,,,,,59.0,137
2014-12,Região de Saúde LVT,"Hospital Distrital de Santarém, E.P.E.","39.2410946, -8.6937515",155.0,97.0,489.0,13.0,,,96.0,131.0,369.0,,,,,44.0,1394
2014-12,Região de Saúde LVT,"Hospital Garcia de Orta, E.P.E.","38.6658713, -9.1822554",331.0,170.0,826.0,12.0,,,177.0,227.0,532.0,,,,,91.0,2366
2014-12,Região de Saúde do Centro,"Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.","40.2162514, -8.4103814",123.0,35.0,242.0,28.0,,,85.0,122.0,238.0,,,,,38.0,911
2014-12,Região de Saúde LVT,"Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.","38.7396768, -9.1634516",223.0,84.0,500.0,23.0,,,156.0,232.0,392.0,,,,,138.0,1748
2014-12,Região de Saúde do Centro,"Unidade Local de Saúde Guarda, E.P.E.","40.5309916, -7.2734793",187.0,74.0,611.0,28.0,,,104.0,188.0,403.0,,,,,45.0,1640
2014-12,Região de Saúde Norte,"Unidade Local de Saúde Alto Minho, E.P.E.","41.7056054, -8.8252713",372.0,155.0,806.0,37.0,,,106.0,352.0,479.0,,,,,71.0,2378
2014-12,Região de Saúde do Alentejo,"Unidade Local de Saúde Norte Alentejano, E.P.E.","39.3003425, -7.4263845",148.0,46.0,517.0,6.0,,,116.0,253.0,381.0,,,,,79.0,1546
2015-12,Região de Saúde LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",146.0,84.0,489.0,15.0,,,115.0,193.0,339.0,,,,,45.0,1426
2015-12,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",656.0,360.0,1288.0,64.0,,,283.0,423.0,907.0,,,,,116.0,4097
2015-12,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",222.0,127.0,553.0,10.0,,,94.0,214.0,431.0,,,,,64.0,1715
2015-12,Região de Saúde Norte,"Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.","41.1094138, -8.5972617",471.0,286.0,989.0,32.0,,,164.0,277.0,700.0,,,,,79.0,2998
2015-12,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",9.0,8.0,56.0,1.0,,,18.0,18.0,31.0,,,,,10.0,151
2015-12,Região de Saúde do Alentejo,"Hospital do Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",175.0,93.0,470.0,5.0,,,124.0,146.0,328.0,,,,,61.0,1402
2015-12,Região de Saúde LVT,"Hospital Garcia de Orta, E.P.E.","38.6658713, -9.1822554",330.0,206.0,877.0,11.0,,,179.0,224.0,566.0,,,,,98.0,2491
2015-12,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.","38.7567758, -9.1505021",28.0,0.0,69.0,22.0,,,118.0,89.0,87.0,,,,,54.0,467
2015-12,Região de Saúde Norte,"Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.","41.1785642, -8.6062881",265.0,83.0,682.0,66.0,,,161.0,194.0,497.0,,,,,82.0,2030
2015-12,Região de Saúde do Centro,"Unidade Local de Saúde Guarda, E.P.E.","40.5309916, -7.2734793",192.0,67.0,633.0,28.0,,,112.0,182.0,395.0,,,,,51.0,1660
2015-12,Região de Saúde Norte,"Unidade Local de Saúde Nordeste, E.P.E.","41.8056532, -6.7888197",201.0,89.0,603.0,23.0,,,129.0,274.0,422.0,,,,,77.0,1818
2015-12,Região de Saúde do Alentejo,"Unidade Local de Saúde Norte Alentejano, E.P.E.","39.3003425, -7.4263845",151.0,51.0,537.0,6.0,,,108.0,247.0,373.0,,,,,73.0,1546
2017-02,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",997.0,707.0,2797.0,119.0,,,492.0,703.0,1634.0,,,,,216.0,7665
2017-02,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.","41.3828711, -8.7589945",92.0,38.0,227.0,5.0,,,36.0,70.0,159.0,,,,,40.0,667
2017-02,Região de Saúde do Centro,Hospital Doutor Francisco Zagalo - Ovar,"40.8571967, -8.6318023",14.0,0.0,49.0,0.0,,,11.0,17.0,29.0,,,,,6.0,126
2017-02,Serviços Centrais,"Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.","38.7643827, -9.1663422",7.0,0.0,4.0,92.0,,,104.0,88.0,62.0,,,,,130.0,487
2017-02,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.","38.7567758, -9.1505021",30.0,0.0,68.0,21.0,,,115.0,87.0,87.0,,,,,52.0,460
2017-02,Serviços Centrais,Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências,"38.7653399, -9.1611815",1.0,0.0,1.0,4.0,,,0.0,39.0,3.0,,,,,115.0,163
2017-02,Região de Saúde Norte,"Unidade Local de Saúde Nordeste, E.P.E.","41.8056532, -6.7888197",204.0,114.0,624.0,23.0,,,129.0,273.0,422.0,,,,,80.0,1869
2017-05,Região de Saúde do Alentejo,"Unidade Local de Saúde Baixo Alentejo, E.P.E.","38.014123, -7.8721227",157.0,61.0,547.0,32.0,,,123.0,245.0,397.0,,,,,79.0,1641
2016-02,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, E.P.E.","41.3423984, -8.4802503",149.0,61.0,352.0,13.0,,,76.0,109.0,257.0,,,,,33.0,1050
2016-02,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.","41.3828711, -8.7589945",80.0,33.0,215.0,5.0,,,30.0,72.0,146.0,,,,,39.0,620
2016-02,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",303.0,199.0,821.0,22.0,,,157.0,225.0,519.0,,,,,48.0,2294
2016-02,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",410.0,262.0,1452.0,21.0,,,270.0,494.0,1015.0,,,,,196.0,4120
2016-02,Serviços Centrais,Direção-Geral da Saúde,"38.7364065, -9.1379161",16.0,1.0,11.0,3.0,,,3.0,32.0,13.0,,,,,59.0,138
2016-02,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, E.P.E.","40.117897, -8.8586755",77.0,52.0,193.0,5.0,,,51.0,60.0,127.0,,,,,28.0,593
2016-02,Região de Saúde LVT,"Hospital Garcia de Orta, E.P.E.","38.6658713, -9.1822554",342.0,215.0,894.0,11.0,,,176.0,224.0,580.0,,,,,102.0,2544
2016-02,Serviços Centrais,Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências,"38.7653399, -9.1611815",1.0,0.0,0.0,4.0,,,0.0,41.0,3.0,,,,,117.0,166
