periodo,regiao,instituicao,localizacao_geografica,medicos_s_internos,medicos_internos,enfermeiros,tss,farmaceuticos,farmaceuticos_residentes,tdt,at,ao,tas,ao0,ts,informaticos,outros,total_geral
2024-05,Serviços Centrais,"Serviços Partilhados do Ministério da Saúde, E.P.E.",,,,,,,,,70.0,3.0,,,234.0,13.0,47.0,367
2024-05,Região de Saúde do Centro,"Unidade Local de Saúde Guarda, E.P.E.","40.5309916, -7.2734793",205.0,105.0,809.0,11.0,17.0,5.0,151.0,244.0,626.0,,,48.0,12.0,25.0,2258
2024-05,Região de Saúde Norte,"Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",531.0,270.0,1053.0,9.0,15.0,6.0,161.0,362.0,735.0,,,59.0,9.0,25.0,3235
2024-05,Região de Saúde LVT,"Unidade Local de Saúde de Loures-Odivelas, E.P.E.","38.8218941, -9.1764105",384.0,207.0,624.0,11.0,7.0,3.0,116.0,337.0,421.0,,,68.0,4.0,34.0,2216
2024-05,Região de Saúde Norte,"Unidade Local de Saúde Matosinhos, E.P.E.","41.1794456, -8.6745115",520.0,253.0,1015.0,14.0,15.0,4.0,174.0,330.0,470.0,,,51.0,10.0,34.0,2890
2024-05,Região de Saúde Norte,"Unidade Local de Saúde de S. João, E.P.E.","41.1831056, -8.6010558",1298.0,719.0,2873.0,31.0,44.0,12.0,429.0,611.0,1388.0,,,193.0,23.0,45.0,7666
2024-05,Região de Saúde do Centro,"Unidade Local de Saúde do Baixo Mondego, E.P.E.","40.117897, -8.8586755",166.0,91.0,360.0,3.0,6.0,3.0,75.0,121.0,157.0,,,18.0,3.0,15.0,1018
2024-05,Região de Saúde do Alentejo,"Unidade Local de Saúde Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",90.0,45.0,418.0,2.0,4.0,,100.0,165.0,251.0,,,31.0,6.0,9.0,1121
2024-05,Região de Saúde Norte,"Unidade Local de Saúde Nordeste, E.P.E.","41.8056532, -6.7888197",202.0,118.0,735.0,20.0,8.0,,144.0,280.0,513.0,,,49.0,12.0,18.0,2099
2024-05,Região de Saúde Norte,"Unidade Local de Saúde do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",681.0,290.0,1397.0,15.0,7.0,,222.0,554.0,693.0,,,110.0,10.0,17.0,3996
2024-06,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.",,1.0,,3.0,,,,1.0,34.0,5.0,,,149.0,3.0,23.0,219
2024-06,Região de Saúde do Centro,"Administração Regional de Saúde do Centro, I.P.",,8.0,,5.0,,5.0,,14.0,70.0,16.0,,,76.0,6.0,8.0,208
2024-06,Serviços Centrais,"Direção Executiva do Serviço Nacional de Saúde, I.P.",,,,1.0,,,,,2.0,1.0,,,10.0,2.0,7.0,23
2024-06,Serviços Centrais,Secretaria Geral do Ministério da Saúde,,,,,,,,,14.0,10.0,,,31.0,1.0,8.0,64
2024-06,Região de Saúde LVT,"Unidade Local de Saúde da Arrábida, E.P.E.","38.5283754, -8.8818638",367.0,212.0,1024.0,7.0,9.0,4.0,193.0,354.0,772.0,,,56.0,9.0,25.0,3032
2024-06,Região de Saúde LVT,"Unidade Local de Saúde da Lezíria, E.P.E.","39.2410946, -8.6937515",275.0,115.0,857.0,9.0,8.0,5.0,167.0,279.0,552.0,,,45.0,8.0,19.0,2339
2024-06,Região de Saúde do Centro,"Unidade Local de Saúde da Região de Aveiro, E.P.E.","40.6362453, -8.6543716",583.0,268.0,1250.0,20.0,13.0,5.0,173.0,390.0,525.0,,,57.0,8.0,24.0,3316
2024-06,Região de Saúde LVT,"Unidade Local de Saúde de Amadora/Sintra, E.P.E.","38.7422257, -9.2264834",707.0,396.0,1519.0,56.0,1.0,3.0,308.0,575.0,878.0,,,97.0,10.0,38.0,4588
2024-06,Região de Saúde Norte,"Unidade Local de Saúde de Braga, E.P.E.","41.567832, -8.398936",809.0,418.0,1560.0,14.0,22.0,5.0,194.0,470.0,872.0,,,116.0,5.0,12.0,4497
2024-06,Região de Saúde Norte,"Unidade Local de Saúde de S. João, E.P.E.","41.1831056, -8.6010558",1301.0,712.0,2893.0,31.0,44.0,11.0,431.0,609.0,1384.0,,,193.0,23.0,45.0,7677
2024-06,Região de Saúde LVT,"Unidade Local de Saúde de São José, E.P.E.","38.7166948, -9.1371248",1488.0,716.0,3092.0,71.0,52.0,9.0,780.0,1002.0,2260.0,,,215.0,33.0,76.0,9794
2024-06,Região de Saúde Norte,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",564.0,305.0,1582.0,26.0,16.0,6.0,275.0,511.0,749.0,,,90.0,18.0,15.0,4157
2024-06,Região de Saúde do Centro,"Unidade Local de Saúde do Baixo Mondego, E.P.E.","40.117897, -8.8586755",167.0,91.0,357.0,3.0,6.0,3.0,75.0,121.0,156.0,,,20.0,3.0,16.0,1018
2024-06,Região de Saúde LVT,"Unidade Local de Saúde do Médio Tejo, E.P.E.","39.478072, -8.5404429",268.0,116.0,989.0,15.0,15.0,4.0,223.0,318.0,626.0,,,66.0,14.0,30.0,2684
2024-06,Região de Saúde LVT,"Unidade Local de Saúde do Oeste, E.P.E.","39.4054629, -9.1258493",255.0,112.0,855.0,5.0,10.0,2.0,166.0,379.0,490.0,,,52.0,9.0,24.0,2359
2024-07,Região de Saúde do Alentejo,"Administração Regional de Saúde do Alentejo, I.P.",,5.0,,5.0,3.0,,,14.0,22.0,6.0,,,33.0,5.0,6.0,99
2024-07,Serviços Centrais,"Direção Executiva do Serviço Nacional de Saúde, I.P.",,,,1.0,,,,,1.0,1.0,,,9.0,2.0,8.0,22
2024-07,Serviços Centrais,"Instituto Nacional de Emergência Médica, I.P.",,23.0,,202.0,,,,,83.0,6.0,,,94.0,11.0,904.0,1323
2024-07,Região de Saúde do Centro,"Unidade Local de Saúde da Região de Aveiro, E.P.E.","40.6362453, -8.6543716",576.0,266.0,1243.0,20.0,13.0,5.0,175.0,383.0,511.0,,,59.0,8.0,25.0,3284
2024-07,Região de Saúde LVT,"Unidade Local de Saúde de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",883.0,511.0,1787.0,24.0,27.0,7.0,385.0,607.0,1098.0,,,106.0,12.0,56.0,5503
2024-07,Região de Saúde do Centro,"Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.","40.516364, -8.0827433",537.0,307.0,1276.0,18.0,17.0,5.0,226.0,401.0,626.0,,,54.0,10.0,21.0,3498
2024-07,Região de Saúde do Alentejo,"Unidade Local de Saúde do Alto Alentejo, E.P.E.","39.3003425, -7.4263845",154.0,35.0,608.0,1.0,10.0,1.0,133.0,260.0,408.0,,,44.0,9.0,21.0,1684
2024-07,Região de Saúde LVT,"Unidade Local de Saúde do Arco Ribeirinho, E.P.E.","38.6554005, -9.0592392",269.0,159.0,841.0,8.0,10.0,4.0,198.0,303.0,502.0,,,41.0,8.0,25.0,2368
2024-07,Região de Saúde LVT,"Unidade Local de Saúde do Médio Tejo, E.P.E.","39.478072, -8.5404429",265.0,112.0,982.0,15.0,15.0,4.0,222.0,314.0,624.0,,,66.0,14.0,30.0,2663
2024-08,Região de Saúde do Centro,"Administração Regional de Saúde do Centro, I.P.",,8.0,,5.0,,5.0,,14.0,68.0,16.0,,,72.0,6.0,8.0,202
2024-08,Região de Saúde Norte,"Administração Regional de Saúde do Norte, I.P.",,14.0,1.0,15.0,3.0,4.0,,9.0,86.0,24.0,,,97.0,17.0,11.0,281
2024-08,Serviços Centrais,Direção-Geral da Saúde,,10.0,,8.0,1.0,1.0,,1.0,22.0,10.0,,,41.0,1.0,12.0,107
2024-08,Serviços Centrais,Inspeção-Geral das Atividades em Saúde,,,,,,,,,10.0,2.0,,,5.0,2.0,42.0,61
2024-08,Serviços Centrais,Secretaria Geral do Ministério da Saúde,,,,,,,,,15.0,10.0,,,31.0,1.0,8.0,65
2024-08,Serviços Centrais,"Serviços Partilhados do Ministério da Saúde, E.P.E.",,,,,,,,,72.0,3.0,,,239.0,13.0,47.0,374
2024-08,Região de Saúde do Centro,"Unidade Local de Saúde da Cova da Beira, E.P.E.","40.2804158, -7.4922407",167.0,99.0,577.0,1.0,12.0,3.0,110.0,229.0,343.0,,,66.0,9.0,7.0,1623
2024-08,Região de Saúde Norte,"Unidade Local de Saúde de Braga, E.P.E.","41.567832, -8.398936",804.0,413.0,1582.0,14.0,22.0,5.0,199.0,475.0,881.0,,,122.0,4.0,12.0,4533
2024-08,Região de Saúde Norte,"Unidade Local de Saúde de Gaia e Espinho, E.P.E.","41.1094138, -8.5972617",961.0,448.0,1940.0,26.0,24.0,8.0,306.0,518.0,1068.0,,,99.0,18.0,32.0,5448
2024-08,Região de Saúde LVT,"Unidade Local de Saúde de São José, E.P.E.","38.7166948, -9.1371248",1479.0,685.0,3067.0,74.0,51.0,8.0,779.0,1011.0,2264.0,,,212.0,34.0,79.0,9743
2024-08,Região de Saúde do Algarve,"Unidade Local de Saúde do Algarve, E.P.E.","37.0238973, -7.9281554",740.0,418.0,2303.0,23.0,35.0,9.0,521.0,906.0,1319.0,,,198.0,25.0,65.0,6562
2024-08,Região de Saúde Norte,"Unidade Local de Saúde do Alto Ave, E.P.E.","41.4387173, -8.3086907",528.0,235.0,1201.0,9.0,14.0,6.0,155.0,347.0,491.0,,,69.0,7.0,17.0,3079
2024-09,Região de Saúde do Algarve,"Administração Regional de Saúde do Algarve, I.P.",,5.0,,11.0,1.0,3.0,,20.0,31.0,26.0,,,52.0,6.0,8.0,163
2024-09,Região de Saúde do Centro,"Unidade Local de Saúde da Cova da Beira, E.P.E.","40.2804158, -7.4922407",166.0,97.0,575.0,1.0,12.0,3.0,109.0,227.0,343.0,,,66.0,8.0,7.0,1614
2024-09,Região de Saúde do Centro,"Unidade Local de Saúde da Região de Aveiro, E.P.E.","40.6362453, -8.6543716",577.0,262.0,1237.0,20.0,13.0,5.0,174.0,392.0,508.0,,,59.0,9.0,25.0,3281
2024-09,Região de Saúde LVT,"Unidade Local de Saúde de Almada-Seixal, E.P.E.","38.6658713, -9.1822554",635.0,292.0,1325.0,10.0,15.0,5.0,262.0,436.0,735.0,,,97.0,13.0,32.0,3857
2024-09,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, E.P.E.","39.8212263, -7.4981271",136.0,54.0,535.0,7.0,10.0,4.0,105.0,176.0,336.0,,,33.0,11.0,7.0,1414
2024-09,Região de Saúde LVT,"Unidade Local de Saúde de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",920.0,479.0,1837.0,24.0,26.0,7.0,390.0,611.0,1108.0,,,109.0,13.0,58.0,5582
2024-09,Região de Saúde Norte,"Unidade Local de Saúde Matosinhos, E.P.E.","41.1794456, -8.6745115",533.0,233.0,1016.0,14.0,15.0,4.0,175.0,331.0,467.0,,,54.0,9.0,34.0,2885
2024-09,Região de Saúde LVT,"Unidade Local de Saúde de Santa Maria, E.P.E.","38.7500861, -9.1616116",1094.0,683.0,2257.0,39.0,50.0,9.0,560.0,771.0,1543.0,,,213.0,26.0,63.0,7308
2024-09,Região de Saúde LVT,"Unidade Local de Saúde de São José, E.P.E.","38.7166948, -9.1371248",1483.0,683.0,3080.0,71.0,50.0,8.0,778.0,1009.0,2265.0,,,211.0,34.0,80.0,9752
2024-09,Região de Saúde do Alentejo,"Unidade Local de Saúde do Alto Alentejo, E.P.E.","39.3003425, -7.4263845",154.0,35.0,616.0,1.0,10.0,1.0,135.0,257.0,408.0,,,43.0,9.0,22.0,1691
2024-09,Região de Saúde Norte,"Unidade Local de Saúde do Médio Ave, E.P.E.","41.3423984, -8.4802503",353.0,123.0,752.0,12.0,8.0,,96.0,261.0,296.0,,,36.0,4.0,19.0,1960
2024-09,Região de Saúde LVT,"Unidade Local de Saúde do Médio Tejo, E.P.E.","39.478072, -8.5404429",265.0,107.0,987.0,15.0,15.0,4.0,223.0,313.0,625.0,,,66.0,14.0,30.0,2664
2024-09,Região de Saúde LVT,"Unidade Local de Saúde do Oeste, E.P.E.","39.4054629, -9.1258493",251.0,104.0,848.0,5.0,9.0,2.0,166.0,384.0,491.0,,,53.0,10.0,25.0,2348
2024-10,Região de Saúde LVT,"Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.",,18.0,,6.0,8.0,1.0,2.0,8.0,47.0,8.0,,,45.0,4.0,13.0,160
2024-10,Região de Saúde do Algarve,"Administração Regional de Saúde do Algarve, I.P.",,5.0,,11.0,1.0,3.0,,20.0,31.0,23.0,,,47.0,6.0,8.0,155
2024-10,Região de Saúde do Centro,"Administração Regional de Saúde do Centro, I.P.",,8.0,,4.0,,5.0,,14.0,63.0,16.0,,,63.0,6.0,8.0,187
2024-10,Serviços Centrais,Inspeção-Geral das Atividades em Saúde,,,,,,,,,9.0,2.0,,,5.0,2.0,43.0,61
2024-10,Região de Saúde do Centro,"Instituto Português de Oncologia de Coimbra Francisco Gentil, E.P.E.","40.2162514, -8.4103814",169.0,50.0,292.0,14.0,12.0,6.0,114.0,113.0,260.0,,,37.0,5.0,12.0,1084
2024-10,Serviços Centrais,"Serviços Partilhados do Ministério da Saúde, E.P.E.",,,,,,,,,72.0,3.0,,,237.0,14.0,47.0,373
2024-10,Região de Saúde Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, E.P.E.","41.3828711, -8.7589945",239.0,82.0,467.0,11.0,6.0,1.0,58.0,172.0,192.0,,,38.0,7.0,8.0,1281
2024-10,Região de Saúde do Centro,"Unidade Local de Saúde de Coimbra, E.P.E.","40.2191523, -8.4098211",1393.0,778.0,3747.0,62.0,64.0,17.0,629.0,1012.0,1993.0,,,216.0,28.0,59.0,9998
2024-10,Região de Saúde LVT,"Unidade Local de Saúde de São José, E.P.E.","38.7166948, -9.1371248",1472.0,678.0,3131.0,72.0,50.0,8.0,776.0,1003.0,2262.0,,,213.0,34.0,79.0,9778
2024-10,Região de Saúde Norte,"Unidade Local de Saúde Alto Minho, E.P.E.","41.7056054, -8.8252713",489.0,194.0,1083.0,25.0,14.0,5.0,136.0,405.0,633.0,,,73.0,15.0,14.0,3086
2024-10,Região de Saúde Norte,"Unidade Local de Saúde Nordeste, E.P.E.","41.8056532, -6.7888197",204.0,109.0,741.0,20.0,8.0,,144.0,287.0,517.0,,,49.0,13.0,18.0,2110
2024-10,Região de Saúde LVT,"Unidade Local de Saúde do Oeste, E.P.E.","39.4054629, -9.1258493",255.0,103.0,847.0,5.0,9.0,2.0,168.0,384.0,485.0,,,55.0,9.0,25.0,2347
2024-10,Região de Saúde Norte,"Unidade Local de Saúde do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",680.0,268.0,1397.0,14.0,8.0,,227.0,559.0,693.0,,,112.0,10.0,17.0,3985
2024-11,Região de Saúde do Alentejo,"Administração Regional de Saúde do Alentejo, I.P.",,5.0,,3.0,3.0,1.0,,14.0,21.0,6.0,,,33.0,4.0,6.0,96
2024-11,Região de Saúde do Centro,"Administração Regional de Saúde do Centro, I.P.",,8.0,,4.0,,4.0,,14.0,60.0,16.0,,,60.0,6.0,7.0,179
2024-11,Região de Saúde Norte,"Administração Regional de Saúde do Norte, I.P.",,13.0,1.0,15.0,3.0,4.0,,6.0,81.0,23.0,,,91.0,13.0,10.0,260
2024-11,Serviços Centrais,"Direção Executiva do Serviço Nacional de Saúde, I.P.",,1.0,,1.0,,3.0,,,6.0,1.0,,,15.0,2.0,19.0,48
2024-11,Serviços Centrais,"Instituto Nacional de Saúde Doutor Ricardo Jorge, I.P.",,6.0,,3.0,58.0,25.0,10.0,102.0,76.0,57.0,,,149.0,9.0,83.0,578
2024-11,Região de Saúde do Centro,"Instituto Português de Oncologia de Coimbra Francisco Gentil, E.P.E.","40.2162514, -8.4103814",168.0,49.0,290.0,14.0,12.0,6.0,113.0,113.0,258.0,,,39.0,5.0,12.0,1079
2024-11,Região de Saúde do Centro,"Unidade Local de Saúde da Cova da Beira, E.P.E.","40.2804158, -7.4922407",166.0,97.0,578.0,1.0,13.0,2.0,107.0,226.0,348.0,,,65.0,8.0,9.0,1620
2024-11,Região de Saúde Norte,"Unidade Local de Saúde de Gaia e Espinho, E.P.E.","41.1094138, -8.5972617",963.0,442.0,2037.0,26.0,24.0,8.0,319.0,515.0,1107.0,,,102.0,17.0,32.0,5592
2024-11,Região de Saúde Norte,"Unidade Local de Saúde Alto Minho, E.P.E.","41.7056054, -8.8252713",491.0,191.0,1082.0,25.0,14.0,5.0,135.0,403.0,633.0,,,74.0,15.0,14.0,3082
2024-11,Região de Saúde do Alentejo,"Unidade Local de Saúde Baixo Alentejo, E.P.E.","38.014123, -7.8721227",137.0,45.0,648.0,20.0,9.0,2.0,150.0,261.0,430.0,,,57.0,10.0,18.0,1787
2024-11,Região de Saúde do Alentejo,"Unidade Local de Saúde Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",97.0,40.0,426.0,2.0,4.0,,100.0,165.0,239.0,,,34.0,6.0,9.0,1122
2024-11,Região de Saúde LVT,"Unidade Local de Saúde do Oeste, E.P.E.","39.4054629, -9.1258493",256.0,103.0,846.0,5.0,9.0,2.0,172.0,387.0,479.0,,,54.0,9.0,26.0,2348
2024-11,Região de Saúde Norte,"Unidade Local de Saúde do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",693.0,257.0,1398.0,20.0,8.0,,226.0,571.0,691.0,,,106.0,10.0,17.0,3997
2024-12,Serviços Centrais,Direção-Geral da Saúde,,11.0,,8.0,1.0,,,1.0,21.0,10.0,,,41.0,1.0,13.0,107
2024-12,Serviços Centrais,"Instituto Nacional de Saúde Doutor Ricardo Jorge, I.P.",,6.0,,3.0,59.0,25.0,10.0,102.0,75.0,57.0,,,149.0,9.0,83.0,578
2024-12,Região de Saúde do Centro,"Unidade Local de Saúde Guarda, E.P.E.","40.5309916, -7.2734793",201.0,94.0,794.0,11.0,18.0,5.0,159.0,254.0,616.0,,,53.0,12.0,27.0,2244
2024-12,Região de Saúde Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, E.P.E.","41.3828711, -8.7589945",242.0,80.0,469.0,11.0,6.0,1.0,59.0,172.0,192.0,,,41.0,7.0,8.0,1288
2024-12,Região de Saúde do Centro,"Unidade Local de Saúde da Região de Aveiro, E.P.E.","40.6362453, -8.6543716",545.0,226.0,1134.0,21.0,11.0,5.0,159.0,347.0,470.0,,,42.0,7.0,23.0,2990
2024-12,Região de Saúde Norte,"Unidade Local de Saúde de Barcelos/Esposende, E.P.E.","41.5324234, -8.6171561",179.0,72.0,408.0,4.0,3.0,,60.0,146.0,163.0,,,31.0,4.0,11.0,1081
2024-12,Região de Saúde do Centro,"Unidade Local de Saúde de Coimbra, E.P.E.","40.2191523, -8.4098211",1387.0,774.0,3766.0,61.0,63.0,17.0,639.0,1014.0,2002.0,,,222.0,28.0,57.0,10030
2024-12,Região de Saúde Norte,"Unidade Local de Saúde de Gaia e Espinho, E.P.E.","41.1094138, -8.5972617",966.0,441.0,2038.0,26.0,28.0,8.0,322.0,514.0,1106.0,,,100.0,17.0,32.0,5598
2024-12,Região de Saúde LVT,"Unidade Local de Saúde de Santa Maria, E.P.E.","38.7500861, -9.1616116",1083.0,675.0,2331.0,44.0,50.0,9.0,565.0,767.0,1579.0,,,211.0,28.0,66.0,7408
2024-12,Região de Saúde Norte,"Unidade Local de Saúde de Santo António, E.P.E.","41.1475731, -8.6195786",1134.0,599.0,2171.0,48.0,39.0,14.0,367.0,650.0,1134.0,,,148.0,18.0,49.0,6371
2024-12,Região de Saúde Norte,"Unidade Local de Saúde do Médio Ave, E.P.E.","41.3423984, -8.4802503",354.0,119.0,750.0,10.0,8.0,,99.0,259.0,291.0,,,43.0,5.0,24.0,1962
2025-01,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P.",,3.0,,4.0,,,,1.0,78.0,,,7.0,243.0,10.0,27.0,373
2025-01,Região de Saúde do Alentejo,"Administração Regional de Saúde do Alentejo, I.P.",,,,,,,,6.0,1.0,,,1.0,3.0,,4.0,15
2025-01,Região de Saúde Norte,"Administração Regional de Saúde do Norte, I.P.",,,,1.0,,,,,5.0,,,4.0,2.0,2.0,7.0,21
2025-01,Serviços Centrais,"Direção Executiva do Serviço Nacional de Saúde, I.P.",,5.0,,14.0,2.0,7.0,,9.0,135.0,,,31.0,150.0,18.0,24.0,395
2025-01,Serviços Centrais,"Instituto Nacional de Saúde Doutor Ricardo Jorge, I.P.",,6.0,,3.0,64.0,28.0,12.0,131.0,85.0,,,69.0,159.0,11.0,84.0,652
2025-01,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.",,18.0,,91.0,8.0,6.0,,138.0,78.0,,61.0,18.0,52.0,10.0,6.0,486
2025-01,Região de Saúde do Centro,"Unidade Local de Saúde da Região de Aveiro, E.P.E.","40.6362453, -8.6543716",544.0,275.0,1135.0,22.0,11.0,6.0,160.0,345.0,,367.0,101.0,42.0,7.0,23.0,3038
2025-01,Região de Saúde do Centro,"Unidade Local de Saúde da Região de Leiria, E.P.E.","39.7414812, -8.7982706",462.0,237.0,1294.0,17.0,11.0,8.0,198.0,434.0,,528.0,69.0,74.0,12.0,9.0,3353
2025-01,Região de Saúde LVT,"Unidade Local de Saúde de Almada-Seixal, E.P.E.","38.6658713, -9.1822554",631.0,336.0,1317.0,11.0,15.0,8.0,284.0,440.0,,608.0,122.0,99.0,12.0,36.0,3919
2025-01,Região de Saúde Norte,"Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",603.0,309.0,1175.0,8.0,16.0,7.0,197.0,413.0,,491.0,290.0,80.0,13.0,26.0,3628
2025-01,Região de Saúde Norte,"Unidade Local de Saúde Matosinhos, E.P.E.","41.1794456, -8.6745115",543.0,266.0,1034.0,16.0,18.0,5.0,183.0,337.0,,455.0,36.0,57.0,9.0,33.0,2992
2025-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Alto Alentejo, E.P.E.","39.3003425, -7.4263845",153.0,36.0,621.0,1.0,10.0,2.0,140.0,259.0,,243.0,166.0,43.0,9.0,22.0,1705
2025-01,Região de Saúde LVT,"Unidade Local de Saúde do Estuário do Tejo, E.P.E.","38.9773686, -8.9849248",285.0,145.0,609.0,11.0,5.0,4.0,134.0,303.0,,274.0,80.0,74.0,3.0,16.0,1943
2025-01,Região de Saúde Norte,"Unidade Local de Saúde do Médio Ave, E.P.E.","41.3423984, -8.4802503",354.0,144.0,743.0,10.0,8.0,1.0,99.0,261.0,,226.0,59.0,45.0,4.0,24.0,1978
2025-02,Serviços Centrais,"Direção Executiva do Serviço Nacional de Saúde, I.P.",,5.0,,15.0,2.0,7.0,,9.0,128.0,,,29.0,146.0,19.0,25.0,385
2025-02,Região de Saúde LVT,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E.P.E.","38.7396768, -9.1634516",275.0,110.0,628.0,20.0,24.0,8.0,230.0,257.0,,411.0,41.0,89.0,13.0,39.0,2145
2025-02,Região de Saúde do Centro,"Unidade Local de Saúde Guarda, E.P.E.","40.5309916, -7.2734793",200.0,94.0,787.0,11.0,18.0,9.0,159.0,248.0,,385.0,219.0,62.0,12.0,26.0,2230
2025-02,Região de Saúde LVT,"Unidade Local de Saúde da Lezíria, E.P.E.","39.2410946, -8.6937515",286.0,101.0,875.0,8.0,9.0,5.0,193.0,304.0,,389.0,153.0,58.0,10.0,23.0,2414
2025-02,Região de Saúde do Centro,"Unidade Local de Saúde da Região de Leiria, E.P.E.","39.7414812, -8.7982706",466.0,236.0,1310.0,17.0,11.0,8.0,197.0,437.0,,540.0,71.0,74.0,12.0,9.0,3388
2025-02,Região de Saúde LVT,"Unidade Local de Saúde de Almada-Seixal, E.P.E.","38.6658713, -9.1822554",629.0,333.0,1311.0,12.0,15.0,9.0,283.0,451.0,,618.0,121.0,102.0,12.0,37.0,3933
2025-02,Região de Saúde do Centro,"Unidade Local de Saúde Castelo Branco, E.P.E.","39.8212263, -7.4981271",138.0,61.0,537.0,7.0,10.0,5.0,110.0,190.0,,244.0,100.0,35.0,11.0,7.0,1455
2025-02,Região de Saúde LVT,"Unidade Local de Saúde de Santa Maria, E.P.E.","38.7500861, -9.1616116",1077.0,781.0,2306.0,44.0,50.0,16.0,594.0,759.0,,1438.0,169.0,222.0,28.0,65.0,7549
2025-02,Região de Saúde do Centro,"Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.","40.516364, -8.0827433",556.0,326.0,1297.0,22.0,19.0,9.0,223.0,405.0,,519.0,94.0,52.0,12.0,22.0,3556
2025-02,Região de Saúde do Alentejo,"Unidade Local de Saúde do Alentejo Central, E.P.E.","38.5684861, -7.9032848",330.0,127.0,871.0,6.0,7.0,6.0,225.0,305.0,,378.0,57.0,82.0,12.0,38.0,2444
2025-02,Região de Saúde do Alentejo,"Unidade Local de Saúde do Alto Alentejo, E.P.E.","39.3003425, -7.4263845",151.0,35.0,617.0,1.0,10.0,2.0,139.0,259.0,,248.0,162.0,41.0,9.0,23.0,1697
2025-02,Região de Saúde LVT,"Unidade Local de Saúde do Estuário do Tejo, E.P.E.","38.9773686, -8.9849248",283.0,143.0,614.0,15.0,5.0,4.0,147.0,307.0,,271.0,79.0,77.0,3.0,15.0,1963
2025-02,Região de Saúde Norte,"Unidade Local de Saúde do Médio Ave, E.P.E.","41.3423984, -8.4802503",352.0,143.0,758.0,9.0,8.0,1.0,99.0,261.0,,229.0,58.0,47.0,4.0,24.0,1993
2025-03,Serviços Centrais,Ação Governativa,,,,,,,,,8.0,,,5.0,,1.0,20.0,34
2025-03,Região de Saúde do Centro,"Administração Regional de Saúde do Centro, I.P.",,,,,,1.0,,2.0,5.0,,,7.0,1.0,,5.0,21
2025-03,Serviços Centrais,"Instituto para os Comportamentos Aditivos e as Dependências, I.P.",,66.0,,251.0,127.0,,,7.0,261.0,,56.0,29.0,324.0,14.0,87.0,1222
2025-03,Serviços Centrais,"Instituto Português do Sangue e da Transplantação, I.P.",,18.0,,91.0,8.0,6.0,,143.0,81.0,,60.0,19.0,55.0,9.0,6.0,496
2025-03,Região de Saúde do Centro,"Unidade Local de Saúde da Cova da Beira, E.P.E.","40.2804158, -7.4922407",161.0,115.0,589.0,1.0,13.0,7.0,113.0,225.0,,313.0,43.0,64.0,8.0,9.0,1661
2025-03,Região de Saúde do Centro,"Unidade Local de Saúde de Coimbra, E.P.E.","40.2191523, -8.4098211",1394.0,872.0,3780.0,61.0,64.0,21.0,677.0,1013.0,,1666.0,320.0,238.0,28.0,58.0,10192
2025-03,Região de Saúde Norte,"Unidade Local de Saúde de S. João, E.P.E.","41.1831056, -8.6010558",1310.0,762.0,2886.0,30.0,41.0,19.0,441.0,609.0,,1241.0,153.0,202.0,23.0,46.0,7763
2025-03,Região de Saúde LVT,"Unidade Local de Saúde de São José, E.P.E.","38.7166948, -9.1371248",1448.0,768.0,3112.0,75.0,55.0,12.0,818.0,1031.0,,1933.0,322.0,221.0,34.0,80.0,9909
2025-03,Região de Saúde do Centro,"Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.","40.516364, -8.0827433",554.0,326.0,1294.0,22.0,19.0,9.0,223.0,404.0,,519.0,94.0,53.0,12.0,21.0,3550
2025-04,Região de Saúde LVT,"Unidade Local de Saúde de Loures-Odivelas, E.P.E.","38.8218941, -9.1764105",423.0,220.0,650.0,12.0,11.0,6.0,125.0,363.0,,386.0,39.0,68.0,4.0,20.0,2327
2025-04,Região de Saúde Norte,"Unidade Local de Saúde de S. João, E.P.E.","41.1831056, -8.6010558",1305.0,759.0,2887.0,29.0,41.0,19.0,442.0,611.0,,1236.0,168.0,201.0,24.0,46.0,7768
