tempo,periodoformat2,regiao,instituicao,localizacao_geografica,urgencias_geral,urgencias_pediatricas,urgencia_obstetricia,urgencia_psiquiatrica,total_urgencias
2018-09,2018/09/01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",95587.0,28072.0,5108.0,,128767.0
2018-09,2018/09/01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",87875.0,18561.0,2165.0,,108601.0
2018-09,2018/09/01,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",70138.0,40138.0,11270.0,,121546.0
2018-09,2018/09/01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",65335.0,27286.0,5154.0,,97775.0
2018-09,2018/09/01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",56375.0,,,,56375.0
2018-09,2018/09/01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",105342.0,14420.0,5360.0,,125122.0
2018-09,2018/09/01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",85236.0,,,,85236.0
2018-10,2018/10/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",80162.0,,,,80162.0
2018-10,2018/10/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",68470.0,7018.0,1239.0,,76727.0
2018-10,2018/10/01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",96606.0,27815.0,12801.0,,137222.0
2018-10,2018/10/01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",69827.0,11802.0,2385.0,0.0,84014.0
2018-10,2018/10/01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",102473.0,37746.0,8519.0,,148738.0
2018-10,2018/10/01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",140220.0,61405.0,12366.0,,213991.0
2018-10,2018/10/01,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",78961.0,27463.0,5938.0,,112362.0
2018-10,2018/10/01,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",128039.0,40665.0,13944.0,,182648.0
2018-10,2018/10/01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",41388.0,12623.0,,,54011.0
2018-10,2018/10/01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",64682.0,,8604.0,,73286.0
2018-10,2018/10/01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",116475.0,16049.0,5903.0,,138427.0
2018-11,2018/11/01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",105401.0,30628.0,14037.0,,150066.0
2018-11,2018/11/01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",97143.0,31594.0,9571.0,,138308.0
2018-11,2018/11/01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",155996.0,28166.0,8596.0,,192758.0
2018-12,2018/12/01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",148231.0,35426.0,12838.0,,196495.0
2018-12,2018/12/01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",82930.0,14095.0,3010.0,,100035.0
2018-12,2018/12/01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",103527.0,47200.0,18312.0,,169039.0
2018-12,2018/12/01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",166268.0,74044.0,14786.0,,255098.0
2018-12,2018/12/01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",74639.0,,,,74639.0
2018-12,2018/12/01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",142373.0,34745.0,14326.0,,191444.0
2018-12,2018/12/01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",151158.0,26143.0,4916.0,,182217.0
2018-12,2018/12/01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",126187.0,39500.0,12081.0,,177768.0
2018-12,2018/12/01,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",98811.0,29640.0,10234.0,,138685.0
2018-12,2018/12/01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",49157.0,15148.0,,,64305.0
2019-01,2019/01/01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",12043.0,3721.0,1096.0,,16860.0
2019-01,2019/01/01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",17600.0,6775.0,2258.0,,26633.0
2019-01,2019/01/01,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",4787.0,1926.0,,,6713.0
2019-01,2019/01/01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",11815.0,7549.0,1753.0,490.0,21607.0
2019-01,2019/01/01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",15877.0,4214.0,1511.0,,21602.0
2019-01,2019/01/01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",7700.0,4538.0,821.0,,13059.0
2019-01,2019/01/01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",8491.0,2880.0,778.0,,12149.0
2019-01,2019/01/01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",8857.0,4705.0,1501.0,,15063.0
2019-01,2019/01/01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",12701.0,2911.0,371.0,0.0,15983.0
2019-01,2019/01/01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",10670.0,4106.0,1072.0,,15848.0
2019-02,2019/02/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",16329.0,,,,16329.0
2019-02,2019/02/01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",41004.0,13735.0,3255.0,0.0,57994.0
2019-02,2019/02/01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",22506.0,14061.0,3333.0,986.0,40886.0
2019-02,2019/02/01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",14663.0,7594.0,2036.0,,24293.0
2019-02,2019/02/01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",20330.0,9470.0,1622.0,,31422.0
2019-02,2019/02/01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",19619.0,5332.0,460.0,,25411.0
2019-02,2019/02/01,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",14861.0,9674.0,2295.0,,26830.0
2019-02,2019/02/01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",26080.0,14150.0,2320.0,,42550.0
2019-02,2019/02/01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",24899.0,5766.0,721.0,,31386.0
2019-02,2019/02/01,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",16419.0,6364.0,1550.0,,24333.0
2019-02,2019/02/01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",23061.0,4231.0,1013.0,,28305.0
2019-02,2019/02/01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",19853.0,,,,19853.0
2019-03,2019/03/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",22874.0,5013.0,764.0,,28651.0
2019-03,2019/03/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",23733.0,,,,23733.0
2019-03,2019/03/01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",62053.0,20138.0,4992.0,0.0,87183.0
2019-03,2019/03/01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",26979.0,10160.0,2615.0,,39754.0
2019-03,2019/03/01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",28337.0,8942.0,3846.0,,41125.0
2019-03,2019/03/01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",30273.0,13292.0,2481.0,,46046.0
2019-03,2019/03/01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",34977.0,10608.0,3417.0,,49002.0
2019-03,2019/03/01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",31538.0,11686.0,2980.0,,46204.0
2019-04,2019/04/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",29455.0,6183.0,1066.0,,36704.0
2019-04,2019/04/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",27158.0,2772.0,448.0,,30378.0
2019-04,2019/04/01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",35686.0,11375.0,5069.0,,52130.0
2019-04,2019/04/01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",46087.0,26216.0,6976.0,2075.0,81354.0
2019-04,2019/04/01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",60133.0,15380.0,5978.0,,81491.0
2019-04,2019/04/01,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",30009.0,18298.0,4705.0,,53012.0
2019-04,2019/04/01,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",39669.0,21174.0,5764.0,,66607.0
2019-05,2019/05/01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",22559.0,8953.0,,,31512.0
2019-05,2019/05/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",36798.0,7571.0,1469.0,,45838.0
2019-05,2019/05/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",38516.0,,,,38516.0
2019-05,2019/05/01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",104829.0,32058.0,8538.0,0.0,145425.0
2019-05,2019/05/01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",57073.0,14420.0,5225.0,,76718.0
2019-05,2019/05/01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",44958.0,16436.0,4454.0,,65848.0
2019-05,2019/05/01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",35766.0,19578.0,4182.0,,59526.0
2019-05,2019/05/01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",71444.0,13733.0,3735.0,,88912.0
2019-05,2019/05/01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",53331.0,18361.0,5065.0,,76757.0
2019-05,2019/05/01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",32572.0,,4330.0,,36902.0
2019-06,2019/06/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",40456.0,4191.0,639.0,,45286.0
2019-06,2019/06/01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",59664.0,23934.0,4946.0,,88544.0
2019-06,2019/06/01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",57849.0,14537.0,1378.0,,73764.0
2019-06,2019/06/01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",42843.0,22832.0,5000.0,,70675.0
2019-06,2019/06/01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",50931.0,22517.0,8644.0,,82092.0
2019-06,2019/06/01,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",49143.0,15401.0,4896.0,,69440.0
2019-07,2019/07/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",50342.0,9811.0,2169.0,,62322.0
2019-07,2019/07/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",47385.0,4833.0,727.0,,52945.0
2019-07,2019/07/01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",53471.0,23533.0,7889.0,,84893.0
2019-07,2019/07/01,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",53227.0,30552.0,8487.0,,92266.0
2019-07,2019/07/01,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",70326.0,34956.0,10518.0,,115800.0
2019-07,2019/07/01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",50210.0,22024.0,4637.0,,76871.0
2019-07,2019/07/01,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",54031.0,19533.0,4292.0,,77856.0
2019-07,2019/07/01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",28604.0,8239.0,,,36843.0
2019-07,2019/07/01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",64664.0,,,,64664.0
2019-08,2019/08/01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",36303.0,13070.0,,,49373.0
2019-08,2019/08/01,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",36729.0,12352.0,,,49081.0
2019-08,2019/08/01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",86491.0,,15345.0,,101836.0
2019-08,2019/08/01,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",104621.0,31895.0,11296.0,,147812.0
2019-08,2019/08/01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",32795.0,9032.0,,,41827.0
2019-09,2019/09/01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",40911.0,14508.0,,,55419.0
2019-09,2019/09/01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",203344.0,54733.0,16501.0,0.0,274578.0
2019-09,2019/09/01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",156727.0,46401.0,18938.0,,222066.0
2019-09,2019/09/01,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",41463.0,13628.0,,,55091.0
2019-09,2019/09/01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",39432.0,7788.0,1237.0,,48457.0
2019-09,2019/09/01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",69485.0,28963.0,10464.0,,108912.0
2019-09,2019/09/01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",91983.0,33100.0,8026.0,,133109.0
2019-09,2019/09/01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",113019.0,20210.0,3577.0,,136806.0
2019-10,2019/10/01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",45702.0,16352.0,,,62054.0
2019-10,2019/10/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",67812.0,6760.0,1098.0,,75670.0
2019-10,2019/10/01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",42865.0,12794.0,2951.0,,58610.0
2019-10,2019/10/01,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",45972.0,15359.0,,,61331.0
2019-10,2019/10/01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",95029.0,26084.0,13237.0,,134350.0
2019-10,2019/10/01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",97999.0,22456.0,2542.0,,122997.0
2019-10,2019/10/01,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",83133.0,23846.0,8708.0,,115687.0
2019-10,2019/10/01,Região de Saúde Norte,"Hospital de Braga, EPE","41.56785, -8.398982",130792.0,39954.0,14235.0,,184981.0
2019-10,2019/10/01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",117171.0,16013.0,5631.0,,138815.0
2019-11,2019/11/01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",50046.0,18011.0,,,68057.0
2019-11,2019/11/01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",102573.0,29957.0,14606.0,,147136.0
2019-11,2019/11/01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",48528.0,10101.0,1473.0,,60102.0
2019-11,2019/11/01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",84514.0,36600.0,12801.0,,133915.0
2019-11,2019/11/01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",170836.0,41361.0,17369.0,,229566.0
2019-11,2019/11/01,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",84104.0,29882.0,6810.0,,120796.0
2019-11,2019/11/01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",159493.0,28605.0,8616.0,,196714.0
2019-12,2019/12/01,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",54630.0,19305.0,,,73935.0
2019-12,2019/12/01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",109263.0,38393.0,11265.0,,158921.0
2019-12,2019/12/01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",142145.0,77635.0,21344.0,6533.0,247657.0
2019-12,2019/12/01,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",92747.0,53424.0,14851.0,,161022.0
2019-12,2019/12/01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",181628.0,58485.0,22113.0,,262226.0
2019-12,2019/12/01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",130179.0,43035.0,12660.0,,185874.0
2019-12,2019/12/01,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",98991.0,30270.0,10514.0,,139775.0
2019-12,2019/12/01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",112108.0,,,,112108.0
2020-01,2020/01/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",8149.0,1826.0,403.0,,10378.0
2020-01,2020/01/01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",22920.0,7738.0,1750.0,0.0,32408.0
2020-01,2020/01/01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",7544.0,3913.0,1168.0,,12625.0
2020-01,2020/01/01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",9827.0,2526.0,295.0,,12648.0
2020-01,2020/01/01,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",10112.0,5664.0,1607.0,,17383.0
2020-01,2020/01/01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",7890.0,3852.0,676.0,,12418.0
2020-01,2020/01/01,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",8017.0,2999.0,567.0,,11583.0
2020-01,2020/01/01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",4315.0,1570.0,,,5885.0
2020-02,2020/02/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",16505.0,,,,16505.0
2020-02,2020/02/01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",21207.0,7175.0,1192.0,,29574.0
2020-02,2020/02/01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",13225.0,2892.0,724.0,,16841.0
2020-02,2020/02/01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",19621.0,6451.0,2435.0,,28507.0
2020-02,2020/02/01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",30871.0,8782.0,3040.0,,42693.0
2020-02,2020/02/01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",15104.0,7206.0,1337.0,,23647.0
2020-02,2020/02/01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",30325.0,10816.0,3491.0,,44632.0
2020-02,2020/02/01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",12664.0,,,,12664.0
2020-02,2020/02/01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",8338.0,2977.0,,,11315.0
2020-03,2020/03/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",20455.0,4016.0,1099.0,,25570.0
2020-03,2020/03/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",21569.0,,,,21569.0
2020-03,2020/03/01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",31317.0,7347.0,2857.0,,41521.0
2020-03,2020/03/01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",27033.0,10895.0,2340.0,,40268.0
2020-03,2020/03/01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",28954.0,,5089.0,,34043.0
2020-03,2020/03/01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",32751.0,6655.0,1072.0,,40478.0
2020-03,2020/03/01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",28416.0,9143.0,2757.0,,40316.0
2020-04,2020/04/01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",14370.0,4916.0,,,19286.0
2020-04,2020/04/01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",29835.0,9859.0,2881.0,,42575.0
2020-04,2020/04/01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",47206.0,18940.0,3662.0,,69808.0
2020-04,2020/04/01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",45968.0,7628.0,2446.0,,56042.0
2020-04,2020/04/01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",19330.0,,,,19330.0
2020-04,2020/04/01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",35360.0,9881.0,3377.0,,48618.0
2020-04,2020/04/01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",23152.0,,2918.0,,26070.0
2020-05,2020/05/01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",44973.0,8679.0,4245.0,,57897.0
2020-05,2020/05/01,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",38681.0,15774.0,5911.0,,60366.0
2020-05,2020/05/01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",35154.0,8705.0,6107.0,,49966.0
2020-05,2020/05/01,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",30311.0,8407.0,2266.0,,40984.0
2020-05,2020/05/01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",44919.0,,8290.0,,53209.0
2020-05,2020/05/01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",46152.0,7749.0,1762.0,,55663.0
2020-05,2020/05/01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",43489.0,10793.0,4101.0,,58383.0
2020-05,2020/05/01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",16091.0,3844.0,,,19935.0
2020-05,2020/05/01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",28171.0,,3428.0,,31599.0
2020-06,2020/06/01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",19057.0,4186.0,1458.0,,24701.0
2020-06,2020/06/01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",43347.0,10014.0,6520.0,,59881.0
2020-06,2020/06/01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",67144.0,14045.0,6855.0,,88044.0
2020-06,2020/06/01,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",35143.0,15002.0,5388.0,,55533.0
