tempo,periodoformat2,regiao,instituicao,localizacao_geografica,urgencias_geral,urgencias_pediatricas,urgencia_obstetricia,urgencia_psiquiatrica,total_urgencias
2015-05,2015/05/01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",61145.0,18224.0,5433.0,,84802.0
2015-05,2015/05/01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",19920.0,8206.0,,,28126.0
2015-05,2015/05/01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",31856.0,,3328.0,,35184.0
2015-06,2015/06/01,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",25856.0,10836.0,,,36692.0
2015-06,2015/06/01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",42549.0,7477.0,2076.0,,52102.0
2015-06,2015/06/01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",24834.0,7210.0,776.0,,32820.0
2015-06,2015/06/01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",49250.0,17633.0,4384.0,,71267.0
2015-06,2015/06/01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",40477.0,18245.0,4216.0,,62938.0
2015-06,2015/06/01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",58581.0,,7653.0,,66234.0
2015-06,2015/06/01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",54562.0,,,,54562.0
2015-07,2015/07/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",48451.0,6552.0,740.0,,55743.0
2015-07,2015/07/01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",150898.0,43791.0,10471.0,0.0,205160.0
2015-07,2015/07/01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",82025.0,23846.0,6579.0,,112450.0
2015-07,2015/07/01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",28959.0,8039.0,907.0,,37905.0
2015-07,2015/07/01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",47855.0,25013.0,7903.0,,80771.0
2015-07,2015/07/01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",66058.0,16470.0,1445.0,,83973.0
2015-07,2015/07/01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",45232.0,,4829.0,,50061.0
2015-08,2015/08/01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",34512.0,13236.0,,,47748.0
2015-08,2015/08/01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",36942.0,11694.0,983.0,,49619.0
2015-08,2015/08/01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",57282.0,9503.0,2854.0,,69639.0
2015-08,2015/08/01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",96377.0,48934.0,14208.0,4853.0,164372.0
2015-08,2015/08/01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",75901.0,18085.0,1664.0,,95650.0
2015-08,2015/08/01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",54204.0,22427.0,5850.0,,82481.0
2015-08,2015/08/01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",49166.0,,,,49166.0
2015-08,2015/08/01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",90388.0,15535.0,3225.0,,109148.0
2015-09,2015/09/01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",41168.0,12731.0,1107.0,,55006.0
2015-09,2015/09/01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",91334.0,26675.0,4709.0,,122718.0
2015-09,2015/09/01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",63575.0,10402.0,3207.0,,77184.0
2015-09,2015/09/01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",73859.0,24213.0,6782.0,,104854.0
2015-09,2015/09/01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",76438.0,23573.0,11584.0,,111595.0
2015-09,2015/09/01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",133837.0,41839.0,14476.0,,190152.0
2015-09,2015/09/01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",115640.0,15626.0,3138.0,,134404.0
2015-09,2015/09/01,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",100088.0,34208.0,10203.0,,144499.0
2015-10,2015/10/01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",160908.0,49949.0,25194.0,,236051.0
2015-10,2015/10/01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",106800.0,30630.0,13260.0,,150690.0
2015-10,2015/10/01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",70414.0,11594.0,3492.0,,85500.0
2015-10,2015/10/01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",69095.0,34073.0,11521.0,,114689.0
2015-10,2015/10/01,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",101200.0,48949.0,12889.0,,163038.0
2015-10,2015/10/01,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",72420.0,27251.0,5395.0,,105066.0
2015-11,2015/11/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",87507.0,,,,87507.0
2015-11,2015/11/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",74459.0,9663.0,1219.0,,85341.0
2015-11,2015/11/01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",116680.0,34042.0,14574.0,,165296.0
2015-11,2015/11/01,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",47735.0,18648.0,,,66383.0
2015-11,2015/11/01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",90068.0,30700.0,8321.0,,129089.0
2015-11,2015/11/01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",93874.0,29775.0,14112.0,,137761.0
2015-11,2015/11/01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",104093.0,24680.0,2339.0,,131112.0
2015-11,2015/11/01,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",111135.0,55001.0,14239.0,,180375.0
2015-11,2015/11/01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",79890.0,41173.0,15035.0,,136098.0
2015-11,2015/11/01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",146123.0,69313.0,12821.0,,228257.0
2015-11,2015/11/01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",118940.0,28926.0,7907.0,,155773.0
2015-11,2015/11/01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",44189.0,16513.0,,,60702.0
2015-11,2015/11/01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",70891.0,,7708.0,,78599.0
2015-12,2015/12/01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",85605.0,17070.0,3881.0,,106556.0
2015-12,2015/12/01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",49009.0,12671.0,1683.0,,63363.0
2015-12,2015/12/01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",148249.0,42927.0,15139.0,,206315.0
2015-12,2015/12/01,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",121449.0,61315.0,15527.0,,198291.0
2015-12,2015/12/01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",81685.0,36996.0,7053.0,,125734.0
2015-12,2015/12/01,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",86596.0,33094.0,6382.0,,126072.0
2015-12,2015/12/01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",48930.0,17766.0,,,66696.0
2015-12,2015/12/01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",132542.0,23093.0,4861.0,,160496.0
2015-12,2015/12/01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",107380.0,,,,107380.0
2016-01,2016/01/01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",4747.0,1732.0,121.0,,6600.0
2016-01,2016/01/01,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",4456.0,2174.0,,,6630.0
2016-01,2016/01/01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",7294.0,1451.0,319.0,,9064.0
2016-01,2016/01/01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",10479.0,5184.0,810.0,,16473.0
2016-01,2016/01/01,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",10529.0,6353.0,1411.0,,18293.0
2016-02,2016/02/01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",9385.0,3380.0,223.0,,12988.0
2016-02,2016/02/01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",31652.0,12117.0,4774.0,,48543.0
2016-02,2016/02/01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",20553.0,6946.0,2515.0,,30014.0
2016-02,2016/02/01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",14336.0,2718.0,634.0,,17688.0
2016-02,2016/02/01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",24344.0,14241.0,3420.0,1128.0,43133.0
2016-02,2016/02/01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",20503.0,9287.0,1667.0,,31457.0
