tempo,orcamento_receita_corrente,orcamento_receita_fiscal,orcamento_impostos_directos,orcamento_impostos_indirectos,orcamento_contribuicoes_de_seguranca_social,orcamento_outras_receitas_correntes,orcamento_outras_receitas_correntes_das_quais_transferencias_de_outros_subsectores_das_ap,orcamento_receita_de_capital,orcamento_receita_de_capital_das_quais_transferencias_de_outros_subsectores_das_ap,orcamento_receita_efectiva,orcamento_despesa_corrente,orcamento_consumo_publico,orcamento_despesas_com_o_pessoal,orcamento_remuneracoes_certas_e_permanentes,orcamento_abonos_variaveis_ou_eventuais,orcamento_seguranca_social,orcamento_aquisicao_de_bens_e_servicos,orcamento_produtos_vendidos_em_farmacias,orcamento_meios_complementares_de_diagnostico_e_terapeutica,orcamento_parcerias_publico_privadas_ppp,orcamento_aquisicao_de_bens_compras_inventarios,orcamento_outras_aquisicoes_de_bens_e_servicos,orcamento_outras_despesas_correntes,orcamento_juros_e_outros_encargos,orcamento_transferencias_correntes,orcamento_transferencias_correntes_das_quais_transferencias_para_outros_subsectores_das_ap,orcamento_despesa_de_capital,orcamento_investimentos,orcamento_transferencias_de_capital,orcamento_transferencias_de_capital_das_quais_transferencias_para_outros_subsectores_das_ap,orcamento_outras_despesas_de_capital,orcamento_despesa_efectiva,orcamento_saldo_global,execucao_acumulada_receita_corrente,execucao_acumulada_receita_fiscal,execucao_acumulada_impostos_directos,execucao_acumulada_impostos_indirectos,execucao_acumulada_contribuicoes_de_seguranca_social,execucao_acumulada_outras_receitas_correntes,execucao_acumulada_outras_receitas_correntes_das_quais_transferencias_de_outros_subsectores_das_ap,execucao_acumulada_receita_de_capital,execucao_acumulada_receita_de_capital_das_quais_transferencias_de_outros_subsectores_das_ap,execucao_acumulada_receita_efectiva,execucao_acumulada_despesa_corrente,execucao_acumulada_consumo_publico,execucao_acumulada_despesas_com_o_pessoal,execucao_acumulada_remuneracoes_certas_e_permanentes,execucao_acumulada_abonos_variaveis_ou_eventuais,execucao_acumulada_seguranca_social,execucao_acumulada_aquisicao_de_bens_e_servicos,execucao_acumulada_produtos_vendidos_em_farmacias,execucao_acumulada_meios_complementares_de_diagnostico_e_terapeutica,execucao_acumulada_parcerias_publico_privadas_ppp,execucao_acumulada_aquisicao_de_bens_compras_inventarios,execucao_acumulada_outras_aquisicoes_de_bens_e_servicos,execucao_acumulada_outras_despesas_correntes,execucao_acumulada_juros_e_outros_encargos,execucao_acumulada_transferencias_correntes,execucao_acumulada_transferencias_correntes_das_quais_transferencias_para_outros_subsectores_das_ap,execucao_acumulada_despesa_de_capital,execucao_acumulada_investimentos,execucao_acumulada_transferencias_de_capital,execucao_acumulada_transferencias_de_capital_das_quais_transferencias_para_outros_subsectores_das_ap,execucao_acumulada_outras_despesas_de_capital,execucao_acumulada_despesa_efectiva,execucao_acumulada_saldo_global,ano,mes
2019-05-01,9999.0,113.0,113.0,0.0,0.0,9886.0,9206.0,112.0,0.0,10111.0,10027.0,9945.0,4155.0,0.0,0.0,0.0,5756.0,1335.0,1351.0,474.0,1834.0,762.0,34.0,1.0,81.0,0.0,174.0,0.0,0.0,0.0,0.0,10201.0,-90.0,3968.9,60.6,60.6,0.0,0.0,3908.3,3736.1,7.4,0.0,3976.3,4173.5,4140.3,1769.2,1207.5,237.2,324.5,2356.0,575.2,554.4,192.3,712.5,321.6,15.1,0.2,33.0,0.0,30.3,29.8,0.5,0.0,0.0,4203.8,-227.5,2019,5
2019-06-01,9999.0,113.0,113.0,0.0,0.0,9886.0,9206.0,112.0,0.0,10111.0,10027.0,9945.0,4155.0,0.0,0.0,0.0,5756.0,1335.0,1351.0,474.0,1834.0,762.0,34.0,1.0,81.0,0.0,174.0,0.0,0.0,0.0,0.0,10201.0,-90.0,4857.0,60.6,60.6,0.0,0.0,4796.4,4586.7,15.6,0.0,4872.6,4914.3,4877.0,1993.5,1344.7,289.3,359.5,2863.2,697.9,669.5,232.0,875.9,387.9,20.3,0.3,37.0,0.0,36.7,36.2,0.5,0.0,0.0,4951.0,-78.4,2019,6
2019-07-01,9999.0,113.0,113.0,0.0,0.0,9886.0,9206.0,112.0,0.0,10111.0,10027.0,9945.0,4155.0,0.0,0.0,0.0,5756.0,1335.0,1351.0,474.0,1834.0,762.0,34.0,1.0,81.0,0.0,174.0,0.0,0.0,0.0,0.0,10201.0,-90.0,5611.200000000001,61.5,61.5,0.0,0.0,5549.700000000001,5303.3,16.4,0.0,5627.6,5794.8,5754.2,2369.9,1596.0,344.9,429.0,3359.8,811.4000000000001,772.3999999999997,270.90000000000003,1040.9,464.2,24.5,0.3,40.3,0.0,49.3,48.8,0.5,0.0,0.0,5844.1,-216.5,2019,7
2019-09-01,9999.0,113.0,113.0,0.0,0.0,9886.0,9206.0,112.0,0.0,10111.0,10027.0,9945.0,4155.0,0.0,0.0,0.0,5756.0,1335.0,1351.0,474.0,1834.0,762.0,34.0,1.0,81.0,0.0,174.0,0.0,0.0,0.0,0.0,10201.0,-90.0,7244.7,88.7,88.7,0.0,0.0,7156.0,6795.9,26.200000000000003,0.0,7270.9,7569.5,7515.8,3116.4,2102.5,447.5,566.4,4388.7,1054.1,1042.6,338.7,1345.8,607.5,10.7,0.9,52.8,0.0,86.9,85.5,1.4,0.0,0.0,7656.4,-385.5,2019,9
2020-03-01,10978.911773391132,136.9,136.9,0.0,0.0,10842.011773391134,10289.633537290005,120.1,0.0,11099.011773391134,10902.736377385896,10843.122106399533,4547.0,3680.55,0.0,866.45,6268.9168177995325,1499.6153847347732,1534.6800344641126,319.258381,2034.64558938466,880.7174282159872,27.205288600000003,1.6363636363636362,57.97790735,0.0,196.32,180.42,15.9,0.0,0.0,11099.056377385896,-0.0446039947619283,2737.0,31.1,31.1,0.0,0.0,2705.9,2570.4,5.3,0.0,2742.3,2695.7,2622.2,1152.0,782.0,158.0,212.0,1469.1,371.50000000000006,346.79999999999995,75.39999999999999,472.8,202.6,1.1,0.5,73.0,0.0,27.9,27.9,0.0,0.0,0.0,2723.6,18.70000000000028,2020,3
2020-07-01,10978.911773391132,136.9,136.9,0.0,0.0,10842.011773391134,10289.633537290005,120.1,0.0,11099.011773391134,10902.736377385896,10843.122106399533,4547.0,3680.55,0.0,866.45,6268.9168177995325,1499.6153847347732,1534.6800344641126,319.258381,2034.64558938466,880.7174282159872,27.205288600000003,1.6363636363636362,57.97790735,0.0,196.32,180.42,15.9,0.0,0.0,11099.056377385896,-0.0446039947619283,6333.000000000001,57.6,57.6,0.0,0.0,6275.400000000001,6054.0,31.700000000000003,0.0,6364.700000000001,6064.5,5960.9,2535.0,1695.2,382.4,457.4,3424.4,863.8,747.3999999999997,178.1,1140.6,494.5,1.5,0.8,102.8,0.0,140.2,140.2,0.0,0.0,0.0,6204.7,160.0000000000009,2020,7
2020-08-01,10978.911773391132,136.9,136.9,0.0,0.0,10842.011773391134,10289.633537290005,120.1,0.0,11099.011773391134,10902.736377385896,10843.122106399533,4547.0,3680.55,0.0,866.45,6268.9168177995325,1499.6153847347732,1534.6800344641126,319.258381,2034.64558938466,880.7174282159872,27.205288600000003,1.6363636363636362,57.97790735,0.0,196.32,180.42,15.9,0.0,0.0,11099.056377385896,-0.0446039947619283,7229.6,76.6,76.6,0.0,0.0,7153.0,6904.6,33.3,0.0,7262.900000000001,6939.599999999999,6826.999999999999,2927.9,1962.2,436.2,529.5,3897.9,987.6,860.9999999999999,203.3,1273.3,572.7,1.2,0.9,111.7,0.0,157.0,157.0,0.0,0.0,0.0,7096.599999999999,166.300000000002,2020,8
2020-09-01,10978.911773391132,136.9,136.9,0.0,0.0,10842.011773391134,10289.633537290005,120.1,0.0,11099.011773391134,10902.736377385896,10843.122106399533,4547.0,3680.55,0.0,866.45,6268.9168177995325,1499.6153847347732,1534.6800344641126,319.258381,2034.64558938466,880.7174282159872,27.205288600000003,1.6363636363636362,57.97790735,0.0,196.32,180.42,15.9,0.0,0.0,11099.056377385896,-0.0446039947619283,8107.0,76.6,76.6,0.0,0.0,8030.4,7754.6,35.6,0.0,8142.6,7888.799999999999,7774.099999999999,3319.5,2225.7,492.0,601.8,4452.599999999999,1098.5,969.4,229.0,1506.9,648.8,2.0,1.0,113.7,0.0,187.0,187.0,0.0,0.0,0.0,8075.799999999999,66.80000000000109,2020,9
2020-12-01,10931.338501000002,115.2,115.2,0.0,0.0,10816.138501,10381.357098,55.7,0.0,10987.038501000005,11018.604463065,10896.704463065,4624.799999999999,3774.0,0.0,850.8,6252.4044630650005,1432.82,1305.06465113,326.61981193500003,2320.3,867.6,19.5,0.7,121.2,0.0,252.3,252.1,0.2,0.0,0.0,11270.904463065,-283.8659620649978,11151.8,98.5,98.5,0.0,0.0,11053.3,10577.0,57.6,0.0,11209.4,11285.1,11139.4,4743.400000000001,3145.3,724.8000000000001,873.3,6384.599999999999,1471.0,1467.2,277.7,2249.3,919.4,11.4,0.6,145.1,0.0,289.1,288.4,0.7,0.0,0.0,11574.2,-364.7999999999993,2020,12
2021-03-01,11298.812732683296,122.0,122.0,0.0,0.0,11176.812732683296,10515.237847,215.7,0.0,11514.512732683295,11310.584,11244.084,4813.837,3228.4,697.037,888.4,6412.047,1516.9,1418.1999999999998,289.3,2294.019,893.628,18.2,0.8,65.7,0.0,293.063,273.463,19.6,0.0,0.0,11603.647,-89.13426731670188,2738.8,27.3,27.3,0.0,0.0,2711.5,2639.6,11.4,0.0,2750.2000000000003,2852.2000000000003,2798.8,1271.6,818.9,218.6,234.1,1524.8000000000002,364.50000000000006,396.8,75.69999999999999,465.4,222.4,2.4,0.6,52.8,0.0,31.6,31.6,0.0,0.0,0.0,2883.8,-133.5999999999999,2021,3
2021-07-01,11298.812732683296,122.0,122.0,0.0,0.0,11176.812732683296,10515.237847,215.7,0.0,11514.512732683295,11310.584,11244.084,4813.837,3228.4,697.037,888.4,6412.047,1516.9,1418.1999999999998,289.3,2294.019,893.628,18.2,0.8,65.7,0.0,293.063,273.463,19.6,0.0,0.0,11603.647,-89.13426731670188,6600.15857189,27.5,27.5,0.0,0.0,6572.65857189,6225.9,29.5,0.0,6629.65857189,6670.1,6574.1,2780.5,1784.3,495.5,500.7,3791.1,862.9,938.0,160.7,1275.4,554.1,2.5,1.2,94.8,0.0,102.2,102.0,0.2,0.0,0.0,6772.3,-142.64142811000056,2021,7
2022-11-01,12010.2,110.6,110.6,0.0,0.0,11899.6,11141.9,281.17613014,0.0,12291.37613014,12996.8,12795.600000000002,5247.9,3431.8,869.9000000000001,946.2,7520.700000000002,1701.8000000000002,1954.7000000000007,134.6,2575.8,1153.8,27.0,0.8,200.4,0.0,555.2,509.2,46.0,0.0,0.0,13552.000000000002,-1260.6238698600027,11279.83908569,135.9,135.9,0.0,0.0,11143.93908569,10870.7,57.2,0.0,11337.03908569,11587.8,11525.5,4809.6,3144.5,777.4000000000001,887.7,6712.799999999999,1585.6999999999998,1647.1,121.2,2265.2000000000003,1093.6,3.1,1.7,60.6,0.0,170.0,168.5,1.5,0.0,0.0,11757.8,-420.7609143099999,2022,11
2023-02-01,13649.292166,113.9,113.9,0.0,0.0,13535.392166,12320.892166,299.286947,0.0,13948.579113000002,13623.8,13355.3,5450.7,3583.1,867.1999999999999,1000.4,7871.700000000001,1727.6,1976.8,155.4,2735.0,1276.9,32.9,0.6,267.9,0.0,822.3,753.4,68.9,0.0,0.0,14446.1,-497.5208869999988,2114.5,28.2,28.2,0.0,0.0,2086.3,2028.8,10.4,0.0,2124.9,2076.4,2062.8,965.7,622.1,166.39999999999998,177.2,1096.3,282.40000000000003,286.79999999999995,22.3,323.7,181.1,0.8,0.2,13.4,0.0,12.3,12.3,0.0,0.0,0.0,2088.7000000000003,36.19999999999982,2023,2
2023-06-01,13649.292166,113.9,113.9,0.0,0.0,13535.392166,12320.892166,299.286947,0.0,13948.579113000002,13623.8,13355.3,5450.7,3583.1,867.1999999999999,1000.4,7871.700000000001,1727.6,1976.8,155.4,2735.0,1276.9,32.9,0.6,267.9,0.0,822.3,753.4,68.9,0.0,0.0,14446.1,-497.5208869999988,6375.3,57.9,57.9,0.0,0.0,6317.400000000001,6106.9,35.2,0.0,6410.5,6474.700000000001,6412.6,2733.1000000000004,1746.4,487.3,499.4,3677.1,846.5999999999999,878.3,67.30000000000001,1259.8000000000002,625.1,2.4,1.0,61.1,0.0,102.3,101.8,0.5,0.0,0.0,6577.000000000001,-166.5000000000009,2023,6
2024-02-01,14525.2,106.5,106.5,0.0,0.0,14418.7,13556.0,563.5,0.0,15088.7,14283.795,14183.195,6199.995000000001,4043.9,1010.87,1145.225,7963.199999999999,1719.3,1850.2000000000005,144.2,2956.4999999999995,1293.0,20.0,0.6,100.0,0.0,804.9000000000001,774.2,30.7,0.0,0.0,15088.695,0.0050000000010186,2320.7968950899995,25.9,25.9,0.0,0.0,2294.89689509,2208.7,4.6000000000000005,0.0,2325.39689509,2240.05,2213.15,1046.66,680.49,173.42,192.75,1164.99,281.3,288.1900000000001,33.4,358.0,204.1,1.5,0.3,26.6,0.0,15.7,12.3,3.4,0.0,0.0,2255.7499999999995,69.64689508999982,2024,2
2024-03-01,14525.2,106.5,106.5,0.0,0.0,14418.7,13556.0,563.5,0.0,15088.7,14283.795,14183.195,6199.995000000001,4043.9,1010.87,1145.225,7963.199999999999,1719.3,1850.2000000000005,144.2,2956.4999999999995,1293.0,20.0,0.6,100.0,0.0,804.9000000000001,774.2,30.7,0.0,0.0,15088.695,0.0050000000010186,3454.69689509,25.9,25.9,0.0,0.0,3428.79689509,3315.5,11.8,0.0,3466.49689509,3421.58,3387.38,1579.5,1035.2,253.3,291.0,1806.18,429.00000000000006,435.18,46.900000000000006,582.5999999999999,312.5,1.7,0.8,33.4,0.0,32.5,29.1,3.4,0.0,0.0,3454.08,12.416895090000253,2024,3
2024-05-01,14525.2,106.5,106.5,0.0,0.0,14418.7,13556.0,563.5,0.0,15088.7,14283.795,14183.195,6199.995000000001,4043.9,1010.87,1145.225,7963.199999999999,1719.3,1850.2000000000005,144.2,2956.4999999999995,1293.0,20.0,0.6,100.0,0.0,804.9000000000001,774.2,30.7,0.0,0.0,15088.695,0.0050000000010186,5839.29689509,54.0,54.0,0.0,0.0,5785.29689509,5574.7,34.3,0.0,5873.5968950900005,5937.26,5856.76,2653.8,1739.1,426.6,488.1,3201.86,735.6999999999998,763.7600000000002,73.9,1085.4,543.1,1.1,1.4,79.1,0.0,88.69999999999999,82.1,6.6,0.0,0.0,6025.96,-152.3631049099995,2024,5
2024-09-01,14525.2,106.5,106.5,0.0,0.0,14418.7,13556.0,563.5,0.0,15088.7,14283.8,0.0,6200.0,4043.9,1010.9,1145.2,7963.199999999999,1719.3,1850.2000000000005,144.2,2956.4999999999995,1293.0,20.0,0.6,100.0,0.0,804.9000000000001,774.2,30.7,0.0,0.0,15088.7,0.0,10417.79689509,82.2,82.2,0.0,0.0,10335.59689509,9938.4,60.5,0.0,10478.29689509,10757.4,0.0,4705.2,3054.0,794.1,857.1,5888.5,1332.1,1330.5,126.9,2102.0,997.0,5.1,2.3,156.29999999999998,0.0,214.1,197.1,17.0,0.0,0.0,10971.5,-493.20310491000055,2024,9
2025-05-01,15951.58,128.6,0.0,128.6,0.0,15822.98,14366.58,578.4,0.0,16529.98,16168.800625000002,0.0,7055.100625000001,4468.45,1256.9,1329.750625,8889.300000000001,1897.2,2040.6000000000008,180.4,3346.4,1424.7,21.6,0.5,202.3,0.0,578.4000000000001,334.40000000000003,244.0,0.0,0.0,16747.200625,-217.2206250000017,6063.409770879999,60.1,0.0,60.1,0.0,6003.309770879999,5859.4,65.6,0.0,6129.009770879999,6479.599999999999,0.0,3014.7,1987.8,473.5,553.4,3380.0999999999995,806.7,803.9999999999999,85.5,1097.2,586.7,0.5,1.2,83.1,0.0,114.2,94.4,19.8,0.0,0.0,6593.799999999999,-464.7902291199998,2025,5
2025-09-01,15951.58,128.6,0.0,128.6,0.0,15822.98,14366.58,578.4,0.0,16529.98,16168.800625000002,0.0,7055.100625000001,4468.45,1256.9,1329.750625,8889.300000000001,1897.2,2040.6000000000008,180.4,3346.4,1424.7,21.6,0.5,202.3,0.0,578.4000000000001,334.40000000000003,244.0,0.0,0.0,16747.200625,-217.2206250000017,11016.59530004,90.3,0.0,90.3,0.0,10926.29530004,10516.3,146.70000000000002,0.0,11163.29530004,11831.2,0.0,5255.7,3430.1,858.4000000000001,967.2,6416.7,1502.7999999999995,1455.0,151.8,2217.6,1089.5,1.6,3.6,153.6,0.0,275.3,200.6,74.7,0.0,0.0,12106.499999999998,-943.2046999599988,2025,9
2025-12-01,15951.58,128.6,0.0,128.6,0.0,15822.98,14366.58,578.4,0.0,16529.98,16168.800625000002,0.0,7055.100625000001,4468.45,1256.9,1329.750625,8889.300000000001,1897.2,2040.6000000000008,180.4,3346.4,1424.7,21.6,0.5,202.3,0.0,578.4000000000001,334.40000000000003,244.0,0.0,0.0,16747.200625,-217.2206250000017,15725.37343583,120.2,0.0,120.2,0.0,15605.17343583,14953.7,201.0,0.0,15926.37343583,16519.200000000004,0.0,7165.400000000001,4698.5,1134.6,1332.3,9099.6,2055.8,1981.6,221.4,3355.6,1485.2,6.9,4.9,242.4,0.0,442.3,338.9,103.4,0.0,0.0,16961.500000000004,-1035.126564170003,2025,12
2016-11-01,8691.0,104.0,104.0,0.0,0.0,8587.0,7943.0,63.0,0.0,8754.0,8822.900000000001,8780.800000000001,3591.0,0.0,0.0,0.0,5145.7,1187.0,1300.4,447.9,1577.2,633.2,44.1,4.2,37.9,0.0,109.8,105.8,4.0,0.0,0.0,8932.7,-178.70000000000073,7985.199999999999,106.5,106.5,0.0,0.0,7878.699999999999,7369.9,17.8,0.0,8002.999999999999,8104.899999999999,8041.799999999999,3308.2,2186.5,514.1,607.6,4700.9,1134.7,1205.6,349.4,1433.9999999999998,577.2,32.7,6.2,56.9,0.0,87.2,86.8,0.4,0.0,0.0,8192.099999999999,-189.1000000000004,2016,11
2017-08-01,8803.400000000001,130.7,130.7,0.0,0.0,8672.7,8094.1,78.7,0.0,8882.100000000002,9020.2,8954.0,3692.0,0.0,0.0,0.0,5212.5,1207.7,1292.9,448.0,1649.5,614.4,49.5,3.3,62.9,0.0,110.0,90.9,19.1,0.0,0.0,9130.2,-248.1000000000004,5969.5,85.3,85.3,0.0,0.0,5884.2,5549.3,20.200000000000003,0.0,5989.7,6065.900000000001,6022.3,2451.9,1589.3000000000002,420.7,441.9,3545.6000000000004,855.3,869.5,299.1,1106.2,415.5,24.8,1.5,42.1,0.0,37.6,36.9,0.7,0.0,0.0,6103.500000000001,-113.80000000000018,2017,8
2017-12-01,8803.400000000001,130.7,130.7,0.0,0.0,8672.7,8094.1,78.7,0.0,8882.100000000002,9020.2,8954.0,3692.0,0.0,0.0,0.0,5212.5,1207.7,1292.9,448.0,1649.5,614.4,49.5,3.3,62.9,0.0,110.0,90.9,19.1,0.0,0.0,9130.2,-248.09999999999675,9277.4,117.8,117.8,0.0,0.0,9159.6,8627.8,33.2,0.0,9310.6,9474.3,9417.6,3844.400000000001,2493.8,648.8000000000001,701.8,5550.400000000001,1291.3,1391.3124414400006,457.08755856,1744.3,666.4,22.8,1.6,55.1,0.0,126.2,124.0,2.2,0.0,0.0,9600.500000000002,-289.90000000000146,2017,12
2018-06-01,9303.0,110.0,110.0,0.0,0.0,9193.0,8594.0,112.0,0.0,9415.0,9507.0,9443.0,3968.0,0.0,0.0,0.0,5446.0,1259.0,1403.0,444.0,1720.0,620.0,29.0,1.0,63.0,0.0,160.0,0.0,0.0,0.0,0.0,9667.0,-252.0,4613.2,62.9,62.9,0.0,0.0,4550.3,4340.7,8.4,0.0,4621.599999999999,4643.0,4604.0,1853.1,1279.8000000000002,242.8,330.5,2734.0,663.1,632.0999999999998,227.5,841.5000000000001,369.8,16.9,0.4,38.6,0.0,37.3,36.3,1.0,0.0,0.0,4680.3,-58.69999999999982,2018,6
2019-11-01,9999.0,113.0,113.0,0.0,0.0,9886.0,9206.0,112.0,0.0,10111.0,10027.0,9945.0,4155.0,0.0,0.0,0.0,5756.0,1335.0,1351.0,474.0,1834.0,762.0,34.0,1.0,81.0,0.0,174.0,0.0,0.0,0.0,0.0,10201.0,-90.0,9007.500000000002,120.9,120.9,0.0,0.0,8886.600000000002,8444.7,30.0,0.0,9037.500000000002,9565.999999999998,9506.1,4011.1,2723.5,552.6,735.0,5477.099999999999,1299.0,1296.4999999999998,392.7,1727.4,761.5,17.9,1.5,58.4,0.0,125.5,123.6,1.9,0.0,0.0,9691.499999999998,-653.9999999999964,2019,11
2019-12-01,9999.0,113.0,113.0,0.0,0.0,9886.0,9206.0,112.0,0.0,10111.0,10027.0,9945.0,4155.0,0.0,0.0,0.0,5756.0,1335.0,1351.0,474.0,1834.0,762.0,34.0,1.0,81.0,0.0,174.0,0.0,0.0,0.0,0.0,10201.0,-90.0,10048.8,122.9,122.9,0.0,0.0,9925.9,9402.8,50.20000000000001,0.0,10099.0,10565.999999999998,10503.9,4410.8,2982.0,617.4,811.4,6064.7,1434.7,1413.2,416.9,1926.7,873.2,28.4,0.8,61.3,0.0,161.0,158.6,2.4,0.0,0.0,10726.999999999998,-627.9999999999982,2019,12
2020-04-01,10978.911773391132,136.9,136.9,0.0,0.0,10842.011773391134,10289.633537290005,120.1,0.0,11099.011773391134,10902.736377385896,10843.122106399533,4547.0,3680.55,0.0,866.45,6268.9168177995325,1499.6153847347732,1534.6800344641126,319.258381,2034.64558938466,880.7174282159872,27.205288600000003,1.6363636363636362,57.97790735,0.0,196.32,180.42,15.9,0.0,0.0,11099.056377385896,-0.0446039947619283,3540.8,31.1,31.1,0.0,0.0,3509.7,3398.4,16.3,0.0,3557.1,3634.1,3544.4,1536.8,1045.2,209.1,282.5,2007.0,524.9000000000001,447.1,100.5,658.5,276.0,0.6,0.6,89.1,0.0,72.2,72.2,0.0,0.0,0.0,3706.3,-149.19999999999982,2020,4
2021-01-01,11298.812732683296,122.0,122.0,0.0,0.0,11176.812732683296,10515.237847,215.7,0.0,11514.512732683295,11310.584,11244.084,4813.837,3228.4,697.037,888.4,6412.047,1516.9,1418.1999999999998,289.3,2294.019,893.628,18.2,0.8,65.7,0.0,293.063,273.463,19.6,0.0,0.0,11603.647,-89.13426731670188,897.2,0.0,0.0,0.0,0.0,897.2,868.4,0.7999999999999999,0.0,898.0,911.7,870.4,422.4,269.6,74.5,78.3,447.4,124.0,110.70000000000002,25.4,120.4,66.9,0.6,0.0,41.3,0.0,4.2,4.2,0.0,0.0,0.0,915.9,-17.899999999999977,2021,1
2021-05-01,11298.812732683296,122.0,122.0,0.0,0.0,11176.812732683296,10515.237847,215.7,0.0,11514.512732683295,11310.584,11244.084,4813.837,3228.4,697.037,888.4,6412.047,1516.9,1418.1999999999998,289.3,2294.019,893.628,18.2,0.8,65.7,0.0,293.063,273.463,19.6,0.0,0.0,11603.647,-89.13426731670188,4523.5,27.3,27.3,0.0,0.0,4496.2,4379.7,22.4,0.0,4545.9,4858.1,4787.2,2120.9,1376.0,354.8,390.1,2663.4,615.8000000000001,665.4000000000001,126.1,867.9,388.2,2.9,0.8,70.1,0.0,64.6,64.5,0.1,0.0,0.0,4922.700000000001,-376.8000000000011,2021,5
2021-09-01,11298.812732683296,122.0,122.0,0.0,0.0,11176.812732683296,10515.237847,215.7,0.0,11514.512732683295,11310.584,11244.084,4813.837,3228.4,697.037,888.4,6412.047,1516.9,1418.1999999999998,289.3,2294.019,893.628,18.2,0.8,65.7,0.0,293.063,273.463,19.6,0.0,0.0,11603.647,-89.13426731670188,8500.646105580001,77.4,77.4,0.0,0.0,8423.246105580001,8019.2,32.4,0.0,8533.04610558,8673.699999999997,8566.899999999998,3633.5,2337.0,638.4,658.1,4930.599999999999,1118.4,1213.4999999999998,197.8,1683.5,717.4,2.8,1.5,105.3,0.0,134.3,134.0,0.3,0.0,0.0,8807.999999999996,-275.0,2021,9
2021-10-01,11298.812732683296,122.0,122.0,0.0,0.0,11176.812732683296,10515.237847,215.7,0.0,11514.512732683295,11310.584,11244.084,4813.837,3228.4,697.037,888.4,6412.047,1516.9,1418.1999999999998,289.3,2294.019,893.628,18.2,0.8,65.7,0.0,293.063,273.463,19.6,0.0,0.0,11603.647,-89.13426731670188,9425.446105579998,77.4,77.4,0.0,0.0,9348.04610558,8912.9,37.9,0.0,9463.346105579998,9691.8,9581.5,4052.7,2613.7000000000003,703.1,735.9,5525.900000000001,1249.8,1355.9,223.6,1891.3,805.3,2.9,1.7,108.6,0.0,160.8,160.5,0.3,0.0,0.0,9852.6,-389.2538944200023,2021,10
2021-12-01,11298.812732683296,122.0,122.0,0.0,0.0,11176.812732683296,10515.237847,215.7,0.0,11514.512732683295,11310.584,11244.084,4813.837,3228.4,697.037,888.4,6412.047,1516.9,1418.1999999999998,289.3,2294.019,893.628,18.2,0.8,65.7,0.0,293.063,273.463,19.6,0.0,0.0,11603.647,-89.13426731670188,11219.8,108.6,108.6,0.0,0.0,11111.2,10690.4,83.7,0.0,11303.500000000002,12302.8,12173.8,5072.1,3286.5,852.0,933.6,7091.2,1548.9,1741.4,285.5,2458.7,1056.7,10.5,0.8,128.2,0.0,281.70000000000005,281.1,0.6,0.0,0.0,12584.5,-1280.9999999999982,2021,12
2022-03-01,11298.812732683296,122.0,122.0,0.0,0.0,11176.812732683296,10515.237847,215.7,0.0,11514.512732683295,11310.584,11244.084,4813.837,3228.4,697.037,888.4,6412.047,1516.9,1418.1999999999998,289.3,2294.019,893.628,18.2,0.8,65.7,0.0,293.063,273.463,19.6,0.0,0.0,11603.647,-89.13426731670188,2804.7000000000003,27.2,27.2,0.0,0.0,2777.5000000000005,2716.3,6.2,0.0,2810.9,3107.7000000000003,3093.9,1314.7,860.6,211.3,242.8,1778.3,462.8,512.9,36.1,504.7,261.8,0.9,0.4,13.4,0.0,17.900000000000002,17.8,0.1,0.0,0.0,3125.6000000000004,-314.7000000000003,2022,3
2022-06-01,11298.812732683296,122.0,122.0,0.0,0.0,11176.812732683296,10515.237847,215.7,0.0,11514.512732683295,11310.584,11244.084,4813.837,3228.4,697.037,888.4,6412.047,1516.9,1418.1999999999998,289.3,2294.019,893.628,18.2,0.8,65.7,0.0,293.063,273.463,19.6,0.0,0.0,11603.647,-89.13426731670188,5724.200000000001,55.3,55.3,0.0,0.0,5668.900000000001,5529.8,14.7,0.0,5738.900000000001,6084.9,6055.7,2457.7,1602.1,405.1,450.5,3596.3,877.4000000000001,955.7,67.8,1143.3000000000002,552.1,1.7,0.8,28.4,0.0,54.8,54.4,0.4,0.0,0.0,6139.7,-400.7999999999993,2022,6
2022-10-01,12010.2,110.6,110.6,0.0,0.0,11899.6,11141.9,281.17613014,0.0,12291.37613014,12996.8,12795.600000000002,5247.9,3431.8,869.9000000000001,946.2,7520.700000000002,1701.8000000000002,1954.7000000000007,134.6,2575.8,1153.8,27.0,0.8,200.4,0.0,555.2,509.2,46.0,0.0,0.0,13552.000000000002,-1260.6238698600027,10023.239085690002,109.2,109.2,0.0,0.0,9914.03908569,9659.2,46.8,0.0,10070.03908569,10305.3,10248.2,4221.1,2750.0,694.8000000000001,776.3,6024.3,1435.4999999999998,1499.7,110.6,1999.2,979.3,2.8,1.6,55.5,0.0,141.9,140.4,1.5,0.0,0.0,10447.2,-377.1609143099995,2022,10
