tempo,regiao,instituicao,localizacao_geografica,no_intervencoes_cirurgicas_programadas,no_intervencoes_cirurgicas_convencionais,no_intervencoes_cirurgicas_de_ambulatorio,no_intervencoes_cirurgicas_urgentes,ano,mes
2016-07-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",6711.0,2552.0,4159.0,1345.0,2016.0,7.0
2016-08-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",8327.0,3068.0,5259.0,1037.0,2016.0,8.0
2016-08-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",3100.0,813.0,2287.0,542.0,2016.0,8.0
2016-08-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",3779.0,1311.0,2468.0,571.0,2016.0,8.0
2016-08-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",4670.0,1972.0,2698.0,600.0,2016.0,8.0
2016-08-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",4036.0,1526.0,2510.0,500.0,2016.0,8.0
2016-08-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",2972.0,1963.0,1009.0,,2016.0,8.0
2016-08-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",4881.0,1606.0,3275.0,628.0,2016.0,8.0
2016-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",3982.0,1820.0,2162.0,492.0,2016.0,8.0
2016-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",19190.0,8965.0,10225.0,5290.0,2016.0,8.0
2016-08-01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",8208.0,2296.0,5912.0,1591.0,2016.0,8.0
2016-08-01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",3908.0,1476.0,2432.0,1004.0,2016.0,8.0
2016-08-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",14275.0,4780.0,9495.0,1956.0,2016.0,8.0
2016-08-01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",7462.0,3492.0,3970.0,1331.0,2016.0,8.0
2016-08-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",16540.0,6137.0,10403.0,1944.0,2016.0,8.0
2016-08-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",7002.0,2759.0,4243.0,1564.0,2016.0,8.0
2016-09-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",3346.0,2192.0,1154.0,,2016.0,9.0
2016-09-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",4660.0,1941.0,2719.0,757.0,2016.0,9.0
2016-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",4500.0,2024.0,2476.0,549.0,2016.0,9.0
2016-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",21678.0,10118.0,11560.0,5919.0,2016.0,9.0
2016-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",3600.0,1365.0,2235.0,1745.0,2016.0,9.0
2016-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",6448.0,2339.0,4109.0,1184.0,2016.0,9.0
2016-09-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",10152.0,3467.0,6685.0,1580.0,2016.0,9.0
2016-09-01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",16676.0,6362.0,10314.0,2127.0,2016.0,9.0
2016-10-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",10519.0,3807.0,6712.0,1169.0,2016.0,10.0
2016-10-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",7491.0,2658.0,4833.0,1755.0,2016.0,10.0
2016-10-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",6092.0,2001.0,4091.0,786.0,2016.0,10.0
2016-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",24071.0,11139.0,12932.0,6593.0,2016.0,10.0
2016-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",8156.0,2685.0,5471.0,1397.0,2016.0,10.0
2016-10-01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",10130.0,2960.0,7170.0,2008.0,2016.0,10.0
2016-10-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",20744.0,7568.0,13176.0,2435.0,2016.0,10.0
2016-10-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",10425.0,4662.0,5763.0,483.0,2016.0,10.0
2016-11-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",11775.0,4230.0,7545.0,1288.0,2016.0,11.0
2016-11-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",4089.0,1547.0,2542.0,1077.0,2016.0,11.0
2016-11-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",5886.0,2102.0,3784.0,710.0,2016.0,11.0
2016-11-01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",5546.0,2425.0,3121.0,690.0,2016.0,11.0
2016-11-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",27879.0,12298.0,15581.0,7013.0,2016.0,11.0
2016-11-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",30222.0,14617.0,15605.0,5187.0,2016.0,11.0
2016-11-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",8135.0,2924.0,5211.0,1448.0,2016.0,11.0
2016-11-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",6458.0,1575.0,4883.0,2360.0,2016.0,11.0
2016-11-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",6649.0,4282.0,2367.0,280.0,2016.0,11.0
2016-11-01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",5234.0,3008.0,2226.0,1045.0,2016.0,11.0
2016-11-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",19547.0,6598.0,12949.0,2716.0,2016.0,11.0
2016-12-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",6847.0,2848.0,3999.0,874.0,2016.0,12.0
2016-12-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",35930.0,16130.0,19800.0,7087.0,2016.0,12.0
2016-12-01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",1690.0,,1690.0,,2016.0,12.0
2016-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",32614.0,15656.0,16958.0,5637.0,2016.0,12.0
2016-12-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",13543.0,4682.0,8861.0,2309.0,2016.0,12.0
2016-12-01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",16656.0,7074.0,9582.0,2490.0,2016.0,12.0
2016-12-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",11448.0,3514.0,7934.0,2203.0,2016.0,12.0
2016-12-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",14486.0,4648.0,9838.0,1814.0,2016.0,12.0
2016-12-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",11953.0,4308.0,7645.0,2312.0,2016.0,12.0
2017-01-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",478.0,195.0,283.0,77.0,2017.0,1.0
2017-01-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",127.0,42.0,85.0,0.0,2017.0,1.0
2017-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",1454.0,690.0,764.0,255.0,2017.0,1.0
2017-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",778.0,258.0,520.0,101.0,2017.0,1.0
2017-01-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",1925.0,599.0,1326.0,251.0,2017.0,1.0
2017-01-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",404.0,116.0,288.0,10.0,2017.0,1.0
2017-01-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",423.0,174.0,249.0,154.0,2017.0,1.0
2017-02-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",1174.0,476.0,698.0,134.0,2017.0,2.0
2017-02-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",6533.0,2765.0,3768.0,1073.0,2017.0,2.0
2017-02-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",836.0,541.0,295.0,,2017.0,2.0
2017-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",5504.0,2263.0,3241.0,1042.0,2017.0,2.0
2017-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",830.0,372.0,458.0,338.0,2017.0,2.0
2017-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",1445.0,529.0,916.0,200.0,2017.0,2.0
2017-02-01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",1843.0,672.0,1171.0,370.0,2017.0,2.0
2017-02-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",1135.0,775.0,360.0,78.0,2017.0,2.0
2017-02-01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",3968.0,1449.0,2519.0,458.0,2017.0,2.0
2017-02-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",2546.0,749.0,1797.0,283.0,2017.0,2.0
2017-03-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",3948.0,1377.0,2571.0,237.0,2017.0,3.0
2017-03-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",3431.0,1140.0,2291.0,695.0,2017.0,3.0
2017-03-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",10425.0,4373.0,6052.0,1558.0,2017.0,3.0
2017-03-01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",440.0,,440.0,,2017.0,3.0
2017-03-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",420.0,132.0,288.0,0.0,2017.0,3.0
2017-03-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",1308.0,844.0,464.0,,2017.0,3.0
2017-03-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",1570.0,614.0,956.0,237.0,2017.0,3.0
2017-03-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",1527.0,,1527.0,,2017.0,3.0
2017-03-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",10836.0,4716.0,6120.0,1465.0,2017.0,3.0
2017-03-01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",4650.0,1698.0,2952.0,588.0,2017.0,3.0
2017-03-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",3905.0,1254.0,2651.0,520.0,2017.0,3.0
2017-04-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",2290.0,961.0,1329.0,284.0,2017.0,4.0
2017-04-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",6451.0,1852.0,4599.0,893.0,2017.0,4.0
2017-04-01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",524.0,,524.0,,2017.0,4.0
2017-04-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",1635.0,1066.0,569.0,,2017.0,4.0
2017-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",2972.0,1064.0,1908.0,452.0,2017.0,4.0
2017-04-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",13996.0,6090.0,7906.0,1934.0,2017.0,4.0
2017-04-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",10896.0,4084.0,6812.0,1701.0,2017.0,4.0
2017-04-01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",4067.0,1607.0,2460.0,671.0,2017.0,4.0
2017-04-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",8265.0,2754.0,5511.0,969.0,2017.0,4.0
2017-04-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",1561.0,502.0,1059.0,24.0,2017.0,4.0
2017-05-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",2490.0,906.0,1584.0,391.0,2017.0,5.0
2017-05-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",2872.0,1185.0,1687.0,359.0,2017.0,5.0
2017-05-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",8325.0,2455.0,5870.0,1156.0,2017.0,5.0
2017-05-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",677.0,195.0,482.0,0.0,2017.0,5.0
2017-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",4959.0,1520.0,3439.0,643.0,2017.0,5.0
2017-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",3737.0,1296.0,2441.0,580.0,2017.0,5.0
2017-05-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",3261.0,792.0,2469.0,1036.0,2017.0,5.0
2017-05-01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",2546.0,1319.0,1227.0,424.0,2017.0,5.0
2017-05-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",9606.0,2795.0,6811.0,1276.0,2017.0,5.0
2017-05-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",10387.0,3477.0,6910.0,1214.0,2017.0,5.0
2017-05-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",1908.0,607.0,1301.0,31.0,2017.0,5.0
2017-05-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",5440.0,2447.0,2993.0,223.0,2017.0,5.0
2017-05-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",6448.0,1925.0,4523.0,740.0,2017.0,5.0
2017-05-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",6051.0,1908.0,4143.0,909.0,2017.0,5.0
2017-06-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",2961.0,1065.0,1896.0,464.0,2017.0,6.0
2017-06-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",10102.0,2994.0,7108.0,1392.0,2017.0,6.0
2017-06-01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",862.0,,862.0,,2017.0,6.0
2017-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",3397.0,1446.0,1951.0,423.0,2017.0,6.0
2017-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",16627.0,6771.0,9856.0,3327.0,2017.0,6.0
2017-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",8733.0,3729.0,5004.0,1412.0,2017.0,6.0
2017-06-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",2882.0,0.0,2882.0,0.0,2017.0,6.0
2017-06-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",2338.0,742.0,1596.0,43.0,2017.0,6.0
2017-06-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",7753.0,2300.0,5453.0,890.0,2017.0,6.0
2017-07-01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",1059.0,,1059.0,,2017.0,7.0
2017-07-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",2860.0,1793.0,1067.0,,2017.0,7.0
2017-07-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",3524.0,1338.0,2186.0,580.0,2017.0,7.0
2017-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",6787.0,2047.0,4740.0,906.0,2017.0,7.0
2017-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",5177.0,1739.0,3438.0,841.0,2017.0,7.0
2017-07-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",3316.0,,3316.0,,2017.0,7.0
2017-07-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",3868.0,2625.0,1243.0,321.0,2017.0,7.0
2017-07-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",23656.0,10050.0,13606.0,3430.0,2017.0,7.0
2017-07-01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",4103.0,1159.0,2944.0,897.0,2017.0,7.0
2017-07-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",2655.0,1094.0,1561.0,893.0,2017.0,7.0
2017-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",3541.0,1474.0,2067.0,1344.0,2017.0,8.0
2017-08-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",5086.0,1256.0,3830.0,1655.0,2017.0,8.0
2017-08-01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",10952.0,4504.0,6448.0,1386.0,2017.0,8.0
2017-08-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",3669.0,,3669.0,,2017.0,8.0
2017-08-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",25948.0,11097.0,14851.0,3975.0,2017.0,8.0
2017-08-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",8410.0,3774.0,4636.0,342.0,2017.0,8.0
2017-09-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",4222.0,1518.0,2704.0,699.0,2017.0,9.0
2017-09-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",9558.0,2842.0,6716.0,2073.0,2017.0,9.0
2017-09-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",13825.0,4205.0,9620.0,2213.0,2017.0,9.0
2017-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",25015.0,10275.0,14740.0,4487.0,2017.0,9.0
2017-09-01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",7910.0,2133.0,5777.0,964.0,2017.0,9.0
2017-09-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",4798.0,1417.0,3381.0,1173.0,2017.0,9.0
2017-09-01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",8729.0,3414.0,5315.0,1506.0,2017.0,9.0
2017-09-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",10760.0,3235.0,7525.0,1347.0,2017.0,9.0
2017-10-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",5493.0,2113.0,3380.0,759.0,2017.0,10.0
2017-10-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",5741.0,1518.0,4223.0,771.0,2017.0,10.0
2017-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",7346.0,2449.0,4897.0,1240.0,2017.0,10.0
2017-10-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",11049.0,3770.0,7279.0,2246.0,2017.0,10.0
2017-10-01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",5486.0,1544.0,3942.0,1301.0,2017.0,10.0
2017-10-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",18653.0,5584.0,13069.0,2528.0,2017.0,10.0
2017-10-01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",9713.0,3824.0,5889.0,1703.0,2017.0,10.0
2017-10-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",12185.0,3636.0,8549.0,1498.0,2017.0,10.0
2017-11-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",1446.0,337.0,1109.0,0.0,2017.0,11.0
2017-11-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",8090.0,2642.0,5448.0,1390.0,2017.0,11.0
2017-11-01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",9452.0,2601.0,6851.0,1183.0,2017.0,11.0
2017-11-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",5114.0,,5114.0,,2017.0,11.0
2017-11-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",20626.0,6218.0,14408.0,2755.0,2017.0,11.0
2017-11-01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",10691.0,4261.0,6430.0,1888.0,2017.0,11.0
2017-11-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",23349.0,7836.0,15513.0,2764.0,2017.0,11.0
2017-11-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",13606.0,4043.0,9563.0,1657.0,2017.0,11.0
2017-12-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",4361.0,1108.0,3253.0,799.0,2017.0,12.0
2017-12-01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",10326.0,4741.0,5585.0,3817.0,2017.0,12.0
2017-12-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",12722.0,3594.0,9128.0,2722.0,2017.0,12.0
2017-12-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",35133.0,14914.0,20219.0,7026.0,2017.0,12.0
2017-12-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",6777.0,1887.0,4890.0,887.0,2017.0,12.0
2017-12-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",4720.0,2888.0,1832.0,,2017.0,12.0
2017-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",8722.0,2819.0,5903.0,1529.0,2017.0,12.0
2017-12-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",13362.0,4514.0,8848.0,2679.0,2017.0,12.0
2017-12-01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",6711.0,1904.0,4807.0,1520.0,2017.0,12.0
2017-12-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",30080.0,10842.0,19238.0,5221.0,2017.0,12.0
2017-12-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",25643.0,8529.0,17114.0,3027.0,2017.0,12.0
2017-12-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",4802.0,1405.0,3397.0,91.0,2017.0,12.0
2017-12-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",4644.0,1777.0,2867.0,1604.0,2017.0,12.0
2018-01-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",1048.0,404.0,644.0,114.0,2018.0,1.0
2018-01-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",316.0,121.0,195.0,64.0,2018.0,1.0
2018-01-01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",940.0,404.0,536.0,238.0,2018.0,1.0
2018-01-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",1518.0,429.0,1089.0,242.0,2018.0,1.0
2018-01-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",1303.0,460.0,843.0,230.0,2018.0,1.0
2018-01-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",3790.0,1576.0,2214.0,456.0,2018.0,1.0
2018-01-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",1057.0,506.0,551.0,43.0,2018.0,1.0
2018-02-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",629.0,290.0,339.0,181.0,2018.0,2.0
2018-02-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",2179.0,680.0,1499.0,348.0,2018.0,2.0
2018-02-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",2975.0,849.0,2126.0,500.0,2018.0,2.0
2018-02-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",1068.0,316.0,752.0,152.0,2018.0,2.0
2018-02-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",833.0,486.0,347.0,,2018.0,2.0
2018-02-01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",2065.0,631.0,1434.0,352.0,2018.0,2.0
