tempo,regiao,instituicao,localizacao_geografica,no_intervencoes_cirurgicas_programadas,no_intervencoes_cirurgicas_convencionais,no_intervencoes_cirurgicas_de_ambulatorio,no_intervencoes_cirurgicas_urgentes,ano,mes
2014-12-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",12380.0,4949.0,7431.0,1783.0,2014.0,12.0
2014-12-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",5378.0,1919.0,3459.0,1803.0,2014.0,12.0
2015-01-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",329.0,167.0,162.0,85.0,2015.0,1.0
2015-01-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",424.0,168.0,256.0,61.0,2015.0,1.0
2015-01-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",472.0,178.0,294.0,88.0,2015.0,1.0
2015-01-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",957.0,314.0,643.0,220.0,2015.0,1.0
2015-01-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",3161.0,1507.0,1654.0,542.0,2015.0,1.0
2015-01-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",1671.0,494.0,1177.0,234.0,2015.0,1.0
2015-01-01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",74.0,,74.0,,2015.0,1.0
2015-01-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",445.0,292.0,153.0,,2015.0,1.0
2015-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",2642.0,1427.0,1215.0,419.0,2015.0,1.0
2015-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",521.0,237.0,284.0,130.0,2015.0,1.0
2015-01-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",340.0,0.0,340.0,,2015.0,1.0
2015-01-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",3236.0,1398.0,1838.0,502.0,2015.0,1.0
2015-01-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",2086.0,761.0,1325.0,232.0,2015.0,1.0
2015-01-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",970.0,481.0,489.0,34.0,2015.0,1.0
2015-02-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",540.0,234.0,306.0,114.0,2015.0,2.0
2015-02-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",918.0,341.0,577.0,112.0,2015.0,2.0
2015-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",1416.0,506.0,910.0,262.0,2015.0,2.0
2015-02-01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",1138.0,604.0,534.0,790.0,2015.0,2.0
2015-02-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",1161.0,727.0,434.0,41.0,2015.0,2.0
2015-02-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",547.0,150.0,397.0,29.0,2015.0,2.0
2015-02-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",884.0,324.0,560.0,299.0,2015.0,2.0
2015-03-01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",2590.0,1223.0,1367.0,938.0,2015.0,3.0
2015-03-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",5257.0,1593.0,3664.0,677.0,2015.0,3.0
2015-03-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",1390.0,525.0,865.0,201.0,2015.0,3.0
2015-03-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",396.0,123.0,273.0,0.0,2015.0,3.0
2015-03-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",1803.0,604.0,1199.0,237.0,2015.0,3.0
2015-03-01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",1522.0,712.0,810.0,225.0,2015.0,3.0
2015-03-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",8380.0,3784.0,4596.0,1871.0,2015.0,3.0
2015-03-01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",1919.0,1002.0,917.0,1237.0,2015.0,3.0
2015-03-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",1779.0,1121.0,658.0,71.0,2015.0,3.0
2015-03-01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",2931.0,1375.0,1556.0,505.0,2015.0,3.0
2015-03-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",6201.0,2324.0,3877.0,713.0,2015.0,3.0
2015-04-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",1969.0,741.0,1228.0,279.0,2015.0,4.0
2015-04-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",12626.0,5892.0,6734.0,2289.0,2015.0,4.0
2015-04-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",544.0,170.0,374.0,0.0,2015.0,4.0
2015-04-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",2369.0,807.0,1562.0,307.0,2015.0,4.0
2015-04-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",1923.0,861.0,1062.0,369.0,2015.0,4.0
2015-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",2050.0,974.0,1076.0,295.0,2015.0,4.0
2015-04-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",1705.0,562.0,1143.0,562.0,2015.0,4.0
2015-05-01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",4255.0,2145.0,2110.0,1614.0,2015.0,5.0
2015-05-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",15565.0,7319.0,8246.0,2915.0,2015.0,5.0
2015-05-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",2381.0,914.0,1467.0,343.0,2015.0,5.0
2015-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",2468.0,1160.0,1308.0,362.0,2015.0,5.0
2015-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",6528.0,3158.0,3370.0,1840.0,2015.0,5.0
2015-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",14021.0,7534.0,6487.0,2106.0,2015.0,5.0
2015-05-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",2197.0,724.0,1473.0,671.0,2015.0,5.0
2015-05-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",13157.0,5398.0,7759.0,2100.0,2015.0,5.0
2015-05-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",5873.0,2081.0,3792.0,700.0,2015.0,5.0
2015-05-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",2278.0,824.0,1454.0,753.0,2015.0,5.0
2015-06-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",3116.0,1099.0,2017.0,417.0,2015.0,6.0
2015-06-01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",5058.0,2574.0,2484.0,1981.0,2015.0,6.0
2015-06-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",802.0,243.0,559.0,0.0,2015.0,6.0
2015-06-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",2372.0,1684.0,688.0,,2015.0,6.0
2015-06-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",3440.0,1201.0,2239.0,479.0,2015.0,6.0
2015-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",7732.0,3754.0,3978.0,2225.0,2015.0,6.0
2015-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",4806.0,1528.0,3278.0,830.0,2015.0,6.0
2015-06-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",3691.0,2285.0,1406.0,145.0,2015.0,6.0
2015-06-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",15360.0,6253.0,9107.0,2551.0,2015.0,6.0
2015-06-01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",8254.0,3766.0,4488.0,1290.0,2015.0,6.0
2015-06-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",7049.0,2482.0,4567.0,842.0,2015.0,6.0
2015-07-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",7741.0,3084.0,4657.0,870.0,2015.0,7.0
2015-07-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",7175.0,2784.0,4391.0,1558.0,2015.0,7.0
2015-07-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",21766.0,10110.0,11656.0,4114.0,2015.0,7.0
2015-07-01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",781.0,,781.0,,2015.0,7.0
2015-07-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",2998.0,984.0,2014.0,940.0,2015.0,7.0
2015-07-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",7086.0,2697.0,4389.0,1280.0,2015.0,7.0
2015-07-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",22999.0,10310.0,12689.0,3248.0,2015.0,7.0
2015-07-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",18095.0,7343.0,10752.0,2983.0,2015.0,7.0
2015-07-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",12157.0,4720.0,7437.0,1581.0,2015.0,7.0
2015-07-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",6222.0,1927.0,4295.0,1341.0,2015.0,7.0
2015-07-01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",12282.0,4379.0,7903.0,1543.0,2015.0,7.0
2015-08-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",2775.0,1256.0,1519.0,766.0,2015.0,8.0
2015-08-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",6027.0,2173.0,3854.0,1400.0,2015.0,8.0
2015-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",10009.0,4870.0,5139.0,3011.0,2015.0,8.0
2015-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",21011.0,10950.0,10061.0,3427.0,2015.0,8.0
2015-08-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",6789.0,2086.0,4703.0,1563.0,2015.0,8.0
2015-09-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",9567.0,3817.0,5750.0,1133.0,2015.0,9.0
2015-09-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",6954.0,2422.0,4532.0,1590.0,2015.0,9.0
2015-09-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",26613.0,12561.0,14052.0,5396.0,2015.0,9.0
2015-09-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",15357.0,4957.0,10400.0,2409.0,2015.0,9.0
2015-09-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",4054.0,1879.0,2175.0,879.0,2015.0,9.0
2015-09-01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",7210.0,2229.0,4981.0,909.0,2015.0,9.0
2015-09-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",5537.0,3522.0,2015.0,219.0,2015.0,9.0
2015-09-01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",15225.0,5448.0,9777.0,2031.0,2015.0,9.0
2015-09-01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",8639.0,4080.0,4559.0,1475.0,2015.0,9.0
2015-09-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",2878.0,789.0,2089.0,110.0,2015.0,9.0
2015-09-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",10394.0,3609.0,6785.0,1254.0,2015.0,9.0
2015-09-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",4329.0,1418.0,2911.0,1366.0,2015.0,9.0
2015-10-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",10729.0,4222.0,6507.0,1263.0,2015.0,10.0
2015-10-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",4570.0,2118.0,2452.0,666.0,2015.0,10.0
2015-10-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",4981.0,2016.0,2965.0,664.0,2015.0,10.0
2015-10-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",1360.0,422.0,938.0,0.0,2015.0,10.0
2015-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",4103.0,1545.0,2558.0,1806.0,2015.0,10.0
2015-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",6381.0,2697.0,3684.0,1176.0,2015.0,10.0
2015-10-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",5384.0,1400.0,3984.0,2027.0,2015.0,10.0
2015-10-01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",10602.0,3307.0,7295.0,1964.0,2015.0,10.0
2015-10-01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",9467.0,4820.0,4647.0,4053.0,2015.0,10.0
2015-10-01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",4639.0,2658.0,1981.0,963.0,2015.0,10.0
2015-10-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",8551.0,2710.0,5841.0,1941.0,2015.0,10.0
2015-10-01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",17299.0,6223.0,11076.0,2274.0,2015.0,10.0
2015-10-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",20648.0,7589.0,13059.0,2378.0,2015.0,10.0
2015-11-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",11707.0,4621.0,7086.0,1375.0,2015.0,11.0
2015-11-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",5074.0,2354.0,2720.0,742.0,2015.0,11.0
2015-11-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",8937.0,2995.0,5942.0,2018.0,2015.0,11.0
2015-11-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",5615.0,2280.0,3335.0,726.0,2015.0,11.0
2015-11-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",6012.0,1562.0,4450.0,2228.0,2015.0,11.0
2015-11-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",19183.0,7295.0,11888.0,2533.0,2015.0,11.0
2015-11-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",11249.0,5212.0,6037.0,456.0,2015.0,11.0
2015-12-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",12553.0,5005.0,7548.0,1487.0,2015.0,12.0
2015-12-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",4210.0,1853.0,2357.0,1157.0,2015.0,12.0
2015-12-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",6043.0,2150.0,3893.0,865.0,2015.0,12.0
2015-12-01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",9430.0,4599.0,4831.0,4256.0,2015.0,12.0
2015-12-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",9754.0,3241.0,6513.0,2200.0,2015.0,12.0
2015-12-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",4503.0,3160.0,1343.0,,2015.0,12.0
2015-12-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",6589.0,1689.0,4900.0,2435.0,2015.0,12.0
2015-12-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",4098.0,,4098.0,,2015.0,12.0
2015-12-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",29361.0,11718.0,17643.0,5214.0,2015.0,12.0
2015-12-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",10341.0,3341.0,7000.0,2321.0,2015.0,12.0
2015-12-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",24571.0,9061.0,15510.0,2814.0,2015.0,12.0
2016-01-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",470.0,188.0,282.0,46.0,2016.0,1.0
2016-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",608.0,248.0,360.0,141.0,2016.0,1.0
2016-01-01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",745.0,218.0,527.0,93.0,2016.0,1.0
2016-01-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",544.0,347.0,197.0,26.0,2016.0,1.0
2016-01-01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",936.0,444.0,492.0,177.0,2016.0,1.0
2016-01-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",1996.0,714.0,1282.0,213.0,2016.0,1.0
2016-01-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",868.0,353.0,515.0,195.0,2016.0,1.0
2016-02-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",1120.0,544.0,576.0,140.0,2016.0,2.0
2016-02-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",3138.0,1016.0,2122.0,477.0,2016.0,2.0
2016-02-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",1030.0,445.0,585.0,157.0,2016.0,2.0
2016-02-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",6478.0,2888.0,3590.0,928.0,2016.0,2.0
2016-02-01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",1025.0,427.0,598.0,220.0,2016.0,2.0
2016-02-01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",2423.0,1097.0,1326.0,433.0,2016.0,2.0
2016-02-01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",883.0,482.0,401.0,175.0,2016.0,2.0
2016-02-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",733.0,198.0,535.0,25.0,2016.0,2.0
2016-03-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",1577.0,700.0,877.0,255.0,2016.0,3.0
2016-03-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",8509.0,4344.0,4165.0,1407.0,2016.0,3.0
2016-03-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",1934.0,401.0,1533.0,654.0,2016.0,3.0
2016-03-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",1162.0,379.0,783.0,413.0,2016.0,3.0
2016-03-01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",3314.0,1227.0,2087.0,1334.0,2016.0,3.0
2016-03-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",3193.0,1018.0,2175.0,392.0,2016.0,3.0
2016-03-01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",1156.0,,1156.0,,2016.0,3.0
2016-03-01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",5463.0,1775.0,3688.0,710.0,2016.0,3.0
2016-04-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",4035.0,1659.0,2376.0,881.0,2016.0,4.0
2016-04-01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",1623.0,1035.0,588.0,,2016.0,4.0
2016-04-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",2569.0,859.0,1710.0,328.0,2016.0,4.0
2016-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",5208.0,2488.0,2720.0,997.0,2016.0,4.0
2016-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",2791.0,1014.0,1777.0,522.0,2016.0,4.0
2016-04-01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",3077.0,975.0,2102.0,380.0,2016.0,4.0
2016-04-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",13450.0,6017.0,7433.0,1817.0,2016.0,4.0
2016-04-01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",4794.0,2116.0,2678.0,857.0,2016.0,4.0
2016-04-01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",8142.0,2977.0,5165.0,873.0,2016.0,4.0
2016-04-01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",1425.0,414.0,1011.0,40.0,2016.0,4.0
2016-05-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",5159.0,2113.0,3046.0,1119.0,2016.0,5.0
2016-05-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",16150.0,7203.0,8947.0,2755.0,2016.0,5.0
2016-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",4129.0,1393.0,2736.0,723.0,2016.0,5.0
2016-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",14336.0,7332.0,7004.0,2390.0,2016.0,5.0
2016-05-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",2165.0,715.0,1450.0,718.0,2016.0,5.0
2016-05-01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",5587.0,2054.0,3533.0,2151.0,2016.0,5.0
2016-05-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",5521.0,1868.0,3653.0,727.0,2016.0,5.0
2016-05-01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",5553.0,2473.0,3080.0,248.0,2016.0,5.0
2016-06-01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",3142.0,1224.0,1918.0,385.0,2016.0,6.0
2016-06-01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",893.0,251.0,642.0,0.0,2016.0,6.0
2016-06-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",3863.0,1284.0,2579.0,482.0,2016.0,6.0
2016-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",2395.0,875.0,1520.0,1125.0,2016.0,6.0
2016-06-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",2700.0,868.0,1832.0,858.0,2016.0,6.0
2016-06-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",7343.0,2448.0,4895.0,878.0,2016.0,6.0
2016-06-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",2448.0,930.0,1518.0,832.0,2016.0,6.0
2016-07-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",2768.0,728.0,2040.0,469.0,2016.0,7.0
2016-07-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",3500.0,1222.0,2278.0,512.0,2016.0,7.0
2016-07-01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",5427.0,2355.0,3072.0,2267.0,2016.0,7.0
2016-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",5861.0,1955.0,3906.0,1008.0,2016.0,7.0
2016-07-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",4382.0,968.0,3414.0,1492.0,2016.0,7.0
2016-07-01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",7176.0,1993.0,5183.0,1391.0,2016.0,7.0
2016-07-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",4260.0,2705.0,1555.0,182.0,2016.0,7.0
2016-07-01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",9054.0,3955.0,5099.0,1484.0,2016.0,7.0
2016-07-01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",3232.0,1875.0,1357.0,632.0,2016.0,7.0
