periodo,regiao,instituicao,localizacao_geografica,medicos_s_internos,medicos_internos,enfermeiros,tss,farmaceuticos,farmaceuticos_residentes,tdt,at,ao,tas,ao0,ts,informaticos,outros,total_geral,ano,mes
2019-04-01,Norte,"Centro Hospitalar do Médio Ave, E.P.E.","41.3423984, -8.4802503",170.0,61.0,393.0,12.0,,,81.0,108.0,257.0,,,16.0,4.0,14.0,1116.0,2019,4
2019-04-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Gama Pinto,"38.7218793, -9.144249",31.0,7.0,22.0,1.0,,,12.0,24.0,12.0,,,8.0,1.0,7.0,125.0,2019,4
2019-04-01,Norte,"Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.","41.1785642, -8.6062881",295.0,95.0,704.0,65.0,,,183.0,210.0,508.0,,,62.0,13.0,20.0,2155.0,2019,4
2019-04-01,Serviços Centrais,Secretaria Geral do Ministério da Saúde,"38.7362218, -9.1463126",0.0,0.0,0.0,0.0,,,0.0,14.0,16.0,,,22.0,2.0,7.0,61.0,2019,4
2019-04-01,Centro,"Unidade Local de Saúde Castelo Branco, E.P.E.","39.8212263, -7.4981271",160.0,72.0,468.0,16.0,,,75.0,169.0,271.0,,,32.0,11.0,10.0,1284.0,2019,4
2019-04-01,Alentejo,"Unidade Local de Saúde Norte Alentejano, E.P.E.","39.3003425, -7.4263845",155.0,58.0,564.0,8.0,,,117.0,243.0,362.0,,,41.0,9.0,27.0,1584.0,2019,4
2019-04-01,Alentejo,"Unidade Local de Saúde Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",91.0,41.0,370.0,6.0,,,77.0,159.0,209.0,,,22.0,4.0,15.0,994.0,2019,4
2019-05-01,Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",117.0,40.0,217.0,16.0,,,29.0,182.0,85.0,,,68.0,8.0,13.0,775.0,2019,5
2019-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",1045.0,659.0,2577.0,77.0,,,642.0,708.0,1828.0,,,130.0,27.0,50.0,7743.0,2019,5
2019-05-01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.","41.3828711, -8.7589945",102.0,40.0,262.0,9.0,,,35.0,74.0,147.0,,,27.0,4.0,8.0,708.0,2019,5
2019-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",191.0,114.0,655.0,14.0,,,158.0,175.0,433.0,,,35.0,9.0,23.0,1807.0,2019,5
2019-05-01,Norte,"Centro Hospitalar do Médio Ave, E.P.E.","41.3423984, -8.4802503",170.0,57.0,389.0,12.0,,,79.0,108.0,257.0,,,16.0,4.0,14.0,1106.0,2019,5
2019-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",168.0,121.0,591.0,14.0,,,126.0,205.0,411.0,,,32.0,8.0,14.0,1690.0,2019,5
2019-05-01,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",345.0,214.0,915.0,19.0,,,172.0,221.0,525.0,,,26.0,7.0,22.0,2466.0,2019,5
2019-05-01,Centro,"Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.","40.2162514, -8.4103814",150.0,48.0,267.0,27.0,,,95.0,116.0,256.0,,,28.0,5.0,12.0,1004.0,2019,5
2019-05-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Gama Pinto,"38.7218793, -9.144249",31.0,6.0,22.0,1.0,,,12.0,23.0,12.0,,,8.0,1.0,7.0,123.0,2019,5
2019-05-01,Serviços Centrais,"Serviços Partilhados do Ministério da Saúde, E.P.E.","38.739767, -9.1489431",0.0,0.0,0.0,0.0,,,0.0,63.0,3.0,,,136.0,17.0,48.0,267.0,2019,5
2019-05-01,Serviços Centrais,Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências,"38.7653399, -9.1611815",1.0,0.0,0.0,1.0,,,0.0,40.0,3.0,,,67.0,8.0,43.0,163.0,2019,5
2019-05-01,Centro,"Unidade Local de Saúde Castelo Branco, E.P.E.","39.8212263, -7.4981271",159.0,71.0,468.0,16.0,,,76.0,169.0,275.0,,,31.0,11.0,10.0,1286.0,2019,5
2019-05-01,Norte,"Unidade Local de Saúde Alto Minho, E.P.E.","41.7056054, -8.8252713",401.0,184.0,924.0,35.0,,,118.0,358.0,489.0,,,68.0,13.0,19.0,2609.0,2019,5
2019-05-01,Alentejo,"Unidade Local de Saúde Baixo Alentejo, E.P.E.","38.014123, -7.8721227",149.0,69.0,581.0,29.0,,,127.0,247.0,392.0,,,45.0,17.0,19.0,1675.0,2019,5
2019-05-01,Alentejo,"Unidade Local de Saúde Norte Alentejano, E.P.E.","39.3003425, -7.4263845",154.0,58.0,564.0,8.0,,,117.0,241.0,362.0,,,41.0,9.0,27.0,1581.0,2019,5
2019-05-01,Alentejo,"Unidade Local de Saúde Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",91.0,41.0,375.0,6.0,,,76.0,159.0,211.0,,,21.0,4.0,15.0,999.0,2019,5
2019-05-01,Serviços Centrais,Direção-Geral da Saúde,"38.7364065, -9.1379161",16.0,0.0,11.0,2.0,,,3.0,27.0,12.0,,,42.0,3.0,17.0,133.0,2019,5
2019-06-01,Algarve,"Administração Regional de Saúde do Algarve, I.P.","37.027122, -7.946842",271.0,88.0,453.0,32.0,,,105.0,321.0,177.0,,,112.0,11.0,13.0,1583.0,2019,6
2019-06-01,Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",116.0,40.0,216.0,16.0,,,30.0,182.0,83.0,,,68.0,8.0,13.0,772.0,2019,6
2019-06-01,Norte,"Administração Regional de Saúde do Norte, I.P.","41.157454, -8.604431",2012.0,852.0,2812.0,152.0,,,192.0,2000.0,731.0,,,387.0,24.0,34.0,9196.0,2019,6
2019-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",191.0,114.0,657.0,14.0,,,158.0,175.0,433.0,,,34.0,9.0,23.0,1808.0,2019,6
2019-06-01,Norte,"Centro Hospitalar Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",277.0,159.0,669.0,13.0,,,117.0,218.0,497.0,,,39.0,10.0,19.0,2018.0,2019,6
2019-06-01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",55.0,41.0,165.0,46.0,,,35.0,53.0,154.0,,,41.0,4.0,12.0,606.0,2019,6
2019-06-01,Centro,Centro Medicina de Reabilitação da Região Centro - Rovisco Pais,"40.297919, -8.7707806",13.0,13.0,70.0,2.0,,,29.0,22.0,71.0,,,15.0,2.0,3.0,240.0,2019,6
2019-06-01,Norte,"Hospital Santa Maria Maior, E.P.E.","41.5324234, -8.6171561",64.0,48.0,190.0,5.0,,,31.0,49.0,132.0,,,12.0,3.0,5.0,539.0,2019,6
2019-06-01,Centro,"Hospital Distrital da Figueira da Foz, E.P.E.","40.117897, -8.8586755",89.0,60.0,213.0,6.0,,,58.0,59.0,142.0,,,18.0,3.0,7.0,655.0,2019,6
2019-06-01,Alentejo,"Hospital do Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",204.0,126.0,552.0,7.0,,,130.0,149.0,347.0,,,30.0,6.0,28.0,1579.0,2019,6
2019-06-01,Serviços Centrais,"Instituto Nacional de Emergência Médica, I.P.","38.7313954, -9.1447467",10.0,0.0,172.0,0.0,,,0.0,79.0,6.0,,,60.0,10.0,981.0,1318.0,2019,6
2019-06-01,Alentejo,"Unidade Local de Saúde Norte Alentejano, E.P.E.","39.3003425, -7.4263845",152.0,57.0,566.0,8.0,,,116.0,240.0,360.0,,,41.0,9.0,26.0,1575.0,2019,6
2019-06-01,Serviços Centrais,Inspeção-Geral das Atividades em Saúde,"41.1764649, -8.6649823",0.0,0.0,0.0,0.0,,,0.0,15.0,3.0,,,6.0,2.0,60.0,86.0,2019,6
2019-07-01,Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",121.0,35.0,216.0,16.0,,,31.0,183.0,83.0,,,68.0,8.0,13.0,774.0,2019,7
2019-07-01,Serviços Centrais,"Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.","38.7582532, -9.1502867",0.0,0.0,0.0,9.0,,,2.0,76.0,6.0,,,222.0,2.0,32.0,349.0,2019,7
2019-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",1043.0,637.0,2616.0,76.0,,,649.0,711.0,1833.0,,,126.0,27.0,53.0,7771.0,2019,7
2019-07-01,Norte,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",317.0,185.0,1011.0,29.0,,,180.0,221.0,619.0,,,42.0,18.0,10.0,2632.0,2019,7
2019-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",163.0,117.0,604.0,14.0,,,125.0,203.0,421.0,,,33.0,8.0,14.0,1702.0,2019,7
2019-07-01,Norte,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.","41.4387173, -8.3086907",264.0,178.0,674.0,16.0,,,103.0,131.0,320.0,,,39.0,7.0,16.0,1748.0,2019,7
2019-07-01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, E.P.E.","39.2410946, -8.6937515",176.0,111.0,590.0,13.0,,,115.0,132.0,432.0,,,25.0,4.0,18.0,1616.0,2019,7
2019-07-01,Serviços Centrais,"Instituto Nacional de Emergência Médica, I.P.","38.7313954, -9.1447467",10.0,0.0,170.0,0.0,,,0.0,81.0,6.0,,,60.0,10.0,973.0,1310.0,2019,7
2019-07-01,Serviços Centrais,"Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.","38.7643827, -9.1663422",7.0,0.0,4.0,91.0,,,104.0,93.0,62.0,,,125.0,3.0,65.0,554.0,2019,7
2019-07-01,Norte,"Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.","41.1785642, -8.6062881",293.0,96.0,729.0,63.0,,,184.0,209.0,505.0,,,64.0,13.0,22.0,2178.0,2019,7
2019-07-01,Serviços Centrais,Serviços Partilhados d,,,,,,,,,,,,,,,,,2019,7
