periodo,ars,aces,localizacao_geografica,utentes_inscritos_csp,total_utentes_com_mdf_atribuido,total_utentes_com_mdf_atribuido0,total_utentes_sem_mdf_atribuido,total_utentes_sem_mdf_atribuido0,total_utentes_sem_mdf_atribuido_por_opcao,total_utentes_sem_mdf_atribuido_por_opcao0,taxa_de_utilizacao_consultas_medicas_1_ano_todos_os_utentes,taxa_de_utilizacao_consultas_medicas_1_ano_nos_utentes_sem_mdf,ano,mes
2022-03-01,Norte,ACES Feira e Arouca,"40.9263169, -8.5478813",155233.0,153408.0,98.82,1812.0,1.17,13.0,0.01,76.3878,78.8493,2022,3
2022-03-01,Norte,ACES Matosinhos,"41.1918541, -8.6590693",176775.0,164494.0,93.05,12133.0,6.86,148.0,0.08,75.053,53.5979,2022,3
2022-03-01,Norte,ACES Nordeste,"41.8069684, -6.7587977",132299.0,121627.0,91.93,9713.0,7.34,959.0,0.72,75.9356,57.6811,2022,3
2022-03-01,Norte,ACES Póvoa do Varzim / Vila do Conde,"41.355519, -8.746653",154261.0,152900.0,99.12,1328.0,0.86,33.0,0.02,71.5002,32.1297,2022,3
2022-03-01,Norte,ACES Santo Tirso / Trofa,"41.3469246, -8.4822648",115609.0,114902.0,99.39,675.0,0.58,32.0,0.03,75.753,13.7656,2022,3
2022-04-01,Centro,ACES Baixo Vouga,"40.6405055, -8.6537539",400931.0,368167.0,91.83,30372.0,7.58,2392.0,0.6,71.4622,50.3754,2022,4
2022-04-01,Centro,ACES Cova da Beira,"40.2677741, -7.4995083",87616.0,82716.0,94.41,4775.0,5.45,125.0,0.14,74.1677,64.2653,2022,4
2022-04-01,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",131565.0,123631.0,93.97,7183.0,5.46,751.0,0.57,74.4826,53.756,2022,4
2022-04-01,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",177291.0,120395.0,67.91,56333.0,31.77,563.0,0.32,56.6571,42.9661,2022,4
2022-04-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",273444.0,225358.0,82.41,43317.0,15.84,4769.0,1.74,57.5376,33.5877,2022,4
2022-04-01,Lisboa e Vale do Tejo,ACES Médio Tejo,"39.478072, -8.5404429",225441.0,167753.0,74.41,57275.0,25.41,413.0,0.18,70.8749,63.658,2022,4
2022-04-01,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",124901.0,124572.0,99.74,270.0,0.22,59.0,0.05,78.3989,2.43161,2022,4
2022-04-01,Norte,ACES Aveiro Norte,"40.8472225, -8.4656674",119403.0,118391.0,99.15,975.0,0.82,37.0,0.03,75.6874,62.9447,2022,4
2022-04-01,Norte,ACES Braga,"41.5518714, -8.4126362",205300.0,200487.0,97.66,4813.0,2.34,0.0,0.0,74.7716,56.5172,2022,4
2022-04-01,Norte,ACES Espinho / Gaia,"41.0022421, -8.642018",184541.0,181055.0,98.11,3422.0,1.85,64.0,0.03,74.0616,50.2008,2022,4
2022-04-01,Norte,ACES Gaia,"41.1278433, -8.58",,,,,,,,,,2022,4
