tempo,periodoformat2,regiao,instituicao,localizacao_geografica,urgencias_geral,total_urgencias,ano,mes
2013-02-01,2013/02/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",15629,22606,2013,2
2013-02-01,2013/02/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",22127,29629,2013,2
2013-03-01,2013/03/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",13459,18846,2013,3
2013-03-01,2013/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",37667,66248,2013,3
2013-03-01,2013/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",39511,54114,2013,3
2013-03-01,2013/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",32059,40958,2013,3
2013-03-01,2013/03/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",23554,33705,2013,3
2013-03-01,2013/03/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",35910,50977,2013,3
2013-03-01,2013/03/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",28265,42982,2013,3
2013-03-01,2013/03/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",12731,19147,2013,3
2013-03-01,2013/03/01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",18019,19895,2013,3
2013-04-01,2013/04/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",42154,53603,2013,4
2013-04-01,2013/04/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",47292,66296,2013,4
2013-04-01,2013/04/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",37458,56710,2013,4
2013-04-01,2013/04/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",43108,53225,2013,4
2013-05-01,2013/05/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",44002,52822,2013,5
2013-05-01,2013/05/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",54069,72507,2013,5
2013-05-01,2013/05/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",21982,30471,2013,5
2013-05-01,2013/05/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",42446,62759,2013,5
2013-05-01,2013/05/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",74903,109901,2013,5
2013-05-01,2013/05/01,Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",42012,61226,2013,5
2013-05-01,2013/05/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",48598,53658,2013,5
2013-05-01,2013/05/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",59208,82559,2013,5
2013-05-01,2013/05/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",53768,66165,2013,5
2013-05-01,2013/05/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",48784,48784,2013,5
2013-06-01,2013/06/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",79232,107595,2013,6
2013-06-01,2013/06/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",59564,92472,2013,6
2013-06-01,2013/06/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",36533,54316,2013,6
2013-06-01,2013/06/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",40428,63805,2013,6
2013-06-01,2013/06/01,Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",49985,73303,2013,6
2013-06-01,2013/06/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",58549,64660,2013,6
2013-06-01,2013/06/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",38879,38879,2013,6
2013-06-01,2013/06/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",56904,85625,2013,6
2013-06-01,2013/06/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",58395,58395,2013,6
2013-07-01,2013/07/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",30393,42757,2013,7
2013-07-01,2013/07/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",60450,72481,2013,7
2013-07-01,2013/07/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",48765,55746,2013,7
2013-07-01,2013/07/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",90238,141665,2013,7
2013-07-01,2013/07/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",92912,125496,2013,7
2013-07-01,2013/07/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",106454,153910,2013,7
2013-07-01,2013/07/01,Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",59390,86434,2013,7
2013-07-01,2013/07/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",45825,45825,2013,7
2013-07-01,2013/07/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",75989,92850,2013,7
2013-08-01,2013/08/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",68855,82168,2013,8
2013-08-01,2013/08/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",55979,63722,2013,8
2013-08-01,2013/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",99960,170105,2013,8
2013-08-01,2013/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",73029,105103,2013,8
2013-08-01,2013/08/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",79576,121080,2013,8
2013-08-01,2013/08/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",130084,189666,2013,8
2013-08-01,2013/08/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",91604,120731,2013,8
2013-08-01,2013/08/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",104753,121261,2013,8
2013-08-01,2013/08/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",77726,114368,2013,8
2013-08-01,2013/08/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",87780,123940,2013,8
2013-08-01,2013/08/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",34427,48538,2013,8
2013-08-01,2013/08/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",80187,80187,2013,8
2013-09-01,2013/09/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",69442,69442,2013,9
2013-09-01,2013/09/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",62591,71099,2013,9
2013-09-01,2013/09/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",60052,98887,2013,9
2013-09-01,2013/09/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",112088,160744,2013,9
2013-09-01,2013/09/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",118401,158832,2013,9
2013-09-01,2013/09/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",63369,113015,2013,9
2013-09-01,2013/09/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",89252,135608,2013,9
2013-09-01,2013/09/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",70855,98131,2013,9
2013-09-01,2013/09/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",99457,120532,2013,9
2013-10-01,2013/10/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",76168,76168,2013,10
2013-10-01,2013/10/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",50771,66952,2013,10
2013-10-01,2013/10/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",61951,90536,2013,10
2013-10-01,2013/10/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",65229,65229,2013,10
2013-10-01,2013/10/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",120244,162909,2013,10
2013-10-01,2013/10/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",42704,59651,2013,10
2013-11-01,2013/11/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",92749,110603,2013,11
2013-11-01,2013/11/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",75724,86090,2013,11
2013-11-01,2013/11/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",55260,72869,2013,11
2013-11-01,2013/11/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",115371,157418,2013,11
2013-11-01,2013/11/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",183020,263686,2013,11
2013-11-01,2013/11/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",64439,79159,2013,11
2013-11-01,2013/11/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",71548,71548,2013,11
2013-11-01,2013/11/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",119481,144930,2013,11
2013-12-01,2013/12/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",70222,86279,2013,12
2013-12-01,2013/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",79977,133171,2013,12
2013-12-01,2013/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",155666,210552,2013,12
2013-12-01,2013/12/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",74665,110232,2013,12
2013-12-01,2013/12/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",87524,147726,2013,12
2013-12-01,2013/12/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",118895,131471,2013,12
2013-12-01,2013/12/01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",73908,81844,2013,12
2014-01-01,2014/01/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",9329,11081,2014,1
2014-01-01,2014/01/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",8754,8754,2014,1
2014-01-01,2014/01/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",11973,20569,2014,1
2014-01-01,2014/01/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",9195,14290,2014,1
2014-01-01,2014/01/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",7005,12273,2014,1
2014-01-01,2014/01/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",10587,13694,2014,1
2014-01-01,2014/01/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",6917,10665,2014,1
2014-01-01,2014/01/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",7297,12920,2014,1
2014-01-01,2014/01/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",11652,15633,2014,1
2014-01-01,2014/01/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",11142,11142,2014,1
2014-02-01,2014/02/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",16411,16411,2014,2
2014-02-01,2014/02/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",14335,16414,2014,2
2014-02-01,2014/02/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",30890,46398,2014,2
2014-02-01,2014/02/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",11375,14211,2014,2
2014-02-01,2014/02/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",7976,10784,2014,2
2014-02-01,2014/02/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",12803,19707,2014,2
2014-02-01,2014/02/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",30686,45217,2014,2
2014-02-01,2014/02/01,Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",17215,25154,2014,2
2014-02-01,2014/02/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",22056,29613,2014,2
2014-02-01,2014/02/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",18760,28466,2014,2
2014-02-01,2014/02/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",21914,27112,2014,2
2014-03-01,2014/03/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",28222,41022,2014,3
2014-03-01,2014/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",25006,37681,2014,3
2014-03-01,2014/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",28930,45589,2014,3
2014-03-01,2014/03/01,Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",25654,37276,2014,3
2014-03-01,2014/03/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",28753,32083,2014,3
2014-03-01,2014/03/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",36976,50584,2014,3
2014-03-01,2014/03/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",31970,47034,2014,3
2014-03-01,2014/03/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",30580,30580,2014,3
2014-04-01,2014/04/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",34944,41585,2014,4
2014-04-01,2014/04/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",45574,65154,2014,4
2014-04-01,2014/04/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",23232,28665,2014,4
2014-04-01,2014/04/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",33158,49410,2014,4
2014-04-01,2014/04/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",26495,45377,2014,4
2014-04-01,2014/04/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",31523,45199,2014,4
2014-04-01,2014/04/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",38766,43191,2014,4
2014-04-01,2014/04/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",44137,58810,2014,4
2014-04-01,2014/04/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",48798,66296,2014,4
2014-04-01,2014/04/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",51328,60239,2014,4
2014-05-01,2014/05/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",57143,81692,2014,5
2014-05-01,2014/05/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",20127,26783,2014,5
2014-05-01,2014/05/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",48441,61957,2014,5
2014-05-01,2014/05/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",32590,49673,2014,5
2014-05-01,2014/05/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",33568,53630,2014,5
2014-05-01,2014/05/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",64278,75286,2014,5
2014-05-01,2014/05/01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",31754,35140,2014,5
2014-06-01,2014/06/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",52343,62224,2014,6
2014-06-01,2014/06/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",63107,88819,2014,6
2014-06-01,2014/06/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",34425,42654,2014,6
2014-06-01,2014/06/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",62567,98469,2014,6
2014-06-01,2014/06/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",38291,38291,2014,6
2014-06-01,2014/06/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",58901,58901,2014,6
2014-07-01,2014/07/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",33243,44332,2014,7
2014-07-01,2014/07/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",112117,163747,2014,7
2014-07-01,2014/07/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",28206,37009,2014,7
2014-07-01,2014/07/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",60832,89931,2014,7
2014-07-01,2014/07/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",45895,69133,2014,7
2014-07-01,2014/07/01,Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",59911,85768,2014,7
2014-07-01,2014/07/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",70267,78346,2014,7
2014-07-01,2014/07/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",90438,105051,2014,7
2014-07-01,2014/07/01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",45033,49796,2014,7
2014-08-01,2014/08/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",64838,64838,2014,8
2014-08-01,2014/08/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",33810,47211,2014,8
2014-08-01,2014/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",53789,89995,2014,8
2014-08-01,2014/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",78635,118477,2014,8
2014-08-01,2014/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",77158,96806,2014,8
2014-08-01,2014/08/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",58568,97813,2014,8
2014-08-01,2014/08/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",62076,88015,2014,8
2014-08-01,2014/08/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",50736,50736,2014,8
2014-08-01,2014/08/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",79284,115758,2014,8
2014-09-01,2014/09/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",77613,91513,2014,9
2014-09-01,2014/09/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",38093,52833,2014,9
2014-09-01,2014/09/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",60918,94036,2014,9
2014-09-01,2014/09/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",66128,109649,2014,9
2014-09-01,2014/09/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",91338,102240,2014,9
2014-09-01,2014/09/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",101415,121950,2014,9
2014-10-01,2014/10/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",44072,60950,2014,10
2014-10-01,2014/10/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",156061,230271,2014,10
2014-10-01,2014/10/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",42399,58843,2014,10
2014-10-01,2014/10/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",61482,75161,2014,10
2014-10-01,2014/10/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",87234,127520,2014,10
2014-10-01,2014/10/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",98494,147881,2014,10
2014-10-01,2014/10/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",66544,99781,2014,10
2014-10-01,2014/10/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",130792,151207,2014,10
2014-10-01,2014/10/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",111116,159389,2014,10
2014-11-01,2014/11/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",118247,165435,2014,11
2014-11-01,2014/11/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",46249,64480,2014,11
2014-11-01,2014/11/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",44329,57719,2014,11
2014-11-01,2014/11/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",80031,144609,2014,11
2014-11-01,2014/11/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",115156,179164,2014,11
2014-11-01,2014/11/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",136318,184073,2014,11
2014-11-01,2014/11/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",109178,160739,2014,11
2014-11-01,2014/11/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",104713,104713,2014,11
2014-12-01,2014/12/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",75259,91705,2014,12
2014-12-01,2014/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",117255,178302,2014,12
2014-12-01,2014/12/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",81268,127522,2014,12
2014-12-01,2014/12/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",88984,148864,2014,12
2014-12-01,2014/12/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",75851,75851,2014,12
2014-12-01,2014/12/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",156093,180982,2014,12
2014-12-01,2014/12/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",132730,192022,2014,12
2014-12-01,2014/12/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",48824,67773,2014,12
2015-01-01,2015/01/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",8710,8710,2015,1
2015-01-01,2015/01/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",13751,19575,2015,1
2015-01-01,2015/01/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",8566,10383,2015,1
2015-01-01,2015/01/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",10442,13794,2015,1
2015-01-01,2015/01/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",10844,17934,2015,1
2015-01-01,2015/01/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",11702,15730,2015,1
2015-01-01,2015/01/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",9709,14983,2015,1
2015-01-01,2015/01/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",11494,17313,2015,1
2015-02-01,2015/02/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",42579,58969,2015,2
2015-02-01,2015/02/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",20411,28319,2015,2
2015-02-01,2015/02/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",15925,19235,2015,2
2015-02-01,2015/02/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",16590,25110,2015,2
2015-02-01,2015/02/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",18051,27339,2015,2
2015-03-01,2015/03/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",21696,24957,2015,3
2015-03-01,2015/03/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",48328,71857,2015,3
2015-03-01,2015/03/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",12774,16862,2015,3
