periodo,regiao,entidade,localizacao_geografica,divida_total_fornecedores_externos,divida_vencida_fornecedores_externos,pagamentos_em_atraso,ano,mes
2017-02-01,Centro,"Unidade Local de Saúde da Guarda, E. P. E.","40.5309916, -7.2734793",27500008.56,20408424.17,15765987.889999997,2017,2
2017-02-01,Norte,"Unidade Local de Saúde do Nordeste, E. P. E.","41.8056532, -6.7888197",21843808.96,15871026.690000003,11299849.250000004,2017,2
2017-03-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, E. P. E.","38.7396768, -9.1634516",47025084.870000005,35870571.78,21366781.880000003,2017,3
2017-03-01,Alentejo,Administração Regional de Saúde do Alentejo,"38.5658579, -7.9136262",7803224.85,10836.09,3450.17,2017,3
2017-03-01,Algarve,Administração Regional de Saúde do Algarve,"37.0272677, -7.9490091",8696923.91,387708.02,0.0,2017,3
2017-03-01,Centro,"Centro Hospitalar e Universitário de Coimbra, E. P. E.","40.2191523, -8.4098211",146952069.85,125171675.89,83256150.87,2017,3
2017-03-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, E. P. E.","38.7500861, -9.1616116",261339036.22000003,196243303.55,147179853.3,2017,3
2017-03-01,Centro,"Centro Hospitalar Tondela-Viseu, E. P. E.","40.516364, -8.0827433",15712213.9,33647.82000000001,-83658.51999999999,2017,3
2017-03-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, E. P. E.","41.3031784, -7.7515252",40822778.83,32478221.15,21592772.82,2017,3
2017-03-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, E. P. E.","41.1094138, -8.5972617",63290110.36999999,47380726.169999994,27699260.839999996,2017,3
2017-03-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",104578.54,18988.8,0.0,2017,3
2017-03-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, E. P. E.","39.2410946, -8.6937515",44423400.51,42792603.64,35306117.01,2017,3
2017-03-01,Centro,Hospital José Luciano de Castro - Anadia,"40.442326, -8.441689",0.0,0.0,0.0,2017,3
2017-03-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",209103.0,34390.0,32404.0,2017,3
2017-03-01,Centro,"Unidade Local de Saúde da Guarda, E. P. E.","40.5309916, -7.2734793",30130768.8,22329551.55,17267847.380000003,2017,3
2017-04-01,Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,"38.7490049, -9.1417844",97878420.11,2540723.6500000004,3646.540000000503,2017,4
2017-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Barreiro - Montijo, E. P. E.","38.6554005, -9.0592392",19160339.92,12213808.88,5801111.830000001,2017,4
2017-04-01,Norte,"Hospital de Magalhães Lemos, E. P. E.","41.1764649, -8.6649823",231436.31,47855.59,-5430.080000000002,2017,4
2017-04-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, E. P. E. - Almada","38.6658713, -9.1822554",32864245.68,17949791.349999998,2512983.329999998,2017,4
2017-04-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",245759.0,25504.0,21505.0,2017,4
2017-04-01,Norte,"Unidade Local de Saúde do Alto Minho, E. P. E.","41.7056054, -8.8252713",28191657.92,12725871.69,1915645.1999999993,2017,4
2017-04-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E. P. E.","38.014123, -7.8721227",27040712.540000003,20828351.840000004,15355836.520000003,2017,4
2017-05-01,Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,"38.7490049, -9.1417844",91853125.75,7540379.3,45344.71999999974,2017,5
2017-05-01,Norte,"Centro Hospitalar Médio Ave, E. P. E.","41.3423984, -8.4802503",9462084.17,8374380.93,5322232.9399999995,2017,5
2017-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",1114705.0,616095.0,359141.0,2017,5
2017-05-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, E. P. E.","41.1094138, -8.5972617",62044844.06,52165496.9,32432895.1,2017,5
2017-05-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",49659.14,8135.12,0.0,2017,5
2017-05-01,Norte,"Hospital de Magalhães Lemos, E. P. E.","41.1764649, -8.6649823",1412301.85,1034717.16,-5430.0800000000745,2017,5
2017-05-01,Serviços Centrais,Instituto Nacional Saúde Dr. Ricardo Jorge - Lisboa,"38.7643827, -9.1663422",696584.77,506138.52,0.0,2017,5
2017-06-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, E. P. E.","38.7396768, -9.1634516",46777742.32000001,39015538.03000001,24093876.95000001,2017,6
2017-06-01,Centro,"Centro Hospitalar de Leiria, E. P. E.","39.7414812, -8.7982706",5224326.359999999,1300810.38,-35493.60000000009,2017,6
2017-06-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E","37.0238973, -7.9281554",22900045.0,9579916.0,548504.0,2017,6
2017-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, E. P. E.","39.478072, -8.5404429",30106907.14,24578867.46,18862657.53,2017,6
2017-06-01,Centro,"Centro Hospitalar Tondela-Viseu, E. P. E.","40.516364, -8.0827433",19449177.55,3194144.8,-57811.64000000013,2017,6
2017-06-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, E. P. E.","41.1094138, -8.5972617",69005708.55000001,57308434.900000006,36771626.21000001,2017,6
2017-06-01,Centro,"Hospital Distrital Figueira da Foz, E. P. E.","40.117897, -8.8586755",4402597.529999999,2805298.65,1303072.41,2017,6
2017-06-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",501523.79,344534.19,0.0,2017,6
2017-06-01,Norte,"Instituto Português de Oncologia do Porto, E. P. E.","41.1785642, -8.6062881",20328227.89,6937178.21,-43133.5700000003,2017,6
2017-06-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E. P. E.","38.0162314, -8.6956768",5117914.74,1240136.86,519094.8700000001,2017,6
2017-07-01,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P","38.759209, -9.148981",10835.96,10835.96,0.0,2017,7
2017-07-01,Alentejo,Administração Regional de Saúde do Alentejo,"38.5658579, -7.9136262",7626903.4,514263.87,-281.35999999998603,2017,7
2017-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Central, E. P. E.","38.7166948, -9.1371248",120010527.65999998,100071329.54999998,72584478.01999998,2017,7
2017-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, E. P. E.","38.708454, -9.216985",106918115.24,82317898.94000001,60408530.22000001,2017,7
2017-07-01,Norte,"Centro Hospitalar Universitário de São João, E. P. E.","41.1831056, -8.6010558",45844916.36,13086756.03,0.0,2017,7
2017-07-01,Norte,"Centro Hospitalar Universitário do Porto, E. P. E.","41.1472498, -8.6172617",117681435.17,76537225.34,39063575.53,2017,7
2017-07-01,Norte,"Centro Hospitalar do Tâmega e Sousa, E. P. E.","41.2494561, -8.264901",15954482.86,11179376.74,4950982.91,2017,7
2017-07-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",583451.11,431735.37,69314.04999999999,2017,7
2017-07-01,Centro,Hospital José Luciano de Castro - Anadia,"40.442326, -8.441689",0.0,0.0,0.0,2017,7
2017-07-01,Norte,"Unidade Local de Saúde de Matosinhos, E. P. E.","41.1794456, -8.6745115",54543782.23,45359183.76,32093283.11,2017,7
2017-08-01,Centro,Administração Regional de Saúde do Centro,"40.2038123, -8.4216163",60354707.0,24150182.840000004,3164754.0600000024,2017,8
2017-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Central, E. P. E.","38.7166948, -9.1371248",133266263.75,106111918.12999998,81109986.86999997,2017,8
2017-08-01,Norte,"Centro Hospitalar Universitário de São João, E. P. E.","41.1831056, -8.6010558",45672084.68,17389510.11,4222149.959999999,2017,8
2017-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, E. P. E.","38.5283754, -8.8818638",80751524.58,73155539.25,60894621.86,2017,8
2017-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, E. P. E.","38.7500861, -9.1616116",296927852.39,223136298.94,178332795.71,2017,8
2017-08-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, E. P. E.","41.1094138, -8.5972617",70739202.27,57818985.059999995,39748490.91,2017,8
2017-08-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, E. P. E.","39.2410946, -8.6937515",48617100.13,47031294.57,40131075.44,2017,8
2017-08-01,Alentejo,"Hospital Espírito Santo de Évora, E. P. E.","38.5684861, -7.9032848",20879782.779999997,15243649.709999995,8843393.779999997,2017,8
2017-08-01,Norte,"Instituto Português de Oncologia do Porto, E. P. E.","41.1785642, -8.6062881",24162762.49,12226544.62,2036840.2199999988,2017,8
2017-08-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E. P. E.","39.3003425, -7.4263845",7388049.869999999,4394737.97,1019226.2199999996,2017,8
2017-09-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, E. P. E.","38.7396768, -9.1634516",48669061.18,37977176.85,23497655.06,2017,9
2017-09-01,Alentejo,Administração Regional de Saúde do Alentejo,"38.5658579, -7.9136262",6881043.67,691132.97,35615.73999999999,2017,9
2017-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, E. P. E.","38.5283754, -8.8818638",83230214.85,75185645.59,63533396.79000001,2017,9
2017-09-01,Norte,"Centro Hospitalar Universitário do Porto, E. P. E.","41.1472498, -8.6172617",127832565.68,89912714.43,46165268.870000005,2017,9
2017-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, E. P. E.","39.478072, -8.5404429",35173074.96,28775465.57,23505753.97,2017,9
2017-09-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, E. P. E.","41.3031784, -7.7515252",43157093.34,33170336.969999995,22914124.709999993,2017,9
2017-09-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, E. P. E.","39.2410946, -8.6937515",50180924.16,49530272.47,41916841.36,2017,9
2017-09-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, E. P. E. - Almada","38.6658713, -9.1822554",38113704.66,23539894.17,8493270.309999999,2017,9
2017-09-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, E. P. E.","38.7422257, -9.2264834",56378147.34,42282322.79,29833547.82,2017,9
2017-09-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",120135.0,27183.0,12383.0,2017,9
2017-10-01,Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,"38.7490049, -9.1417844",79380990.47,7141826.99,-147398.41000000015,2017,10
2017-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, E. P. E.","38.708454, -9.216985",116331148.04,94131278.96,71953605.48,2017,10
2017-10-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E","37.0238973, -7.9281554",27974600.0,14097090.0,3624565.0,2017,10
2017-10-01,Norte,"Centro Hospitalar Universitário do Porto, E. P. E.","41.1472498, -8.6172617",131859839.8,92366938.1,53568707.279999994,2017,10
2017-10-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, E. P. E.","40.9293884, -8.5458794",9533447.44,4657809.77,1031648.2699999996,2017,10
2017-10-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, E. P. E.","38.7422257, -9.2264834",60124294.84,46777149.629999995,32271718.539999995,2017,10
2017-10-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",187719.0,121838.0,14028.0,2017,10
2017-10-01,Serviços Centrais,"Instituto Português Do Sangue e Da Transplantação, IP","38.7567758, -9.1505021",2874464.07,785094.7999999999,246715.71999999997,2017,10
2017-10-01,Norte,"Unidade Local de Saúde de Matosinhos, E. P. E.","41.1794456, -8.6745115",59367820.32,50686352.33,38005995.17,2017,10
2017-10-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E. P. E.","38.0162314, -8.6956768",2941146.71,196413.58,59458.879999999976,2017,10
2017-11-01,Norte,Administração Regional de Saúde do Norte,"41.1576321, -8.6066408",100476834.08,4025815.62,1024973.2600000002,2017,11
2017-11-01,Centro,"Centro Hospitalar Universitário Cova da Beira, E. P. E.","40.2804158, -7.4922407",26283759.0,22455994.0,18115562.0,2017,11
2017-11-01,Norte,"Centro Hospitalar Universitário de São João, E. P. E.","41.1831056, -8.6010558",61177662.52,24748614.77,10265283.09,2017,11
2017-11-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, E. P. E.","38.7500861, -9.1616116",320677824.08000004,250339180.21,199390880.13,2017,11
2017-11-01,Norte,"Hospital de Magalhães Lemos, E. P. E.","41.1764649, -8.6649823",405502.36,117606.85,-1896.4200000000128,2017,11
2017-11-01,Centro,"Hospital Distrital Figueira da Foz, E. P. E.","40.117897, -8.8586755",5719237.279999999,3980819.81,2670863.4299999997,2017,11
2017-11-01,Centro,Hospital José Luciano de Castro - Anadia,"40.442326, -8.441689",0.0,0.0,0.0,2017,11
2017-11-01,Norte,"Unidade Local de Saúde do Alto Minho, E. P. E.","41.7056054, -8.8252713",38202636.94,25839781.549999997,12744057.349999998,2017,11
2017-11-01,Norte,"Unidade Local de Saúde do Nordeste, E. P. E.","41.8056532, -6.7888197",27863656.059999995,21517863.299999997,15641294.619999995,2017,11
2017-11-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E. P. E.","39.3003425, -7.4263845",10056261.19,5841143.3,1951038.84,2017,11
2017-12-01,Centro,"Centro Hospitalar Universitário Cova da Beira, E. P. E.","40.2804158, -7.4922407",19147802.0,16127151.0,12208810.0,2017,12
2017-12-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E","37.0238973, -7.9281554",23769100.0,13687167.0,2090011.0,2017,12
2017-12-01,Norte,"Centro Hospitalar Universitário do Porto, E. P. E.","41.1472498, -8.6172617",134661296.66,85930099.53999999,50522610.54999999,2017,12
2017-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, E. P. E.","38.7500861, -9.1616116",258927658.71,177174637.23,130648932.45,2017,12
2017-12-01,Norte,"Centro Hospitalar Póvoa Varzim / Vila do Conde, E. P. E.","41.3828711, -8.7589945",8100722.880000001,5971508.220000001,4579620.780000001,2017,12
2017-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",111121.0,59202.0,23639.0,2017,12
2017-12-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",2539.49,0.0,0.0,2017,12
2017-12-01,Norte,"Hospital de Magalhães Lemos, E. P. E.","41.1764649, -8.6649823",653277.1,261124.98,-1280.6500000000233,2017,12
2017-12-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, E. P. E. - Almada","38.6658713, -9.1822554",43065427.69,24881612.179999996,8952061.329999996,2017,12
2017-12-01,Centro,Hospital José Luciano de Castro - Anadia,"40.442326, -8.441689",0.0,0.0,0.0,2017,12
2017-12-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",43113.0,30428.0,16487.0,2017,12
2017-12-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E. P. E.","38.0162314, -8.6956768",2582520.0,-24343.0,-24343.0,2017,12
2018-01-01,Alentejo,Administração Regional de Saúde do Alentejo,"38.5658579, -7.9136262",8380455.31,644460.2899999999,62407.56999999995,2018,1
2018-01-01,Centro,"Centro Hospitalar Universitário Cova da Beira, E. P. E.","40.2804158, -7.4922407",20957993.0,16791864.0,13465367.0,2018,1
2018-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, E. P. E.","38.5283754, -8.8818638",66291263.0,59169976.26,47051646.51,2018,1
2018-01-01,Centro,"Centro Hospitalar e Universitário de Coimbra, E. P. E.","40.2191523, -8.4098211",182591801.13000005,164482132.10000002,113895189.57000002,2018,1
2018-01-01,Norte,"Hospital de Magalhães Lemos, E. P. E.","41.1764649, -8.6649823",373413.62,237764.26,-809.3299999999872,2018,1
2018-01-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, E. P. E.","39.2410946, -8.6937515",39525772.43000001,33023236.120000005,26068110.42000001,2018,1
2018-01-01,Alentejo,"Hospital Espírito Santo de Évora, E. P. E.","38.5684861, -7.9032848",20419260.3,15698974.31,7591747.260000001,2018,1
2018-01-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, E. P. E. - Almada","38.6658713, -9.1822554",42377484.8,28907709.070000004,14603051.460000005,2018,1
2018-01-01,Serviços Centrais,"Instituto Português Do Sangue e Da Transplantação, IP","38.7567758, -9.1505021",6531519.62,1939847.17,541816.6100000001,2018,1
2018-01-01,Centro,"Instituto Português de Oncologia de Coimbra, E. P. E.","40.2162514, -8.4103814",4498888.18,0.0,0.0,2018,1
2018-02-01,Serviços Centrais,"Administração Central do Sistema de Saúde, I.P","38.759209, -9.148981",58621.98,58621.98,0.0,2018,2
2018-02-01,Centro,"Centro Hospitalar Universitário Cova da Beira, E. P. E.","40.2804158, -7.4922407",22796956.0,18240858.0,14370277.0,2018,2
2018-02-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E","37.0238973, -7.9281554",27980509.0,25298747.0,8648138.0,2018,2
2018-02-01,Centro,"Centro Hospitalar e Universitário de Coimbra, E. P. E.","40.2191523, -8.4098211",198973245.79,185193768.46,134915361.18,2018,2
2018-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",269057.69,8891.68,6948.320000000001,2018,2
2018-02-01,Centro,"Hospital Distrital Figueira da Foz, E. P. E.","40.117897, -8.8586755",5692498.43,4235311.89,2658693.399999999,2018,2
2018-02-01,Centro,Hospital José Luciano de Castro - Anadia,"40.442326, -8.441689",0.0,0.0,0.0,2018,2
2018-02-01,Norte,"Instituto Português de Oncologia do Porto, E. P. E.","41.1785642, -8.6062881",28520109.08,17043693.08,11155169.04,2018,2
2018-02-01,Norte,"Unidade Local de Saúde de Matosinhos, E. P. E.","41.1794456, -8.6745115",53801521.57,45582471.37,32501747.459999997,2018,2
2018-02-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E. P. E.","38.014123, -7.8721227",26178748.909999996,20933401.19,15197808.939999998,2018,2
2018-02-01,Norte,"Unidade Local de Saúde do Nordeste, E. P. E.","41.8056532, -6.7888197",22117583.86,17936641.39,13496005.64,2018,2
2018-02-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E. P. E.","38.0162314, -8.6956768",4425855.0,933339.0,73044.0,2018,2
2018-03-01,Centro,"Centro Hospitalar de Leiria, E. P. E.","39.7414812, -8.7982706",7615639.4,1764097.9300000002,55655.560000000056,2018,3
2018-03-01,Norte,"Centro Hospitalar Póvoa Varzim / Vila do Conde, E. P. E.","41.3828711, -8.7589945",5684988.13,4229144.68,2387684.24,2018,3
2018-03-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",216031.3,36997.560000000005,43099.560000000005,2018,3
2018-03-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, E. P. E.","41.1094138, -8.5972617",54614087.2,46688392.11000001,27260179.970000006,2018,3
2018-03-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",133891.89,38902.66,0.0,2018,3
2018-03-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, E. P. E.","39.2410946, -8.6937515",29051559.33,23905589.13,15754536.34,2018,3
2018-03-01,Alentejo,"Hospital Espírito Santo de Évora, E. P. E.","38.5684861, -7.9032848",17948644.77,10920990.04,2805950.7799999993,2018,3
2018-03-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, E. P. E. - Almada","38.6658713, -9.1822554",38779312.56,25241391.17,7809259.470000003,2018,3
2018-03-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E. P. E.","38.0162314, -8.6956768",4494771.0,893544.0,-3365.0,2018,3
2018-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Central, E. P. E.","38.7166948, -9.1371248",140893897.25,105206934.75,60764212.96,2018,4
2018-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, E. P. E.","38.5283754, -8.8818638",56301781.96,48600606.0,37190447.24,2018,4
2018-04-01,Norte,"Centro Hospitalar Universitário do Porto, E. P. E.","41.1472498, -8.6172617",122472661.59,72983056.22,32412678.82,2018,4
2018-04-01,Centro,"Centro Hospitalar Tondela-Viseu, E. P. E.","40.516364, -8.0827433",24734993.609999996,22506445.199999996,12687624.059999997,2018,4
2018-04-01,Centro,Hospital Rovisco Pais,"40.297919, -8.7707806",624053.0,160704.0,-10597.0,2018,4
2018-04-01,Norte,"Hospital de Magalhães Lemos, E. P. E.","41.1764649, -8.6649823",333115.07,-2568.66,0.0,2018,4
2018-04-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",155815.0,35631.0,9903.0,2018,4
2018-04-01,Norte,"Instituto Português de Oncologia do Porto, E. P. E.","41.1785642, -8.6062881",19340584.98,9190811.26,2524191.5599999996,2018,4
2018-04-01,Centro,"Unidade Local de Saúde de Castelo Branco, E. P. E.","39.8212263, -7.4981271",3406566.75,421679.92,0.0,2018,4
2018-05-01,Norte,"Centro Hospitalar Universitário de São João, E. P. E.","41.1831056, -8.6010558",30731552.11,2273106.6799999997,599787.4499999997,2018,5
2018-05-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E","37.0238973, -7.9281554",18952049.0,5374880.0,-1243802.0,2018,5
2018-05-01,Centro,"Centro Hospitalar do Baixo Vouga, E. P. E.","40.6362453, -8.6543716",39920909.879999995,31092083.02,22927129.25,2018,5
2018-05-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, E. P. E.","40.9293884, -8.5458794",16139315.739999998,10870468.55,4082268.869999999,2018,5
2018-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, E. P. E.","38.7500861, -9.1616116",240675718.0,167660649.18,118866444.32,2018,5
2018-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, E. P. E.","39.478072, -8.5404429",32259060.61,26448984.04,19014205.96,2018,5
2018-05-01,Centro,Hospital Rovisco Pais,"40.297919, -8.7707806",740343.0,-13361.0,-10713.0,2018,5
2018-05-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",457797.09,290742.24,0.0,2018,5
2018-05-01,Alentejo,"Hospital Espírito Santo de Évora, E. P. E.","38.5684861, -7.9032848",19181769.549999997,13244603.7,6066327.9399999995,2018,5
2018-05-01,Norte,"Hospital Distrital S.Maria Maior, E. P. E. - Barcelos","41.5324234, -8.6171561",3830218.07,2432345.48,949113.94,2018,5
2018-05-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",325582.0,31033.0,16357.0,2018,5
2018-05-01,Centro,"Instituto Português de Oncologia de Coimbra, E. P. E.","40.2162514, -8.4103814",3701751.99,0.0,0.0,2018,5
2018-05-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E. P. E.","39.3003425, -7.4263845",7572261.949999999,4220835.43,1296560.9599999995,2018,5
2018-05-01,Centro,"Unidade Local de Saúde de Castelo Branco, E. P. E.","39.8212263, -7.4981271",4170118.3,650956.6,0.0,2018,5
2018-06-01,Algarve,Administração Regional de Saúde do Algarve,"37.0272677, -7.9490091",10735157.63,53999.90000000001,36461.22000000001,2018,6
2018-06-01,Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,"38.7490049, -9.1417844",89759600.47,2100237.4000000004,31699.150000000373,2018,6
2018-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, E. P. E.","38.7500861, -9.1616116",252731327.01,177438410.51,128484280.21,2018,6
2018-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, E. P. E.","39.478072, -8.5404429",34689423.19,28415648.5,20530432.35,2018,6
2018-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",116756.0,86483.0,79358.0,2018,6
2018-06-01,Centro,"Centro Hospitalar Tondela-Viseu, E. P. E.","40.516364, -8.0827433",23388902.720000003,18995207.99,8512947.690000001,2018,6
2018-06-01,Centro,Hospital Rovisco Pais,"40.297919, -8.7707806",693325.71,0.0,0.0,2018,6
2018-06-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",448864.0,37758.0,6211.0,2018,6
2018-06-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E. P. E.","38.0162314, -8.6956768",5254050.0,1524416.0,164493.0,2018,6
2018-07-01,Algarve,Administração Regional de Saúde do Algarve,"37.0272677, -7.9490091",10777207.4,34624.090000000004,-6882.059999999998,2018,7
2018-07-01,Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,"38.7490049, -9.1417844",86566681.80999999,749273.49,51378.45999999996,2018,7
2018-07-01,Norte,Administração Regional de Saúde do Norte,"41.1576321, -8.6066408",95138248.19,3789516.55,804802.27,2018,7
2018-07-01,Centro,"Centro Hospitalar Universitário Cova da Beira, E. P. E.","40.2804158, -7.4922407",20106593.0,14688690.0,9943421.0,2018,7
2018-07-01,Norte,"Centro Hospitalar Médio Ave, E. P. E.","41.3423984, -8.4802503",12890765.96,12234735.78,9352868.57,2018,7
2018-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, E. P. E.","39.4054629, -9.1258493",6744426.0,4729948.0,2079661.0,2018,7
2018-07-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, E. P. E.","40.9293884, -8.5458794",15594820.45,9734881.84,3171099.5700000003,2018,7
2018-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",252099.0,140586.0,76249.0,2018,7
2018-07-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, E. P. E.","41.3031784, -7.7515252",40379409.93,30431323.94,21575827.92,2018,7
2018-07-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, E. P. E.","38.7422257, -9.2264834",55427048.28,41632646.36,27824955.94,2018,7
2018-07-01,Norte,"Instituto Português de Oncologia do Porto, E. P. E.","41.1785642, -8.6062881",18418164.7,7373295.69,2687008.909999999,2018,7
2018-07-01,Norte,"Unidade Local de Saúde do Nordeste, E. P. E.","41.8056532, -6.7888197",19869673.040000003,14865001.200000005,9577224.460000005,2018,7
2018-08-01,Alentejo,Administração Regional de Saúde do Alentejo,"38.5658579, -7.9136262",7664250.819999999,568085.0499999999,59042.31999999995,2018,8
2018-08-01,Norte,"Hospital da Senhora da Oliveira Guimarães, E. P. E.","41.4387173, -8.3086907",19611122.19,18297604.47,10030730.599999998,2018,8
2018-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, E. P. E.","38.5283754, -8.8818638",61718277.5,53744805.33999999,40658237.64999999,2018,8
