tempo,regiao,entidade,localizacao_geografica,modalidade_de_vinculacao,no_trabalhadores,ano,mes
2020-06-01,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",CT em Funções Públicas a Termo Resolutivo Certo,0.0,2020,6
2020-06-01,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",Cargo Político / Mandato,3.0,2020,6
2020-06-01,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",Nomeação Transitória p/ Tempo determinado,0.0,2020,6
2020-06-01,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",CTR incerto no âmbito do Código Trabalho,34.0,2020,6
2020-06-01,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",CT em Funções Públicas p/ Tempo Indeterminado,1015.0,2020,6
2020-06-01,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",Comissão de Serviço no âmbito do Código Trabalho,3.0,2020,6
2020-06-01,Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",Nomeação Transitória p/ Tempo determinável,0.0,2020,6
2020-06-01,Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",Comissão de Serviço no âmbito do Código Trabalho,0.0,2020,6
2020-06-01,Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",CT p/ tempo Indeterminado no âmbito Cód. Trabalho,1.0,2020,6
2020-06-01,Alentejo,"Administração Regional de Saúde do Alentejo, I.P.","38.565715, -7.91162",CTR incerto no âmbito do Código Trabalho,0.0,2020,6
2020-06-01,Alentejo,"Hospital Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",Cargo Político / Mandato,3.0,2020,6
2020-06-01,Alentejo,"Hospital Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",CT em Funções Públicas a Termo Resolutivo Certo,0.0,2020,6
2020-06-01,Alentejo,"Hospital Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",Comissão de Serviço no âmbito do LTFP,8.0,2020,6
2020-06-01,Alentejo,"Hospital Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",CTR incerto no âmbito do Código Trabalho,46.0,2020,6
2020-06-01,Alentejo,"Hospital Espírito Santo de Évora, E.P.E.","38.5684861, -7.9032848",P. Serviços (Avenças),0.0,2020,6
2020-06-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",CT p/ tempo Indeterminado no âmbito Cód. Trabalho,880.0,2020,6
2020-06-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",CTR certo no âmbito do Código Trabalho,29.0,2020,6
2020-06-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",CT em Funções Públicas a Termo Resolutivo Certo,1.0,2020,6
2020-06-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",CT em Funções Públicas a Termo Resolutivo Incerto,48.0,2020,6
