regiao,instituicao,ano,mes,ebitda,gastos_operacionais,rendimentos_operacionais,resultado_liquido,resultados_operacionais,urgencias_geral,total_urgencias,doentes_saidos,dias_de_internamento,no_intervencoes_cirurgicas_programadas,no_intervencoes_cirurgicas_convencionais,no_intervencoes_cirurgicas_de_ambulatorio,no_intervencoes_cirurgicas_urgentes,no_de_consultas_medicas_total,no_de_primeiras_consultas,no_de_consultas_subsequentes,divida_total_fornecedores_externos,divida_vencida_fornecedores_externos,pagamentos_em_atraso,medicos_s_internos,medicos_internos,enfermeiros,tss,farmaceuticos,farmaceuticos_residentes,tdt,at,ao,tas,ao0,ts,informaticos,outros,total_geral,utentes_inscritos_csp,total_utentes_com_mdf_atribuido,total_utentes_com_mdf_atribuido0,total_utentes_sem_mdf_atribuido,total_utentes_sem_mdf_atribuido0,total_utentes_sem_mdf_atribuido_por_opcao,total_utentes_sem_mdf_atribuido_por_opcao0,taxa_de_utilizacao_consultas_medicas_1_ano_todos_os_utentes,taxa_de_utilizacao_consultas_medicas_1_ano_nos_utentes_sem_mdf,no_trabalhadores,taxa_de_utilizacao_global_de_consultas_medicas_1_ano,no_utentes_pelo_menos_1_consulta_medicas_presencial_ou_nao_presencial_1_ano,taxa_de_utilizacao_de_consultas_medicas_3_anos,no_utentes_com_pelo_menos_1_consulta_medica_em_3_anos,no_episodios_cirurgicos_ambulat_com_procedimentos_ambulatorizaveis,no_episodios_cirurgicos_ambulat_e_intern_com_proced_ambulatorizaveis,localizacao_geografica,tipo_instituicao
Alentejo,Administração Regional de Saúde do Alentejo,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19592349.91,11677606.83,9915.400000000373,114.0,35.0,191.0,18.0,0.0,0.0,23.0,182.0,99.0,0.0,0.0,0.0,0.0,85.0,747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20331314.62,13080621.65,7809.390000000596,115.0,32.0,190.0,18.0,0.0,0.0,23.0,184.0,99.0,0.0,0.0,0.0,0.0,85.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2016,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21521352.96,14185670.92,31374.31000000052,115.0,32.0,190.0,18.0,0.0,0.0,23.0,185.0,99.0,0.0,0.0,0.0,0.0,85.0,747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2016,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21633079.5,14100789.03,5527543.17,114.0,32.0,190.0,18.0,0.0,0.0,23.0,182.0,97.0,0.0,0.0,0.0,0.0,89.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2016,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16276366.15,8400615.48,14176.760000000708,114.0,32.0,189.0,18.0,0.0,0.0,23.0,181.0,97.0,0.0,0.0,0.0,0.0,89.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2016,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8283279.61,453992.55,5796.579999999958,115.0,30.0,189.0,18.0,0.0,0.0,23.0,181.0,96.0,0.0,0.0,0.0,0.0,90.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2016,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8242511.01,702366.09,13370.969999999972,115.0,30.0,189.0,18.0,0.0,0.0,23.0,182.0,96.0,0.0,0.0,0.0,0.0,90.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2016,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8417711.55,711449.22,12516.150000000023,116.0,29.0,188.0,18.0,0.0,0.0,23.0,182.0,96.0,0.0,0.0,0.0,0.0,90.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2016,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8145792.38,865281.09,15188.29999999993,114.0,29.0,188.0,18.0,0.0,0.0,23.0,182.0,95.0,0.0,0.0,0.0,0.0,88.0,737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2016,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8250481.76,696506.72,121456.7,114.0,28.0,188.0,18.0,0.0,0.0,24.0,181.0,95.0,0.0,0.0,0.0,0.0,88.0,736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2016,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8555729.06,689736.76,117980.11,115.0,28.0,189.0,18.0,0.0,0.0,24.0,181.0,95.0,0.0,0.0,0.0,0.0,88.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2016,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8272102.42,506704.33,4887.080000000016,115.0,28.0,191.0,17.0,0.0,0.0,25.0,181.0,94.0,0.0,0.0,0.0,0.0,88.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8122875.67,203211.12,4887.079999999987,117.0,37.0,191.0,17.0,0.0,0.0,26.0,180.0,94.0,0.0,0.0,0.0,0.0,88.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7408597.26,237791.68,5491.880000000034,117.0,37.0,192.0,17.0,0.0,0.0,26.0,180.0,93.0,0.0,0.0,0.0,0.0,87.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2017,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7803224.85,10836.09,3450.17,118.0,37.0,192.0,18.0,0.0,0.0,26.0,180.0,93.0,0.0,0.0,0.0,0.0,87.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2017,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9184270.0,195593.41,5728.25,117.0,36.0,191.0,16.0,0.0,0.0,26.0,179.0,91.0,0.0,0.0,0.0,0.0,85.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2017,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6833806.600000001,511312.03,-2716.7699999999604,117.0,36.0,192.0,16.0,0.0,0.0,26.0,179.0,91.0,0.0,0.0,0.0,0.0,87.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2017,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7329083.67,707973.67,48916.79000000004,117.0,36.0,191.0,16.0,0.0,0.0,26.0,179.0,89.0,0.0,0.0,0.0,0.0,87.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2017,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7626903.4,514263.87,-281.35999999998603,117.0,37.0,191.0,16.0,0.0,0.0,26.0,179.0,88.0,0.0,0.0,0.0,0.0,87.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2017,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7920663.0,775264.54,-1214.6799999999348,117.0,37.0,191.0,16.0,0.0,0.0,25.0,178.0,88.0,0.0,0.0,0.0,0.0,87.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2017,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6881043.67,691132.97,35615.73999999999,117.0,37.0,191.0,16.0,0.0,0.0,26.0,178.0,87.0,0.0,0.0,0.0,0.0,87.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2017,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7079224.58,529311.9400000001,14703.880000000065,116.0,37.0,191.0,16.0,0.0,0.0,26.0,180.0,82.0,0.0,0.0,0.0,0.0,87.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2017,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8412754.19,849151.1,9305.089999999967,116.0,35.0,191.0,16.0,0.0,0.0,26.0,181.0,81.0,0.0,0.0,0.0,0.0,86.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2017,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9228283.74,941305.69,226368.28999999992,116.0,35.0,190.0,16.0,0.0,0.0,26.0,180.0,80.0,0.0,0.0,0.0,0.0,86.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8380455.31,644460.2899999999,62407.56999999995,116.0,41.0,196.0,16.0,0.0,0.0,26.0,180.0,79.0,0.0,0.0,64.0,9.0,13.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9087189.79,450720.99,40209.03999999998,116.0,41.0,210.0,16.0,0.0,0.0,26.0,180.0,80.0,0.0,0.0,64.0,9.0,13.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2838071.83,270572.37,40058.169999999984,115.0,41.0,211.0,16.0,0.0,0.0,26.0,179.0,80.0,0.0,0.0,64.0,9.0,13.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2018,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8115161.36,267786.94,75313.0,115.0,41.0,210.0,16.0,0.0,0.0,26.0,176.0,80.0,0.0,0.0,64.0,9.0,13.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2018,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4051030.48,365208.15,41776.87999999995,115.0,40.0,210.0,16.0,0.0,0.0,26.0,175.0,81.0,0.0,0.0,63.0,9.0,13.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2018,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7227205.979999999,529775.2200000001,1091.8200000000652,115.0,40.0,210.0,16.0,0.0,0.0,26.0,175.0,81.0,0.0,0.0,63.0,9.0,13.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2018,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8775174.18,436611.79,10099.880000000005,115.0,44.0,210.0,16.0,0.0,0.0,26.0,174.0,81.0,0.0,0.0,63.0,9.0,13.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2018,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7664250.819999999,568085.0499999999,59042.31999999995,113.0,44.0,210.0,16.0,0.0,0.0,26.0,174.0,82.0,0.0,0.0,63.0,9.0,13.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2018,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7199062.649999999,566202.55,15242.5,119.0,36.0,210.0,16.0,0.0,0.0,25.0,174.0,82.0,0.0,0.0,63.0,9.0,13.0,747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2018,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7241173.41,691331.74,18450.030000000028,118.0,36.0,210.0,16.0,0.0,0.0,25.0,179.0,82.0,0.0,0.0,64.0,9.0,13.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2018,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7820047.31,131282.91,5817.9800000000105,118.0,36.0,209.0,16.0,0.0,0.0,25.0,179.0,82.0,0.0,0.0,64.0,9.0,13.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2018,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7594026.29,61609.6,9452.9,118.0,36.0,209.0,16.0,0.0,0.0,25.0,179.0,82.0,0.0,0.0,65.0,9.0,13.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7244595.73,123202.03,14420.459999999992,117.0,40.0,209.0,16.0,0.0,0.0,25.0,178.0,82.0,0.0,0.0,66.0,8.0,13.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2019,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8041811.53,119646.0,6342.639999999999,116.0,40.0,217.0,16.0,0.0,0.0,25.0,178.0,90.0,0.0,0.0,67.0,8.0,13.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2019,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8632139.99,227387.86,6526.299999999988,117.0,40.0,217.0,16.0,0.0,0.0,25.0,177.0,90.0,0.0,0.0,68.0,8.0,13.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2019,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9348005.23,465779.56,33831.09999999998,117.0,40.0,216.0,16.0,0.0,0.0,25.0,182.0,85.0,0.0,0.0,68.0,8.0,13.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2019,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8930001.33,313137.86,23658.27999999997,117.0,40.0,217.0,16.0,0.0,0.0,29.0,182.0,85.0,0.0,0.0,68.0,8.0,13.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2019,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9691375.05,233127.93,25017.209999999992,116.0,40.0,216.0,16.0,0.0,0.0,30.0,182.0,83.0,0.0,0.0,68.0,8.0,13.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2019,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9393042.98,866697.23,59402.21999999997,121.0,35.0,216.0,16.0,0.0,0.0,31.0,183.0,83.0,0.0,0.0,68.0,8.0,13.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2019,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9982033.41,688972.36,165496.19,119.0,35.0,216.0,16.0,0.0,0.0,31.0,185.0,82.0,0.0,0.0,67.0,8.0,14.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2019,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8863303.16,321173.47000000003,110840.75000000004,117.0,35.0,216.0,16.0,0.0,0.0,34.0,185.0,83.0,0.0,0.0,67.0,8.0,13.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2019,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8910134.45,342168.89,136494.37,115.0,35.0,216.0,15.0,0.0,0.0,34.0,187.0,82.0,0.0,0.0,65.0,8.0,13.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2019,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9738756.19,8982423.48,39502.71,114.0,35.0,216.0,15.0,0.0,0.0,34.0,187.0,82.0,0.0,0.0,66.0,9.0,13.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2019,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8961532.04,57468.53,11431.89,114.0,35.0,217.0,15.0,0.0,0.0,34.0,187.0,82.0,0.0,0.0,66.0,9.0,13.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9328847.02,146424.23,52853.7,113.0,42.0,222.0,15.0,0.0,0.0,34.0,188.0,82.0,0.0,0.0,68.0,9.0,13.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9803667.2,210001.14,55577.7,113.0,40.0,222.0,14.0,0.0,0.0,34.0,188.0,80.0,0.0,0.0,68.0,9.0,13.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
Alentejo,Administração Regional de Saúde do Alentejo,2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9090792.45,199008.8,55173.42,111.0,40.0,224.0,15.0,0.0,0.0,34.0,187.0,80.0,0.0,0.0,68.0,9.0,13.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,"38.5658579, -7.9136262",Outro/SNS
