tempo,regiao,entidade,localizacao_geografica,taxa_de_utilizacao_global_de_consultas_medicas_1_ano,no_utentes_pelo_menos_1_consulta_medicas_presencial_ou_nao_presencial_1_ano,taxa_de_utilizacao_de_consultas_medicas_3_anos,no_utentes_com_pelo_menos_1_consulta_medica_em_3_anos,ano,mes
2025-09-01,Norte,Área dos CSP da ULS Póvoa Varzim / Vila Conde,"41.355472362, -8.7448970377",69.62669,110900,89.51016,142570,2025,9
2025-09-01,Norte,Área dos CSP da ULS Nordeste,"41.806816, -6.759102",75.27167,95312,90.44652,114527,2025,9
2025-09-01,Norte,Área dos CSP da ULS Médio Ave,"41.346844614, -8.482973945",71.56625,174651,90.78147,221544,2025,9
2025-10-01,Alentejo,Área dos CSP da ULS Alentejo Central,"38.568838, -7.903064",74.45634,124252,89.29104,149008,2025,10
2025-10-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Médio Tejo,"39.605565, -8.404399",66.67736,122629,83.87562,154259,2025,10
2025-10-01,Norte,Área dos CSP da ULS Alto Minho,"41.696866, -8.832522",76.24866,194903,90.55963,231484,2025,10
2025-10-01,Norte,Área dos CSP da ULS Médio Ave,"41.346844614, -8.482973945",73.72096,180003,91.11227,222467,2025,10
2025-10-01,Norte,Área dos CSP da ULS Braga,"41.629758698, -8.3591461276",72.6032,236775,89.30891,291256,2025,10
2025-11-01,Alentejo,Área dos CSP da ULS Litoral Alentejano,"38.039936, -8.731693",59.72112,63259,76.10079,80609,2025,11
2025-11-01,Centro,Área dos CSP da ULS Região de Leiria,"39.7418, -8.79444",68.53943,284183,83.70463,347062,2025,11
2025-11-01,Centro,Área dos CSP da ULS Cova da Beira,"40.279552, -7.501801",73.16298,62847,87.23283,74933,2025,11
2025-11-01,Centro,Área dos CSP da ULS Baixo Mondego,"40.130297609, -8.860696177",75.14051,83424,87.2487,96867,2025,11
2025-11-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Almada / Seixal,"38.6276044797217, -9.11368350111247",61.07819,231920,78.32635,297413,2025,11
2025-11-01,Norte,Área dos CSP da ULS Alto Minho,"41.696866, -8.832522",77.76089,199071,90.82319,232511,2025,11
2025-11-01,Norte,Área dos CSP da ULS Matosinhos,"41.1807, -8.66314",71.03396,126574,86.63995,154382,2025,11
2025-12-01,Alentejo,Área dos CSP da ULS Alentejo Central,"38.568838, -7.903064",77.27213,129063,89.86732,150100,2025,12
2025-12-01,Alentejo,Área dos CSP da ULS Alto Alentejo,"39.3004940975133, -7.42635033349663",73.00475,81082,87.94209,97672,2025,12
2025-12-01,Centro,Área dos CSP da ULS Castelo Branco,"39.831269, -7.486884",74.01064,75667,87.40879,89365,2025,12
2025-12-01,Centro,Área dos CSP da ULS Baixo Mondego,"40.130297609, -8.860696177",76.19339,84692,87.47324,97230,2025,12
2025-12-01,Centro,Área dos CSP da ULS Região de Leiria,"39.7418, -8.79444",69.7672,289702,83.94715,348583,2025,12
2025-12-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Loures / Odivelas,"38.821769, -9.176301",55.30968,133845,71.39534,172771,2025,12
2025-12-01,Norte,Área dos CSP da ULS Entre Douro e Vouga,"40.926349, -8.548039",78.83845,264354,92.71781,310893,2025,12
2025-12-01,Norte,Área dos CSP da ULS Braga,"41.629758698, -8.3591461276",75.3382,246597,89.67982,293540,2025,12
2025-12-01,Norte,Área dos CSP da ULS Nordeste,"41.806816, -6.759102",79.85164,101184,91.33646,115737,2025,12
2016-01-01,Alentejo,Área dos CSP da ULS Baixo Alentejo,"38.0153039, -7.8627308",24.25296,30493,84.27093,105953,2016,1
2016-01-01,Algarve,ACES Algarve III - Algarve Sotavento,"37.383008, -7.7293275",21.8422,11987,79.72668,43754,2016,1
2016-01-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",16.65926,39359,69.80432,164919,2016,1
2016-01-01,Centro,Área dos CSP da ULS Viseu Dão-Lafões,"40.6565861, -7.9124712",22.75451,61852,79.4826,216052,2016,1
2016-01-01,Centro,Área dos CSP da ULS Guarda,"40.5353285, -7.2724426",22.70548,34387,83.56664,126560,2016,1
2016-01-01,Centro,Área dos CSP da ULS Cova da Beira,"40.2677741, -7.4995083",21.7683,18756,77.66997,66922,2016,1
2016-01-01,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",21.66897,16006,80.41589,59400,2016,1
2016-01-01,Lisboa e Vale do Tejo,ACES Lisboa Ocidental e Oeiras,"38.6914388, -9.3184304",14.80983,35083,70.29803,166529,2016,1
2016-01-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Almada / Seixal,"38.6678522, -9.1875777",18.7301,64130,75.60414,258861,2016,1
2016-01-01,Lisboa e Vale do Tejo,ACES Loures / Odivelas,"38.8012718, -9.1137868",15.92571,56764,69.63387,248196,2016,1
2016-01-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Estuário do Tejo,"38.9528113, -8.9911154",16.10951,36653,71.92384,163644,2016,1
2016-01-01,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",18.67817,37491,78.54734,157661,2016,1
2016-01-01,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",22.88638,40708,83.45196,148436,2016,1
2016-01-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arco Ribeirinho,"38.6672076, -9.0543329",17.52103,38852,71.89474,159423,2016,1
2016-01-01,Norte,ACES Grande Porto VIII - Espinho / Gaia,"41.0022421, -8.642018",23.82975,44035,86.8402,160472,2016,1
2016-01-01,Norte,ACES Tâmega III - Vale do Sousa Norte,"41.2793583, -8.2787457",23.99438,38451,86.69766,138933,2016,1
2016-01-01,Norte,Área dos CSP da ULS Alto Minho,"41.7056054, -8.8252713",25.91859,63591,86.78128,212917,2016,1
2016-01-01,Norte,ACES Tâmega II - Vale do Sousa Sul,"41.1548155, -8.2163769",24.21412,42897,87.00531,154136,2016,1
2016-01-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",25.94498,19116,85.14095,62731,2016,1
2016-01-01,Norte,Área dos CSP da ULS Póvoa Varzim / Vila Conde,"41.355519, -8.746653",22.04387,32753,87.03872,129323,2016,1
2016-02-01,Algarve,ACES Algarve II - Algarve Barlavento,"37.1387554, -8.5445093",26.48655,42410,74.54456,119360,2016,2
2016-02-01,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",33.93442,25160,80.63607,59786,2016,2
2016-02-01,Centro,Área dos CSP da ULS Viseu Dão-Lafões,"40.6565861, -7.9124712",35.91434,97636,79.88582,217176,2016,2
2016-02-01,Lisboa e Vale do Tejo,ACES Loures / Odivelas,"38.8012718, -9.1137868",25.94009,92734,70.22459,251048,2016,2
2016-02-01,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",23.75662,45932,64.16646,124062,2016,2
2016-02-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",23.96142,59893,69.82309,174527,2016,2
2016-02-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arrábida,"38.5324373, -8.8627453",29.62428,68723,74.50018,172827,2016,2
2016-02-01,Norte,ACES Grande Porto V - Porto Ocidental,"41.1741353, -8.6691662",30.81813,52213,78.10451,132327,2016,2
2016-02-01,Norte,ACES Tâmega II - Vale do Sousa Sul,"41.1548155, -8.2163769",37.56594,66586,87.40261,154922,2016,2
2016-02-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",39.59181,29292,85.17673,63018,2016,2
2016-02-01,Norte,ACES Entre Douro e Vouga I - Feira e Arouca,"40.9263169, -8.5478813",37.1046,57560,85.67515,132907,2016,2
2016-02-01,Norte,Área dos CSP da ULS Alto Minho,"41.7056054, -8.8252713",40.06142,98229,87.24204,213914,2016,2
2016-03-01,Alentejo,Área dos CSP da ULS Alentejo Central,"38.8442031, -7.5826619",49.41292,82105,87.91233,146076,2016,3
2016-03-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",34.58519,82154,71.4062,169619,2016,3
2016-03-01,Algarve,ACES Algarve II - Algarve Barlavento,"37.1387554, -8.5445093",34.74563,55757,75.09347,120504,2016,3
2016-03-01,Centro,Área dos CSP da ULS Cova da Beira,"40.2677741, -7.4995083",42.82868,36974,78.8544,68075,2016,3
2016-03-01,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",49.99578,65203,88.38725,115272,2016,3
2016-03-01,Centro,Área dos CSP da ULS Viseu Dão-Lafões,"40.6565861, -7.9124712",44.9344,122200,80.29137,218354,2016,3
2016-03-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Lezíria,"39.2371689, -8.6908895",44.41843,86691,81.92695,159896,2016,3
2016-03-01,Lisboa e Vale do Tejo,ACES Sintra,"38.7519209, -9.2753636",32.00835,115876,70.23629,254268,2016,3
2016-03-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",31.16111,78177,70.21245,176149,2016,3
2016-03-01,Norte,ACES Tâmega II - Vale do Sousa Sul,"41.1548155, -8.2163769",47.25336,83801,87.79322,155696,2016,3
2016-03-01,Norte,Área dos CSP da ULS Matosinhos,"41.1918541, -8.6590693",46.35685,79750,86.51902,148843,2016,3
2016-03-01,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",45.05979,55994,86.19333,107109,2016,3
2016-03-01,Norte,ACES Douro I - Marão e Douro Norte,"41.2968711, -7.7483727",49.85047,53840,88.32718,95396,2016,3
2016-03-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",48.94998,36269,85.42527,63295,2016,3
2016-03-01,Norte,Área dos CSP da ULS Nordeste,"41.8069684, -6.7587977",47.3659,63251,87.7547,117185,2016,3
2016-03-01,Norte,ACES Grande Porto III - Maia / Valongo,"41.2333945, -8.6187474",45.00987,96877,85.19153,183362,2016,3
2016-04-01,Alentejo,Área dos CSP da ULS Alentejo Central,"38.8442031, -7.5826619",55.41055,92135,88.22327,146695,2016,4
2016-04-01,Centro,Área dos CSP da ULS Viseu Dão-Lafões,"40.6565861, -7.9124712",50.4053,137113,80.62576,219319,2016,4
2016-04-01,Lisboa e Vale do Tejo,ACES Loures / Odivelas,"38.8012718, -9.1137868",38.78538,139345,71.53076,256990,2016,4
2016-04-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arrábida,"38.5324373, -8.8627453",42.34242,98527,75.56373,175830,2016,4
2016-04-01,Lisboa e Vale do Tejo,ACES Médio Tejo,"39.478072, -8.5404429",49.7308,112966,82.98827,188512,2016,4
2016-04-01,Norte,ACES Grande Porto II - Gondomar,"41.1738444, -8.5612238",54.02245,89667,86.90935,144253,2016,4
2016-04-01,Norte,ACES Alto Trás-os-Montes - Alto Tâmega e Barroso,"41.741781, -7.4731648",53.8795,49963,86.65818,80359,2016,4
2016-05-01,Alentejo,Área dos CSP da ULS Alto Alentejo,"39.2967086, -7.4284755",57.14879,67411,85.00047,100264,2016,5
2016-05-01,Alentejo,Área dos CSP da ULS Baixo Alentejo,"38.0153039, -7.8627308",56.99266,71662,86.08705,108245,2016,5
2016-05-01,Algarve,ACES Algarve III - Algarve Sotavento,"37.383008, -7.7293275",52.46864,29033,81.6442,45177,2016,5
2016-05-01,Centro,Área dos CSP da ULS Viseu Dão-Lafões,"40.6565861, -7.9124712",54.68737,148777,80.95901,220249,2016,5
2016-05-01,Centro,Área dos CSP da ULS Região de Aveiro,"40.6405055, -8.6537539",56.56189,216511,84.86805,324863,2016,5
2016-05-01,Centro,ACES Pinhal Litoral,"39.7495331, -8.807683",51.68951,136986,81.91701,217094,2016,5
2016-05-01,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",50.0524,191977,73.72664,282780,2016,5
2016-05-01,Centro,ACES Pinhal Interior Norte,"40.1151262, -8.2473136",61.35998,80022,88.99735,116065,2016,5
2016-05-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arco Ribeirinho,"38.6672076, -9.0543329",44.41359,98993,73.97898,164891,2016,5
2016-05-01,Lisboa e Vale do Tejo,ACES Loures / Odivelas,"38.8012718, -9.1137868",43.1609,155343,72.06487,259373,2016,5
2016-05-01,Lisboa e Vale do Tejo,ACES Sintra,"38.7519209, -9.2753636",41.05767,149243,71.18978,258772,2016,5
2016-05-01,Norte,Área dos CSP da ULS Alto Minho,"41.7056054, -8.8252713",61.10715,149949,88.3482,216795,2016,5
2016-05-01,Norte,ACES Alto Trás-os-Montes - Alto Tâmega e Barroso,"41.741781, -7.4731648",58.58875,54327,86.94649,80622,2016,5
2016-05-01,Norte,Área dos CSP da ULS Matosinhos,"41.1918541, -8.6590693",57.9323,99771,87.18848,150156,2016,5
2016-05-01,Norte,ACES Tâmega III - Vale do Sousa Norte,"41.2793583, -8.2787457",58.82638,94524,88.5688,142315,2016,5
2016-05-01,Norte,Área dos CSP da ULS Nordeste,"41.8069684, -6.7587977",58.86492,78630,88.3453,118009,2016,5
2016-05-01,Norte,ACES Entre Douro e Vouga II - Aveiro Norte,"40.8472225, -8.4656674",56.32138,65691,88.062,102712,2016,5
2016-05-01,Norte,ACES Grande Porto III - Maia / Valongo,"41.2333945, -8.6187474",56.21123,121432,85.81943,185394,2016,5
2016-05-01,Norte,"ACES Alto Ave - Guimarães, Vizela e Terras de Basto","41.4417064, -8.1722408",59.83251,161257,90.17045,243022,2016,5
2016-06-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",46.69961,111719,73.21228,175145,2016,6
2016-06-01,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",54.12007,207807,75.18895,288706,2016,6
2016-06-01,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",55.83999,41641,82.13136,61247,2016,6
2016-06-01,Lisboa e Vale do Tejo,ACES Lisboa Central,"38.7306317, -9.1510414",42.44256,118433,68.37082,190784,2016,6
2016-06-01,Norte,ACES Grande Porto I - Santo Tirso / Trofa,"41.3469246, -8.4822648",62.46137,72354,88.96044,103050,2016,6
2016-06-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",62.645,98342,89.64092,140721,2016,6
2016-06-01,Norte,ACES Grande Porto VII - Gaia,"41.1278433, -8.580396",58.62114,89246,85.15587,129643,2016,6
2016-06-01,Norte,Área dos CSP da ULS Matosinhos,"41.1918541, -8.6590693",61.56104,106114,87.51247,150847,2016,6
2016-06-01,Norte,"ACES Alto Ave - Guimarães, Vizela e Terras de Basto","41.4417064, -8.1722408",63.48784,171221,90.47058,243991,2016,6
2016-06-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",62.08384,46060,86.23804,63980,2016,6
2016-06-01,Norte,ACES Entre Douro e Vouga I - Feira e Arouca,"40.9263169, -8.5478813",60.89566,94655,87.10161,135389,2016,6
2016-07-01,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",56.96433,218984,76.22385,293022,2016,7
2016-07-01,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",55.93626,113036,81.29157,164274,2016,7
2016-07-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Estuário do Tejo,"38.9528113, -8.9911154",48.87665,112516,74.61816,171774,2016,7
2016-07-01,Norte,ACES Grande Porto VI - Porto Oriental,"41.1694498, -8.6126428",61.0364,71390,85.52363,100031,2016,7
2016-07-01,Norte,ACES Grande Porto III - Maia / Valongo,"41.2333945, -8.6187474",62.19884,134658,86.47781,187221,2016,7
2016-07-01,Norte,"ACES Alto Ave - Guimarães, Vizela e Terras de Basto","41.4417064, -8.1722408",66.08396,178393,90.70565,244859,2016,7
2016-07-01,Norte,ACES Tâmega I - Baixo Tâmega,"41.2719719, -8.0791631",64.13312,109127,87.67903,149192,2016,7
2016-08-01,Alentejo,Área dos CSP da ULS Alentejo Central,"38.8442031, -7.5826619",68.06544,113574,89.27724,148968,2016,8
2016-08-01,Centro,Área dos CSP da ULS Cova da Beira,"40.2677741, -7.4995083",59.83554,51738,81.02744,70062,2016,8
2016-08-01,Centro,ACES Pinhal Interior Sul,"39.7510898, -7.9203657",73.92585,23090,91.16348,28474,2016,8
2016-08-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",47.45944,121051,71.80568,183149,2016,8
2016-08-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Almada / Seixal,"38.6678522, -9.1875777",55.68363,193186,78.60118,272695,2016,8
2016-08-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arco Ribeirinho,"38.6672076, -9.0543329",50.76308,113656,74.84357,167571,2016,8
2016-08-01,Norte,ACES Grande Porto II - Gondomar,"41.1738444, -8.5612238",67.34699,112390,88.17428,147147,2016,8
2016-08-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",67.84801,106653,90.23372,141842,2016,8
2016-09-01,Alentejo,Área dos CSP da ULS Alto Alentejo,"39.2967086, -7.4284755",67.20037,79326,86.52875,102142,2016,9
2016-09-01,Alentejo,Área dos CSP da ULS Baixo Alentejo,"38.0153039, -7.8627308",66.85419,84017,87.48647,109946,2016,9
2016-09-01,Centro,Área dos CSP da ULS Guarda,"40.5353285, -7.2724426",66.48612,102007,85.79837,131637,2016,9
2016-09-01,Centro,ACES Pinhal Litoral,"39.7495331, -8.807683",62.49709,166726,83.48977,222729,2016,9
2016-09-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Estuário do Tejo,"38.9528113, -8.9911154",52.77589,122068,75.18407,173897,2016,9
2016-09-01,Norte,ACES Cávado II - Gerês / Cabreira,"41.6298661, -8.3596897",69.99195,74778,89.74241,95879,2016,9
2016-10-01,Centro,Área dos CSP da ULS Região de Aveiro,"40.6405055, -8.6537539",68.9552,265532,86.61755,333546,2016,10
2016-10-01,Centro,ACES Pinhal Litoral,"39.7495331, -8.807683",64.50301,172234,83.89728,224020,2016,10
2016-10-01,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",53.81989,92525,73.93145,127100,2016,10
2016-10-01,Lisboa e Vale do Tejo,ACES Médio Tejo,"39.478072, -8.5404429",66.29247,151412,84.98905,194115,2016,10
2016-10-01,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",61.93664,125745,82.18518,166854,2016,10
2016-10-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arco Ribeirinho,"38.6672076, -9.0543329",54.3644,122153,75.43315,169493,2016,10
2016-10-01,Lisboa e Vale do Tejo,ACES Lisboa Ocidental e Oeiras,"38.6914388, -9.3184304",52.7033,127854,74.11085,179787,2016,10
2016-10-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Almada / Seixal,"38.6678522, -9.1875777",60.06818,209319,79.27018,276232,2016,10
2016-10-01,Norte,ACES Douro I - Marão e Douro Norte,"41.2968711, -7.7483727",73.8093,79655,90.62639,97804,2016,10
2016-10-01,Norte,ACES Entre Douro e Vouga II - Aveiro Norte,"40.8472225, -8.4656674",70.77723,82849,90.40118,105820,2016,10
2016-10-01,Norte,ACES Douro II - Douro Sul,"41.0953745, -7.8123805",69.89526,52318,86.8594,65016,2016,10
2016-10-01,Norte,ACES Grande Porto V - Porto Ocidental,"41.1741353, -8.6691662",63.51744,107838,82.70555,140415,2016,10
2016-10-01,Norte,ACES Cávado I - Braga,"41.5518714, -8.4126362",70.08444,130137,89.81129,166767,2016,10
2016-10-01,Norte,ACES Grande Porto VII - Gaia,"41.1278433, -8.580396",67.33567,103066,86.4252,132285,2016,10
2016-10-01,Norte,ACES Alto Trás-os-Montes - Alto Tâmega e Barroso,"41.741781, -7.4731648",70.48473,65493,88.45111,82187,2016,10
2016-11-01,Alentejo,Área dos CSP da ULS Alentejo Central,"38.8442031, -7.5826619",75.09253,123157,91.59365,150220,2016,11
2016-11-01,Alentejo,Área dos CSP da ULS Alto Alentejo,"39.2967086, -7.4284755",72.93745,83695,89.57638,102788,2016,11
2016-11-01,Centro,ACES Pinhal Interior Sul,"39.7510898, -7.9203657",80.58829,24548,93.85444,28589,2016,11
2016-11-01,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",51.31738,102118,68.56372,136437,2016,11
2016-11-01,Lisboa e Vale do Tejo,ACES Lisboa Norte,"38.7396924, -9.168506",53.56594,137312,73.00325,187138,2016,11
2016-11-01,Lisboa e Vale do Tejo,ACES Oeste Norte,"39.410844, -9.1396215",68.64615,123029,87.0719,156052,2016,11
2016-11-01,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",56.13255,95674,74.76341,127429,2016,11
2016-11-01,Norte,ACES Grande Porto VII - Gaia,"41.1278433, -8.580396",70.65686,105986,88.45474,132683,2016,11
2016-11-01,Norte,ACES Grande Porto VI - Porto Oriental,"41.1694498, -8.6126428",70.27855,81015,88.18498,101657,2016,11
2016-11-01,Norte,Área dos CSP da ULS Matosinhos,"41.1918541, -8.6590693",72.67213,124124,89.88759,153528,2016,11
2016-12-01,Alentejo,Área dos CSP da ULS Alto Alentejo,"39.2967086, -7.4284755",74.68628,85943,89.83419,103374,2016,12
2016-12-01,Alentejo,Área dos CSP da ULS Baixo Alentejo,"38.0153039, -7.8627308",73.40408,89989,90.36576,110783,2016,12
2016-12-01,Algarve,ACES Algarve III - Algarve Sotavento,"37.383008, -7.7293275",69.30605,37462,86.23573,46613,2016,12
2016-12-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",61.38759,141162,80.195,184410,2016,12
2016-12-01,Lisboa e Vale do Tejo,ACES Lisboa Central,"38.7306317, -9.1510414",53.68538,149568,71.31023,198671,2016,12
2016-12-01,Norte,ACES Cávado II - Gerês / Cabreira,"41.6298661, -8.3596897",76.94485,81560,91.67343,97172,2016,12
2016-12-01,Norte,Área dos CSP da ULS Alto Minho,"41.7056054, -8.8252713",77.75233,189082,91.73839,223094,2016,12
2016-12-01,Norte,"ACES Alto Ave - Guimarães, Vizela e Terras de Basto","41.4417064, -8.1722408",77.62243,208202,93.15274,249858,2016,12
2016-12-01,Norte,ACES Grande Porto I - Santo Tirso / Trofa,"41.3469246, -8.4822648",76.58326,88204,91.79068,105719,2016,12
2016-12-01,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",74.37453,91799,90.77276,112039,2016,12
2016-12-01,Norte,ACES Tâmega II - Vale do Sousa Sul,"41.1548155, -8.2163769",76.18723,134264,91.64496,161505,2016,12
2017-01-01,Alentejo,Área dos CSP da ULS Litoral Alentejano,"38.3841359, -8.5132031",22.15623,20257,80.798,73872,2017,1
2017-01-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",18.17691,42398,73.41459,171241,2017,1
2017-01-01,Centro,Área dos CSP da ULS Cova da Beira,"40.2677741, -7.4995083",23.35637,19834,79.16603,67227,2017,1
2017-01-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Estuário do Tejo,"38.9528113, -8.9911154",18.32127,40870,72.90764,162638,2017,1
2017-01-01,Lisboa e Vale do Tejo,ACES Cascais,"38.69904, -9.3818008",14.03699,27484,65.73441,128706,2017,1
2017-01-01,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",20.2929,40031,80.00264,157818,2017,1
2017-01-01,Norte,ACES Tâmega II - Vale do Sousa Sul,"41.1548155, -8.2163769",26.06323,45901,87.51377,154124,2017,1
2017-01-01,Norte,ACES Grande Porto VII - Gaia,"41.1278433, -8.580396",22.80655,34468,83.55411,126277,2017,1
2017-01-01,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",24.22228,29845,86.64914,106763,2017,1
2017-02-01,Alentejo,Área dos CSP da ULS Litoral Alentejano,"38.3841359, -8.5132031",33.65058,30831,81.15388,74354,2017,2
2017-02-01,Centro,ACES Baixo Mondego,"40.2150023, -8.4071805",35.14012,133446,77.83328,295575,2017,2
2017-02-01,Centro,ACES Pinhal Interior Sul,"39.7510898, -7.9203657",44.50411,13592,90.49802,27639,2017,2
2017-02-01,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",35.87518,25993,82.9202,60079,2017,2
2017-02-01,Centro,Área dos CSP da ULS Viseu Dão-Lafões,"40.6565861, -7.9124712",36.3891,97418,80.82268,216372,2017,2
2017-02-01,Centro,Área dos CSP da ULS Guarda,"40.5353285, -7.2724426",36.00616,53539,84.74787,126015,2017,2
2017-02-01,Lisboa e Vale do Tejo,ACES Lisboa Ocidental e Oeiras,"38.6914388, -9.3184304",25.03435,60490,70.06887,169306,2017,2
2017-02-01,Lisboa e Vale do Tejo,ACES Loures / Odivelas,"38.8012718, -9.1137868",26.67411,93855,72.87656,256422,2017,2
2017-02-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Almada / Seixal,"38.6678522, -9.1875777",28.73171,98538,76.56309,262580,2017,2
2017-02-01,Lisboa e Vale do Tejo,ACES Oeste Sul,"39.0917759, -9.2600341",31.16095,61565,80.37414,158796,2017,2
2017-02-01,Lisboa e Vale do Tejo,ACES Amadora,"38.7573081, -9.23429",26.09739,44150,71.00855,120128,2017,2
2017-02-01,Norte,ACES Tâmega II - Vale do Sousa Sul,"41.1548155, -8.2163769",38.43768,67791,87.75614,154772,2017,2
2017-02-01,Norte,ACES Grande Porto VIII - Espinho / Gaia,"41.0022421, -8.642018",37.3391,68577,86.97539,159739,2017,2
2017-02-01,Norte,ACES Ave / Famalicão,"41.3835805, -8.4157518",36.01831,44376,87.07996,107286,2017,2
2017-02-01,Norte,ACES Grande Porto VII - Gaia,"41.1278433, -8.580396",34.33663,51986,83.8647,126972,2017,2
2017-02-01,Norte,Área dos CSP da ULS Nordeste,"41.8069684, -6.7587977",37.28093,48778,87.26985,114183,2017,2
2017-03-01,Algarve,ACES Algarve III - Algarve Sotavento,"37.383008, -7.7293275",43.30583,23881,80.9883,44661,2017,3
2017-03-01,Algarve,ACES Algarve II - Algarve Barlavento,"37.1387554, -8.5445093",34.22804,54145,75.75874,119842,2017,3
2017-03-01,Algarve,ACES Algarve I - Algarve Central,"37.0274264, -7.9395984",36.15183,85092,74.34806,174996,2017,3
2017-03-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Almada / Seixal,"38.6678522, -9.1875777",37.31023,128239,76.95674,264508,2017,3
2017-03-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Estuário do Tejo,"38.9528113, -8.9911154",36.6178,82159,74.11095,166282,2017,3
2017-03-01,Lisboa e Vale do Tejo,Área dos CSP da ULS Arrábida,"38.5324373, -8.8627453",38.53424,86477,77.25251,173367,2017,3
2017-03-01,Norte,Área dos CSP da ULS Barcelos / Esposende,"41.5317419, -8.6178922",49.07347,76534,89.37599,139389,2017,3
2017-03-01,Norte,ACES Tâmega I - Baixo Tâmega,"41.2719719, -8.0791631",48.67008,82177,86.75945,146489,2017,3
2017-03-01,Norte,ACES Cávado II - Gerês / Cabreira,"41.6298661, -8.3596897",49.47298,52428,88.33099,93607,2017,3
2017-03-01,Norte,ACES Douro I - Marão e Douro Norte,"41.2968711, -7.7483727",51.0814,54440,89.01994,94873,2017,3
2017-04-01,Alentejo,Área dos CSP da ULS Alto Alentejo,"39.2967086, -7.4284755",54.22423,62520,86.46649,99695,2017,4
2017-04-01,Alentejo,Área dos CSP da ULS Litoral Alentejano,"38.3841359, -8.5132031",46.7537,42976,81.92124,75302,2017,4
2017-04-01,Alentejo,Área dos CSP da ULS Alentejo Central,"38.8442031, -7.5826619",55.59662,92356,87.61784,145549,2017,4
2017-04-01,Algarve,ACES Algarve II - Algarve Barlavento,"37.1387554, -8.5445093",38.63043,61264,76.09622,120681,2017,4
2017-04-01,Centro,ACES Beira Interior Sul,"39.8211367, -7.5036651",50.07717,36339,83.72654,60757,2017,4
