tempo,regiao,entidade,localizacao_geografica,ebitda,gastos_operacionais,rendimentos_operacionais,resultado_liquido,resultados_operacionais,ano,mes
2018-07-01,Centro,"Hospital Distrital Figueira da Foz, EPE","40.117897, -8.8586755",-231307.67,16469911.65,15894024.71,-589734.5,-575886.94,2018,7
2018-07-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",469715.46,32979678.78,31811989.46,-1167689.32,-1167689.32,2018,7
2018-07-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",587725.25,53824602.26,52789865.31,-1038113.7,-1034736.95,2018,7
2018-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, EPE","38.708454, -9.216985",-18247253.86,152496671.19,129767871.16,-22745837.48,-22728800.03,2018,8
2018-08-01,Norte,"Centro Hospitalar do Tâmega e Sousa, EPE","41.2494561, -8.264901",-7802429.35,69402811.02,58962030.23,-10440780.79,-10440780.79,2018,8
2018-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",2197559.19,15928202.15,15165761.34,-764290.43,-762440.81,2018,8
2018-08-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",-10414645.27,89914374.51,76358501.5,-13553229.6,-13555873.01,2018,8
2018-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Central, EPE","38.7166948, -9.1371248",-49739994.82,302129303.96,247996718.85,-54143150.79,-54132585.11,2018,8
2018-08-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",-27648956.98,256166919.38,222742936.26,-33420527.72,-33423983.12,2018,8
2018-08-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",-187881.47,19316213.26,18934755.38,-381457.88,-381457.88,2018,8
2018-08-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",487102.58,4784685.4,5271787.98,487102.58,487102.58,2018,8
2018-08-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",-9327470.24,61993022.48,51634242.5,-10365740.87,-10358779.98,2018,8
2018-08-01,Centro,Hospital Rovisco Pais,"40.297919, -8.7707806",145546.96,6017909.87,5586485.81,-431559.66,-431424.06,2018,8
2018-08-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",-719071.5,47564481.72,45963890.24,-1641473.51,-1600591.48,2018,8
2018-08-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",-13837850.61,93977233.99,78533959.1,-15446322.18,-15443274.89,2018,8
2018-09-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",-9597283.06,73768855.42,61700008.65,-12075745.9,-12068846.77,2018,9
2018-09-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-5838590.41,76507326.7,68491270.2,-7994993.44,-8016056.5,2018,9
2018-09-01,Norte,"Centro Hospitalar do Tâmega e Sousa, EPE","41.2494561, -8.264901",-8797547.78,78078625.7,66312932.55,-11765693.15,-11765693.15,2018,9
2018-09-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-4671635.8,36273375.84,31296692.69,-4977331.4,-4976683.15,2018,9
2018-09-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",-13766533.85,96899043.57,81583108.72,-15319286.82,-15315934.85,2018,9
2018-09-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",384267.47,5413425.43,5797692.9,384267.47,384267.47,2018,9
2018-09-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-7602346.07,120720458.04,109364122.87,-11356728.98,-11356335.17,2018,9
2018-10-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",-10430113.74,81980054.3,68803758.66,-13184303.89,-13176295.64,2018,10
2018-10-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-7044077.62,85453801.52,75991120.38,-9442215.35,-9462681.14,2018,10
2018-10-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-5691203.13,40861348.28,34831203.65,-6030869.84,-6030144.63,2018,10
2018-10-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",-16269045.97,51691223.61,34599922.14,-17093934.16,-17091301.47,2018,10
2018-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, EPE","38.7500861, -9.1616116",-88168457.99,395726853.24,299829584.93,-95922690.79,-95897268.31,2018,10
2018-10-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, EPE","41.1094138, -8.5972617",-31111953.63,176653982.24,140380805.04,-36277463.23,-36273177.2,2018,10
2018-10-01,Norte,"Hospital da Senhora da Oliveira Guimarães, EPE","41.4387173, -8.3086907",-17272830.95,94113760.07,75501156.24,-18612190.72,-18612603.83,2018,10
2018-10-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",-206431.46,24167377.95,23716981.64,-450396.31,-450396.31,2018,10
2018-10-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",737180.28,6124667.37,6861847.65,737180.28,737180.28,2018,10
2018-10-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, EPE","38.7396768, -9.1634516",-19039618.89,124233107.76,99408816.07,-24824291.69,-24824291.69,2018,10
2018-10-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",949567.9,70554493.23,70435957.01,-203520.96,-118536.22,2018,10
2018-11-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",-17380306.12,56493908.12,38206525.58,-18290898.71,-18287382.54,2018,11
2018-11-01,Centro,"Hospital Distrital Figueira da Foz, EPE","40.117897, -8.8586755",-2742518.81,27637926.12,24353035.12,-3312005.39,-3284891.0,2018,11
2018-11-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, EPE","39.2410946, -8.6937515",-20504263.0,86286650.93,64106468.93,-22178478.38,-22180182.0,2018,11
2018-11-01,Norte,"Instituto Português de Oncologia do Porto, EPE","41.1785642, -8.6062881",-12379112.59,141710140.65,124431217.93,-17278648.51,-17278922.72,2018,11
2018-11-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",-2374194.24,54269227.6,50819576.59,-3456055.41,-3449651.01,2018,11
2018-11-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",-2237157.37,90472248.26,85642246.01,-4835408.14,-4830002.25,2018,11
2018-11-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",-2022710.61,80103921.82,76906296.68,-3282653.1,-3197625.14,2018,11
2018-12-01,Norte,"Centro Hospitalar do Tâmega e Sousa, EPE","41.2494561, -8.264901",-12489051.24,104898743.23,90353884.37,-14500059.16,-14544858.86,2018,12
2018-12-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-7038707.02,53916191.75,46513771.98,-7407186.16,-7402419.77,2018,12
2018-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",-20104313.97,98200389.44,76439030.27,-21843807.01,-21761359.17,2018,12
2018-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",1439343.61,25903908.73,23057447.77,-2848587.36,-2846460.96,2018,12
2018-12-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",-16310380.3,136907828.18,118717219.04,-18255990.41,-18190609.14,2018,12
2018-12-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E","37.0238973, -7.9281554",-18352862.02,229154929.29,206358837.24,-22860749.9,-22796092.05,2018,12
2018-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, EPE","38.7500861, -9.1616116",-58657941.09,460254324.21,392332354.83,-67986993.89,-67921969.38,2018,12
2018-12-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",-473618.99,57725507.91,54454409.06,-3277565.01,-3271098.85,2018,12
2018-12-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",-2666947.46,73548530.55,69546429.04,-4167235.07,-4002101.51,2018,12
2018-12-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",1667816.4,161074490.43,158373764.02,-2871011.37,-2700726.41,2018,12
2018-12-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",-6402072.09,94482794.56,86581405.03,-8090317.89,-7901389.53,2018,12
2018-12-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",-7426779.93,101540325.59,90936939.1,-10552963.88,-10603386.49,2018,12
2019-01-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE - Almada","38.6658713, -9.1822554",-219339.24,12240671.95,11790202.97,-450558.32,-450468.98,2019,1
2019-01-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, EPE","38.7396768, -9.1634516",-1206972.66,13078699.98,11293260.04,-1785439.94,-1785439.94,2019,1
2019-01-01,Norte,"Instituto Português de Oncologia do Porto, EPE","41.1785642, -8.6062881",-2013875.62,13345849.15,10966226.81,-2379622.34,-2379622.34,2019,1
2019-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",-1461482.99,9561756.89,7891556.41,-1670645.92,-1670200.48,2019,1
2019-01-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",-1970084.72,8638546.14,6561651.01,-2076964.13,-2076895.13,2019,1
2019-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, EPE","38.7500861, -9.1616116",-9497667.56,41368017.34,31100239.37,-10268962.28,-10267777.97,2019,1
2019-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Barreiro - Montijo, EPE","38.6554005, -9.0592392",-6758094.04,7201846.9,115302.33,-7086544.57,-7086544.57,2019,1
2019-01-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",2672351.29,6646878.71,9319230.0,2668018.24,2672351.29,2019,1
2019-01-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-373603.3,8765940.38,8154362.69,-611918.65,-611577.69,2019,1
2019-01-01,Norte,"Hospital da Senhora da Oliveira Guimarães, EPE","41.4387173, -8.3086907",-2897137.49,10554264.65,7521943.54,-3027692.11,-3032321.11,2019,1
2019-01-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",897251.28,5756050.31,6232388.6,475738.65,476338.29,2019,1
2019-02-01,Norte,"Hospital Distrital S.Maria Maior, EPE - Barcelos","41.5324234, -8.6171561",914978.85,3093633.01,3946210.63,853551.52,852577.62,2019,2
2019-02-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",-1021937.1,23990772.85,22553988.98,-1428329.86,-1436783.87,2019,2
2019-02-01,Norte,"Instituto Português de Oncologia do Porto, EPE","41.1785642, -8.6062881",-5369028.22,27902812.6,21802090.01,-6100722.59,-6100722.59,2019,2
2019-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",-3471455.34,19688318.5,15823082.98,-3865865.16,-3865235.52,2019,2
2019-02-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, EPE","41.1094138, -8.5972617",-7446758.04,39740162.53,31210489.17,-8532916.64,-8529673.36,2019,2
2019-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, EPE","38.7500861, -9.1616116",-15893415.16,80650414.13,63217727.41,-17436621.74,-17432686.72,2019,2
2019-02-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E","37.0238973, -7.9281554",-2782518.24,39335879.73,35807770.53,-3528803.56,-3528109.2,2019,2
2019-02-01,Norte,"Hospital da Senhora da Oliveira Guimarães, EPE","41.4387173, -8.3086907",-4803135.13,20174885.21,15101382.84,-5063655.09,-5073502.37,2019,2
2019-03-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE - Almada","38.6658713, -9.1822554",-4117160.25,39237400.78,34426851.31,-4807413.97,-4810549.47,2019,3
2019-03-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",-1405215.46,35769197.82,33741793.0,-2014297.47,-2027404.82,2019,3
2019-03-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",-1412415.36,25330283.12,23481108.34,-1845796.46,-1849174.78,2019,3
2019-03-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-1390975.63,41741843.44,39259029.51,-2494222.11,-2482813.93,2019,3
2019-03-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",-1116781.41,18737200.49,17299644.14,-1470943.44,-1437556.35,2019,3
2019-03-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",-3791816.92,32222705.8,28430888.88,-3803673.46,-3791816.92,2019,3
2019-03-01,Norte,"Hospital da Senhora da Oliveira Guimarães, EPE","41.4387173, -8.3086907",-6815447.78,29859186.78,22638188.14,-7205609.62,-7220998.64,2019,3
2019-04-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",-917161.62,20522375.81,18685146.34,-1700255.2,-1837229.47,2019,4
2019-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, EPE","38.708454, -9.216985",-14103593.23,82121460.17,65634496.02,-16478080.46,-16486964.15,2019,4
2019-04-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",-5613495.52,33929807.18,27736304.63,-6187985.35,-6193502.55,2019,4
2019-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Central, EPE","38.7166948, -9.1371248",-34165667.11,158264023.29,121901976.86,-35640436.58,-36362046.43,2019,4
2019-04-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",6980851.64,46721913.07,52139962.68,5419350.86,5418049.61,2019,4
2019-04-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-3997065.17,17647421.8,13514780.03,-4134796.41,-4132641.77,2019,4
2019-04-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",-29867721.37,175887435.07,144020439.91,-31740525.12,-31866995.16,2019,4
2019-04-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",-5655407.75,43296763.03,37641355.28,-5672076.71,-5655407.75,2019,4
2019-04-01,Norte,"Hospital da Senhora da Oliveira Guimarães, EPE","41.4387173, -8.3086907",-8980965.3,39701433.1,30179733.32,-9504374.42,-9521699.78,2019,4
2019-05-01,Centro,"Hospital Distrital Figueira da Foz, EPE","40.117897, -8.8586755",-1621475.88,14607188.58,12609379.97,-1996679.24,-1997808.61,2019,5
2019-05-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",-1184719.46,25833261.81,23499695.6,-2190854.97,-2333566.21,2019,5
2019-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, EPE","38.708454, -9.216985",-20050753.89,105760931.47,82723940.99,-22816304.43,-23036990.48,2019,5
2019-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",-10393006.56,52293838.46,40911256.34,-11383745.2,-11382582.12,2019,5
2019-05-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",-2800602.67,40743398.68,37408743.96,-3335479.55,-3334654.72,2019,5
2019-05-01,Norte,"Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE","41.3828711, -8.7589945",-3826615.4,14683438.92,10667325.87,-4021440.5,-4016113.05,2019,5
2019-05-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-933959.36,69282245.02,66528555.16,-2770023.47,-2753689.86,2019,5
2019-05-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",-383451.33,3287647.45,2904196.12,-383451.33,-383451.33,2019,5
2019-06-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, EPE","38.7396768, -9.1634516",-4549153.63,76460756.23,68440798.92,-8018736.02,-8019957.31,2019,6
2019-06-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",-10355253.45,59365964.68,47827965.38,-11539450.53,-11537999.3,2019,6
2019-06-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",9512848.85,70365634.26,77544788.57,7183493.57,7179154.31,2019,6
2019-06-01,Norte,"Centro Hospitalar do Tâmega e Sousa, EPE","41.2494561, -8.264901",-6781718.75,55159938.52,47235725.02,-7923304.96,-7924213.5,2019,6
2019-06-01,Norte,"Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE","41.3828711, -8.7589945",-3262809.39,16196617.49,12706410.92,-3496109.33,-3490206.57,2019,6
2019-06-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-1597195.76,83505036.86,79724164.5,-3798960.6,-3780872.36,2019,6
2019-06-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",-3490933.57,45420503.24,41152611.17,-4276642.43,-4267892.07,2019,6
2019-06-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",7897045.67,47364209.28,53701168.61,6373015.27,6336959.33,2019,6
2019-06-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",-1303423.25,29395199.04,27470292.61,-1859700.44,-1924906.43,2019,6
2019-06-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",710878.01,3667092.09,4377970.1,710878.01,710878.01,2019,6
2019-06-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",-185519.65,2982761.29,2797241.64,-185519.65,-185519.65,2019,6
2019-07-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",-1455897.88,83950011.36,81025578.11,-2889920.08,-2924433.25,2019,7
2019-07-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",-1794634.57,37029194.27,33629908.95,-3206220.42,-3399285.32,2019,7
2019-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, EPE","38.708454, -9.216985",-22545035.16,141674693.15,114918936.71,-26522598.63,-26755756.44,2019,7
2019-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Central, EPE","38.7166948, -9.1371248",-40242646.91,265064793.17,220352973.64,-43826936.48,-44711819.53,2019,7
2019-07-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",-6893096.12,84169278.62,74558499.49,-9654792.43,-9610779.13,2019,7
2019-07-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, EPE","41.1094138, -8.5972617",-22336150.91,135401011.16,109362883.87,-26063838.82,-26038127.29,2019,7
2019-07-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-1481130.34,97331281.37,93302528.33,-4049707.18,-4028753.04,2019,7
2019-07-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",-7266865.07,59099999.28,50744247.53,-8339039.99,-8355751.75,2019,7
2019-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar Psiquiátrico de Lisboa, SPA","38.7569771, -9.1460705",1457729.6,14731791.79,13666137.91,-1065054.48,-1065653.88,2019,7
2019-08-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-1377545.41,111215435.38,106926321.17,-4312358.07,-4289114.21,2019,8
2019-08-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",-19498295.16,97029688.92,76278275.76,-20808984.35,-20751413.16,2019,8
2019-08-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-10098406.34,72681915.21,60724210.67,-11969794.96,-11957704.54,2019,8
2019-08-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",135768.57,64858981.03,62886520.97,-1943001.37,-1972460.06,2019,8
2019-08-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",-1838938.24,39296751.48,36622048.79,-2591474.79,-2674702.69,2019,8
2019-08-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E","37.0238973, -7.9281554",-11217908.22,152705029.99,138504757.93,-14186808.89,-14200272.06,2019,8
2019-08-01,Centro,Hospital Rovisco Pais,"40.297919, -8.7707806",1078880.87,5608358.67,6156371.91,545349.93,548013.24,2019,8
2019-09-01,Norte,"Hospital Distrital S.Maria Maior, EPE - Barcelos","41.5324234, -8.6171561",260755.63,18047232.54,18021375.31,-27742.69,-25857.23,2019,9
2019-09-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, EPE","39.2410946, -8.6937515",-16774316.3,67794180.08,49361022.89,-18430621.48,-18433157.19,2019,9
2019-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",-19850174.28,92713995.35,71086289.27,-21630500.16,-21627706.08,2019,9
2019-09-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",-1928942.92,67885180.27,64994943.66,-2891747.16,-2890236.61,2019,9
2019-09-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",-93836.47,23261466.16,22877768.57,-360954.38,-383697.59,2019,9
2019-09-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",-11435683.53,77678652.15,64842971.46,-12858952.8,-12835680.69,2019,9
2019-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Barreiro - Montijo, EPE","38.6554005, -9.0592392",-10662590.33,68079831.55,54482229.68,-13599163.19,-13597601.87,2019,9
2019-09-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",-29176818.06,315223329.8,279778794.6,-35104967.65,-35444535.2,2019,9
2019-09-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",-15770488.85,75233053.45,58225238.27,-17006063.48,-17007815.18,2019,9
2019-09-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",-21533875.55,109140135.16,86196499.61,-23007435.18,-22943635.55,2019,9
2019-09-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-10330636.92,80416983.43,68007858.41,-12424474.46,-12409125.02,2019,9
2019-09-01,Norte,"Hospital da Senhora da Oliveira Guimarães, EPE","41.4387173, -8.3086907",-21966473.5,91956393.93,68703638.53,-22654942.09,-23252755.4,2019,9
2019-10-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, EPE","39.2410946, -8.6937515",-18588494.6,75691789.82,55220189.45,-20468721.15,-20471600.37,2019,10
2019-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",-22744763.96,104051418.12,79336287.8,-24718063.14,-24715130.32,2019,10
2019-10-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",-13648674.82,96203532.56,79193414.36,-17013458.4,-17010118.2,2019,10
2019-10-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",-178968.88,25922468.49,25415278.67,-481447.99,-507189.82,2019,10
2019-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Barreiro - Montijo, EPE","38.6554005, -9.0592392",-13167498.28,76536496.16,60102986.8,-16435070.68,-16433509.36,2019,10
2019-10-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-11282027.42,90210560.39,76633638.83,-13593035.13,-13576921.56,2019,10
2019-10-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",-1897309.38,83233020.93,78685711.04,-4518324.76,-4547309.89,2019,10
2019-11-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",-16920627.84,60867415.32,42902070.99,-17969190.23,-17965344.33,2019,11
2019-11-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, EPE","38.7396768, -9.1634516",-9587864.79,140072857.78,124125895.33,-15960918.7,-15946962.45,2019,11
2019-11-01,Norte,"Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE","41.3828711, -8.7589945",-7144628.45,31691835.04,24097866.48,-7608872.68,-7593.0,2019,11
