tempo,regiao,entidade,localizacao_geografica,ebitda,gastos_operacionais,rendimentos_operacionais,resultado_liquido,resultados_operacionais,ano,mes
2015-07-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-702272.92,26021200.71,24543217.89,-1291763.18,-1477982.8199999998,2015,7
2015-07-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",-686543.1,65668495.65,63431837.55,-2233007.94,-2236658.1,2015,7
2015-07-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",147425.3,154869259.69,152093365.62,-2514292.9600000004,-2775894.07,2015,7
2015-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, EPE","38.7500861, -9.1616116",-37637631.370000005,244889986.57,200700821.96,-44402341.53,-44189164.61,2015,7
2015-07-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, EPE","41.1094138, -8.5972617",-4975378.09,102785263.35,93824625.63,-8501095.7,-8960637.72,2015,7
2015-07-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",839322.38,15972980.5,16654494.85,696897.24,681514.3500000001,2015,7
2015-07-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",-3765887.73,47530927.59,42193011.19,-4401619.5,-5337916.4,2015,7
2015-07-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",-76676.53,37284924.08,36356727.17,-852247.58,-928196.91,2015,7
2015-07-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",1004609.37,78771544.61,76990161.8,-1545554.35,-1781382.81,2015,7
2015-07-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",1941886.34,28246357.950000003,29545182.46,1061958.7,1298824.51,2015,7
2015-07-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",-613477.6799999999,47111593.32,45617394.11,-1506481.96,-1494199.21,2015,7
2015-08-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",123814.32,53745257.62,51559685.38,-1685267.51,-2185572.24,2015,8
2015-08-01,Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",0.0,0.0,0.0,0.0,0.0,2015,8
2015-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",-7594853.63,52083903.77,43456096.79000001,-8492563.98,-8627806.979999999,2015,8
2015-08-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E","37.0238973, -7.9281554",10596581.3,121360024.41,128161809.31,7162078.85,6801784.899999999,2015,8
2015-08-01,Centro,"Hospital Distrital Figueira da Foz, EPE","40.117897, -8.8586755",1246898.3,16788534.55,17653781.200000003,904481.69,865246.65,2015,8
2015-08-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, EPE","38.7396768, -9.1634516",-7149301.029999999,82328747.42,71479401.80000001,-10461032.19,-10849345.62,2015,8
2015-08-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",-852684.65,58290144.71,55227757.63,-2843734.89,-3062387.08,2015,8
2015-09-01,Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",0.0,0.0,0.0,0.0,0.0,2015,9
2015-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Barreiro - Montijo, EPE","38.6554005, -9.0592392",-7072218.35999999,55729267.28,45565195.75,-10249760.48,-10164071.53,2015,9
2015-09-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-2384713.33,34053723.2,30671668.57,-3165255.0700000003,-3382054.63,2015,9
2015-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",-9000599.67,59137856.15,48975136.86,-9916559.87,-10162719.29,2015,9
2015-09-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",-999858.76,84471125.89,81478263.13000001,-2953560.8200000003,-2992862.76,2015,9
2015-09-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",-7715577.5,89424332.46000001,76302518.17999999,-11189769.21,-13121814.28,2015,9
2015-09-01,Norte,"Hospital da Senhora da Oliveira Guimarães, EPE","41.4387173, -8.3086907",-3611876.44,62954510.96,58121224.739999995,-4822038.38,-4833286.22,2015,9
2015-09-01,Centro,"Hospital Distrital Figueira da Foz, EPE","40.117897, -8.8586755",1341169.98,18947593.16,19859014.27,976229.67,911421.11,2015,9
2015-09-01,Centro,Hospital Rovisco Pais,"40.297919, -8.7707806",649929.6799999999,5770733.85,5750588.46,-31511.51,-20145.39,2015,9
2015-09-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",2161972.45,100688259.16,99073023.81,-1267496.25,-1615235.35,2015,9
2015-09-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",-1531241.2200000002,62743586.73,59933380.35,-2855740.73,-2810206.38,2015,9
2015-10-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",11067.98,67588577.65,64712912.43,-2272242.4,-2875665.2199999997,2015,10
2015-10-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-1128271.2100000002,75157574.55999999,71363079.19,-3694612.33,-3794495.37,2015,10
2015-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",-9830953.86,66378286.89,55250203.39,-11159953.38,-11128083.5,2015,10
2015-10-01,Norte,"Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE","41.3828711, -8.7589945",-2738940.33,21559460.61,18422990.85,-3079781.49,-3136469.76,2015,10
2015-10-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",-4732530.59,222621693.45,213669449.99,-8963324.370000001,-8952243.459999999,2015,10
2015-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, EPE","38.7500861, -9.1616116",-50014599.629999995,341039651.94,281712704.41,-59728126.21,-59326947.53,2015,10
2015-10-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, EPE","41.1094138, -8.5972617",-4960442.81,145098385.6,134465947.94000003,-9980264.510000002,-10632437.66,2015,10
2015-10-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",896480.39,3431533.7800000003,4328014.17,928344.46,896480.39,2015,10
2015-10-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",978619.45,22833517.44,23589136.07,780972.37,755618.63,2015,10
2015-10-01,Centro,"Hospital Distrital Figueira da Foz, EPE","40.117897, -8.8586755",1539840.7,21250309.92,22311817.299999997,1132535.69,1061507.38,2015,10
2015-10-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",294151.12,4054736.08,4248514.91,209966.78,193778.83,2015,10
2015-10-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, EPE","38.7396768, -9.1634516",-7403491.0,101703840.36,89675293.63,-8776263.370000001,-12028546.73,2015,10
2015-10-01,Norte,"Instituto Português de Oncologia do Porto, EPE","41.1785642, -8.6062881",1726032.38,102899171.42,99054301.73,-1780819.05,-3844869.69,2015,10
2015-10-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",1539219.48,112851359.96,110218090.01,-2242250.69,-2633269.9499999997,2015,10
2015-10-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",-3470117.19,68426825.19,63691551.82,-4760220.85,-4735273.37,2015,10
2015-11-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-902333.84,83048523.11,79265896.81,-3652469.34,-3782626.3,2015,11
2015-11-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",471267.52,4557926.180000001,4919072.739999999,377334.51,361146.56,2015,11
2015-11-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",-10312546.77,86557386.62,73949719.62,-12212405.41,-12607667.0,2015,11
2015-11-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",-1343933.0,59496152.49,56812737.71,-2064940.75,-2683414.7800000003,2015,11
2015-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Barreiro - Montijo, EPE","38.6554005, -9.0592392",-9253435.49,76999865.82000001,63355907.14,-12269837.6,-13643958.68,2015,12
2015-12-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-6002635.52,48733579.46,41584310.92,-6416858.559999999,-7149268.539999999,2015,12
2015-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",-2100231.599999984,79231069.75999999,74573172.93,-3193876.1999999834,-4657896.829999983,2015,12
2015-12-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",250270.6399999964,113412426.75,111068308.65999998,-2063125.5800000036,-2344118.0900000036,2015,12
2015-12-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",1312502.7399999893,48933751.04000001,47163415.77,209498.3999999891,-1770335.2700000107,2015,12
2015-12-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",1220774.1200000066,66671132.02,65783946.38,-592514.9999999932,-887185.6399999931,2015,12
2016-01-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",-794203.75,7316054.8,6236851.050000001,-1058202.45,-1079203.75,2016,1
2016-01-01,Norte,"Centro Hospitalar do Tâmega e Sousa, EPE","41.2494561, -8.264901",-882971.91,7476977.98,6251190.140000001,-1136418.07,-1225787.84,2016,1
2016-01-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",16102.81,3329684.19,3345787.0,18092.79,16102.81,2016,1
2016-01-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",126274.07,233744.27,360018.34,137212.29,126274.07,2016,1
2016-01-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",130361.11,389060.13,519421.24,108346.08,130361.11,2016,1
2016-01-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE - Almada","38.6658713, -9.1822554",930715.07,13376497.47,13124069.1,331526.1,-252428.37,2016,1
2016-01-01,Norte,"Instituto Português de Oncologia do Porto, EPE","41.1785642, -8.6062881",-975780.44,10995828.489999998,9400422.32,-1180637.47,-1595406.17,2016,1
2016-01-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",20617.96,4972446.85,4924080.91,-31930.37,-48365.94,2016,1
2016-01-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-104883.76,11713942.19,11213776.8,-458781.19,-500165.39,2016,1
2016-02-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",-2262208.48,13933595.4,11324170.54,-2509857.15,-2609424.86,2016,2
2016-02-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Barreiro - Montijo, EPE","38.6554005, -9.0592392",-1268002.19,12710497.6,10752008.06,-1942760.42,-1958489.54,2016,2
2016-02-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",-2654454.79,46625603.809999995,43128458.3,-3494980.57,-3497145.51,2016,2
2016-02-01,Norte,"Hospital da Senhora da Oliveira Guimarães, EPE","41.4387173, -8.3086907",-3039546.92,16127776.58,12802650.34,-3269162.56,-3325126.24,2016,2
2016-02-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE - Almada","38.6658713, -9.1822554",-725777.4,24334827.29,23094992.37,-814732.88,-1239834.92,2016,2
2016-02-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, EPE","38.7396768, -9.1634516",-518575.08,21260605.24,19767351.74,-1493152.95,-1493253.5,2016,2
2016-02-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",306942.23,7920624.67,8035751.58,145775.63,115126.91,2016,2
2016-02-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",-569859.25,13499745.029999996,12670578.4,-817367.62,-829166.63,2016,2
2016-03-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-753918.63,11299773.27,10545854.64,-753003.83,-753918.63,2016,3
2016-03-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",-3042331.84,31249894.12,27585075.279999997,-3549408.25,-3664818.84,2016,3
2016-03-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",-2634647.17,30539221.209999997,26424615.299999997,-3434059.22,-4114605.91,2016,3
2016-03-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Norte, EPE","38.7500861, -9.1616116",-30244674.83,111964667.97,79286431.34,-32652229.86,-32678236.63,2016,3
2016-03-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",178862.44,6879944.57,6994468.800000001,119374.55,114524.23,2016,3
2016-03-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, EPE","38.7422257, -9.2264834",-5438021.36,43464118.98,37001111.330000006,-6508673.12,-6463007.65,2016,3
2016-03-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",117595.91,12835966.169999998,12202591.86,-244310.75,-633374.31,2016,3
2016-04-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Barreiro - Montijo, EPE","38.6554005, -9.0592392",-5259791.990000001,27517536.12,20877704.220000003,-6637186.77,-6639831.900000001,2016,4
2016-04-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",-415607.9,140678695.88,137731552.16,-2929184.16,-2947143.72,2016,4
2016-04-01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",-4857398.23,19778524.15,14558111.07,-5146912.69,-5220413.08,2016,4
2016-04-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",-8272792.4,114638614.27,103562724.65,-10203091.57,-11075889.62,2016,4
2016-04-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",-72276.27,9350875.85,9192345.01,-151764.65,-158530.84,2016,4
2016-04-01,Lisboa e Vale do Tejo,"Hospital Distrital Santarém, EPE","39.2410946, -8.6937515",-3415459.01,27427774.569999997,23294815.3,-4147534.94,-4132959.27,2016,4
2016-04-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, EPE","38.7422257, -9.2264834",-8294131.24,57703411.1,48045641.0,-9708446.48,-9657770.1,2016,4
2016-04-01,Centro,Hospital Rovisco Pais,"40.297919, -8.7707806",44200.84,2471201.45,2227628.03,-204549.57,-243573.42,2016,4
2016-04-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",-3856826.96,43422665.63,38434102.67,-5145584.58,-4988562.96,2016,4
2016-04-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-1131348.85,47408016.43,44695541.06,-2550387.78,-2712475.37,2016,4
2016-05-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",-2186362.41,36318917.370000005,32720610.35,-3285863.35,-3598307.020000007,2016,5
2016-05-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Barreiro - Montijo, EPE","38.6554005, -9.0592392",-8000119.500000002,34735719.96,25012118.540000003,-9722691.48,-9723601.419999998,2016,5
2016-05-01,Norte,"Centro Hospitalar do Tâmega e Sousa, EPE","41.2494561, -8.264901",-4609558.0,37918308.19,31561673.06,-5909342.01,-6356635.129999995,2016,5
2016-05-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, EPE","38.7422257, -9.2264834",-10478360.0,73100546.48,60916731.86,-12258709.58,-12183814.620000005,2016,5
2016-05-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",624700.82,21481546.36,21612014.96,85908.92,130468.60000000148,2016,5
2016-06-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",41957.07999999402,46838255.77,45182988.36999999,-1440773.940000006,-1655267.400000006,2016,6
2016-06-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",-7022561.119999992,61085592.629999995,51160386.41,-8639342.98999999,-9925206.219999991,2016,6
2016-06-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",478686.36000000034,1871433.71,2350120.0700000003,465439.1900000003,478686.36000000034,2016,6
2016-06-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",230163.19000000163,13964963.48,14063579.49,113837.49000000164,98616.01000000164,2016,6
2016-06-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",-1622726.130000005,44464033.120000005,41311423.18,-2882096.4900000053,-3152609.940000005,2016,6
2016-07-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",-764485.1900000155,48238532.16000001,45497324.52,-2353569.730000016,-2741207.6400000155,2016,7
2016-07-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-178728.00000000023,54803894.85,52647016.03,-1930630.3700000003,-2156878.8200000003,2016,7
2016-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, EPE","38.708454, -9.216985",-16409977.929999994,131388053.36,111099940.04,-21008045.07999999,-20288113.319999993,2016,7
2016-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, SPA","39.4054629, -9.1258493",-1031678.0999999924,41444847.309999995,39951798.06,955017.4600000076,-1493049.2499999923,2016,7
2016-07-01,Norte,"Centro Hospitalar do Tâmega e Sousa, EPE","41.2494561, -8.264901",-3867414.479999992,50547418.86,44220431.25000001,-5789715.559999992,-6326987.609999992,2016,7
2016-07-01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",-5786564.160000006,46780187.99000001,40078048.84,-4585286.890000006,-6702139.150000006,2016,7
2016-07-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",-3890439.3599999994,68817296.47,63474384.11,-5453503.749999999,-5342912.359999999,2016,7
2016-07-01,Centro,"Hospital Distrital Figueira da Foz, EPE","40.117897, -8.8586755",1230944.3200000003,14952917.45,15833989.09,996351.4200000004,881071.6400000006,2016,7
2016-07-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",-5066798.729999997,70489114.28999999,63783286.809999995,-7141761.839999997,-6705827.479999997,2016,7
2016-07-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-1670771.3599999957,83062265.91,78624523.14,-4165422.339999996,-4437742.769999996,2016,7
2016-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Barreiro - Montijo, EPE","38.6554005, -9.0592392",0.0,0.0,0.0,0.0,0.0,2016,8
2016-08-01,Norte,"Centro Hospitalar Médio Ave, EPE","41.3423984, -8.4802503",-3224388.44,29368990.270000003,25836857.99,-3247964.52,-3532132.28,2016,8
2016-08-01,Norte,"Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE","41.3828711, -8.7589945",-3095134.52,18250686.14,14851204.42,-3429652.55,-3399481.72,2016,8
2016-08-01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Central, EPE","38.7166948, -9.1371248",-14561264.79,271011464.56,251255358.17,-20085748.8,-19756106.39,2016,8
2016-08-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",569363.16,2579077.8000000003,3148440.9599999995,555592.9,569363.16,2016,8
2016-08-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",348284.57,18688405.57,18858269.99,193987.4,169864.42,2016,8
2016-08-01,Centro,"Hospital Distrital Figueira da Foz, EPE","40.117897, -8.8586755",1075113.93,17216121.47,17890103.12,787751.87,673981.65,2016,8
2016-08-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",-2970070.21,56482145.76,51805397.6,-3739870.96,-4676748.16,2016,8
2016-08-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",22258.03,33851214.330000006,31820420.15,-1160639.82,-2030794.18,2016,8
2016-08-01,Lisboa e Vale do Tejo,"Instituto Português de Oncologia de Lisboa, EPE","38.7396768, -9.1634516",-6010815.86,84771433.93,74809199.78,-9484851.96,-9962234.15,2016,8
2016-08-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",-6736111.59,81244176.17,72655561.85,-8922711.15,-8588614.32,2016,8
2016-08-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-1958163.31,95107087.59,89986877.55,-4859902.81,-5120210.04,2016,8
2016-08-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",-852241.2,57003511.26,55121662.78,-1645652.06,-1881848.48,2016,8
2016-08-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",1036534.42,34622310.56,34863161.93000001,207165.56,240851.37,2016,8
2016-09-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",-1936333.88,71032837.67000002,66547646.42,-2785445.28,-4485191.25,2016,9
2016-09-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, EPE","38.708454, -9.216985",-11930816.28,163482828.6,146559614.98,-16765400.98,-16923213.62,2016,9
2016-09-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",-10840081.34,209464414.36,194823424.82,-14550338.0,-14640989.54,2016,9
2016-09-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, EPE","41.1094138, -8.5972617",-14760172.58,140356955.65,120433625.61,-19377354.75,-19923330.04,2016,9
2016-09-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",283467.38,5192508.9,5475976.28,202963.83,283467.38,2016,9
2016-09-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, EPE","38.7422257, -9.2264834",-21258496.11,133275180.7,109013032.27,-24358760.17,-24262148.43,2016,9
2016-09-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",-3500129.03,66242792.6,61591123.8,-4411073.0,-4651668.8,2016,9
2016-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",-18832238.99,71840491.35,93165186.99,-22390135.18,-21324695.64,2016,10
2016-10-01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, SPA","39.4054629, -9.1258493",-206249.22,59133075.309999995,60100496.84,-1010050.61,-967421.53,2016,10
2016-10-01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",-12662723.4,352175510.55999994,371167073.72,-17649083.24,-18991563.16,2016,10
2016-10-01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",-4994375.45,274548182.58,286784853.16,-9867656.91,-12236670.58,2016,10
2016-10-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E","37.0238973, -7.9281554",3187553.67,150972929.86,151994964.2,717826.15,-1022034.34,2016,10
2016-10-01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",-5097978.02,223340855.39,232664790.57,-9202933.6,-9323935.18,2016,10
2016-10-01,Centro,Hospital Arcebispo João Crisóstomo - Cantanhede,"40.3470015, -8.5933462",506576.2,3842510.55,3335934.35,508953.62,506576.2,2016,10
2016-10-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",634284.57,23607096.05,23199390.880000003,438258.22,407705.17,2016,10
2016-10-01,Norte,"Hospital Distrital S.Maria Maior, EPE - Barcelos","41.5324234, -8.6171561",-1569780.16,17793186.449999996,19693955.520000003,-1872687.56,-1900769.07,2016,10
2016-10-01,Lisboa e Vale do Tejo,"Hospital Fernando Fonseca, EPE","38.7422257, -9.2264834",-23860643.67,120682704.78,147890922.59000003,-27296961.75,-27208217.81,2016,10
2016-10-01,Centro,Hospital Rovisco Pais,"40.297919, -8.7707806",388080.34,6042492.26,6376487.069999999,-510468.88,-333994.81,2016,10
2016-10-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",-3173386.11,112174060.43,119299643.91,-6782791.12,-7125583.48,2016,10
2016-11-01,Centro,Hospital Dr. Francisco Zagalo - Ovar,"40.8571967, -8.6318023",65797.45,6466661.04,6532458.49,-3596.14,65797.45,2016,11
2016-11-01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE - Almada","38.6658713, -9.1822554",-1330611.63,134743539.1,130243967.9,-4267587.84,-4499571.2,2016,11
2016-11-01,Lisboa e Vale do Tejo,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",428013.6,4867190.62,5181000.75,311440.59,313810.13,2016,11
2016-11-01,Centro,"Instituto Português de Oncologia de Coimbra, EPE","40.2162514, -8.4103814",216096.83,47068014.49,44398667.91,-1457424.1,-2669346.58,2016,11
2016-11-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",3455594.75,73709711.72000001,75739145.07000001,2019827.32,2029433.35,2016,11
2016-12-01,Norte,"Centro Hospitalar de Entre o Douro e Vouga, EPE","40.9293884, -8.5458794",-3296565.53,87620726.03,80941679.17,-6664869.8,-6679046.86,2016,12
2016-12-01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",2123367.38,95689273.47,93664038.88,-2218078.94,-2025234.59,2016,12
2016-12-01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa - Zona Ocidental, EPE","38.708454, -9.216985",8532003.69,220945277.68,222777936.61,2156646.33,1832658.93,2016,12
2016-12-01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",-3589982.79,82009325.95,76371074.84,-4773115.42,-5638251.11,2016,12
2016-12-01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",-3923996.2,119897526.84,112304808.84,-6898098.63,-7592718.0,2016,12
2016-12-01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",-8947176.23,130192327.43,115414753.69,-10813379.55,-14777573.74,2016,12
2016-12-01,Norte,"Centro Hospitalar Vila Nova Gaia/Espinho, EPE","41.1094138, -8.5972617",-16286202.41,189388686.44,166155440.88,-22436634.34,-23233245.56,2016,12
2016-12-01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",1574655.75,27826594.2,29032314.66,960563.35,1205720.46,2016,12
2016-12-01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",-4714537.24,88125228.53,80179680.25,-6774808.36,-7945548.28,2016,12
2016-12-01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",1911670.42,67815770.97,67745295.26,417752.14,-70475.71,2016,12
