tempo,periodo_format_2,regiao,instituicao,localizacao_geografica,no_de_consultas_medicas_total,no_de_primeiras_consultas,no_de_consultas_subsequentes,ano,mes
2015-03-01,2015/03/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",72484.0,20994.0,51490.0,2015,3
2015-03-01,2015/03/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",62412.0,11391.0,51021.0,2015,3
2015-03-01,2015/03/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",122276.0,36196.0,86080.0,2015,3
2015-03-01,2015/03/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",17243.0,5385.0,11858.0,2015,3
2015-04-01,2015/04/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",21536.0,6763.0,14773.0,2015,4
2015-04-01,2015/04/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",92048.0,28573.0,63475.0,2015,4
2015-04-01,2015/04/01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",6068.0,2806.0,3262.0,2015,4
2015-04-01,2015/04/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",266891.0,66855.0,200036.0,2015,4
2015-04-01,2015/04/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",50977.0,19178.0,31799.0,2015,4
2015-04-01,2015/04/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",16680.0,1225.0,15455.0,2015,4
2015-04-01,2015/04/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",83119.0,30688.0,52431.0,2015,4
2015-05-01,2015/05/01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",7714.0,3638.0,4076.0,2015,5
2015-05-01,2015/05/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",93900.0,27975.0,65925.0,2015,5
2015-05-01,2015/05/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",59278.0,20585.0,38693.0,2015,5
2015-05-01,2015/05/01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",22830.0,11669.0,11161.0,2015,5
2015-05-01,2015/05/01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",108231.0,29786.0,78445.0,2015,5
2015-06-01,2015/06/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",32001.0,10036.0,21965.0,2015,6
2015-06-01,2015/06/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",135910.0,41749.0,94161.0,2015,6
2015-06-01,2015/06/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",91522.0,22503.0,69019.0,2015,6
2015-06-01,2015/06/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",396262.0,98489.0,297773.0,2015,6
2015-06-01,2015/06/01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",33112.0,2228.0,30884.0,2015,6
2015-06-01,2015/06/01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",27217.0,13933.0,13284.0,2015,6
2015-06-01,2015/06/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",126516.0,23090.0,103426.0,2015,6
2015-06-01,2015/06/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",24723.0,1848.0,22875.0,2015,6
2015-06-01,2015/06/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",122686.0,45459.0,77227.0,2015,6
2015-06-01,2015/06/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",54426.0,19929.0,34497.0,2015,6
2015-07-01,2015/07/01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",75606.0,12962.0,62644.0,2015,7
2015-07-01,2015/07/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",275437.0,64690.0,210747.0,2015,7
2015-07-01,2015/07/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",78632.0,26015.0,52617.0,2015,7
2015-07-01,2015/07/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",166128.0,46726.0,119402.0,2015,7
2015-07-01,2015/07/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",181173.0,69134.0,112039.0,2015,7
2015-07-01,2015/07/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",282880.0,84187.0,198693.0,2015,7
2015-08-01,2015/08/01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",2569.0,1027.0,1542.0,2015,8
2015-08-01,2015/08/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",21421.0,8397.0,13024.0,2015,8
2015-08-01,2015/08/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",57502.0,17669.0,39833.0,2015,8
2015-08-01,2015/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",303737.0,71548.0,232189.0,2015,8
2015-08-01,2015/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",455326.0,121863.0,333463.0,2015,8
2015-08-01,2015/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",112897.0,45775.0,67122.0,2015,8
2015-08-01,2015/08/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",95497.0,25227.0,70270.0,2015,8
2015-08-01,2015/08/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",480928.0,126011.0,354917.0,2015,8
2015-08-01,2015/08/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",112613.0,34238.0,78375.0,2015,8
2015-08-01,2015/08/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",315199.0,93934.0,221265.0,2015,8
2015-08-01,2015/08/01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",167554.0,46779.0,120775.0,2015,8
2015-08-01,2015/08/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",31925.0,2472.0,29453.0,2015,8
2015-08-01,2015/08/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",42804.0,14001.0,28803.0,2015,8
2015-08-01,2015/08/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",69467.0,25520.0,43947.0,2015,8
2015-09-01,2015/09/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",122042.0,38853.0,83189.0,2015,9
2015-09-01,2015/09/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",154354.0,44402.0,109952.0,2015,9
2015-09-01,2015/09/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",675015.0,158593.0,516422.0,2015,9
2015-09-01,2015/09/01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",2904.0,1164.0,1740.0,2015,9
2015-09-01,2015/09/01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",94291.0,16213.0,78078.0,2015,9
2015-09-01,2015/09/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",75105.0,26762.0,48343.0,2015,9
2015-09-01,2015/09/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",514294.0,137820.0,376474.0,2015,9
2015-09-01,2015/09/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",226843.0,85769.0,141074.0,2015,9
2015-09-01,2015/09/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",220426.0,57949.0,162477.0,2015,9
2015-09-01,2015/09/01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",209114.0,64526.0,144588.0,2015,9
2015-10-01,2015/10/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",760339.0,178287.0,582052.0,2015,10
2015-10-01,2015/10/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",185698.0,55259.0,130439.0,2015,10
2015-10-01,2015/10/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",578700.0,154939.0,423761.0,2015,10
2015-10-01,2015/10/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",126369.0,47462.0,78907.0,2015,10
2015-10-01,2015/10/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",120351.0,31934.0,88417.0,2015,10
2015-10-01,2015/10/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",140296.0,42414.0,97882.0,2015,10
2015-10-01,2015/10/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",40779.0,3151.0,37628.0,2015,10
2015-10-01,2015/10/01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",233204.0,71884.0,161320.0,2015,10
2015-10-01,2015/10/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",198902.0,73055.0,125847.0,2015,10
2015-11-01,2015/11/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",93389.0,26955.0,66434.0,2015,11
2015-11-01,2015/11/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",191166.0,54571.0,136595.0,2015,11
2015-11-01,2015/11/01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",17662.0,8157.0,9505.0,2015,11
2015-11-01,2015/11/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",30403.0,11588.0,18815.0,2015,11
2015-11-01,2015/11/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",159452.0,64560.0,94892.0,2015,11
2015-11-01,2015/11/01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",59386.0,4076.0,55310.0,2015,11
2015-11-01,2015/11/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",127633.0,45016.0,82617.0,2015,11
2015-11-01,2015/11/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",274950.0,85304.0,189646.0,2015,11
2015-11-01,2015/11/01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",49049.0,24796.0,24253.0,2015,11
2015-11-01,2015/11/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",677992.0,177679.0,500313.0,2015,11
2015-11-01,2015/11/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",269473.0,101929.0,167544.0,2015,11
2015-11-01,2015/11/01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",247506.0,71761.0,175745.0,2015,11
2015-11-01,2015/11/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",99087.0,36419.0,62668.0,2015,11
2015-12-01,2015/12/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",64261.0,20074.0,44187.0,2015,12
2015-12-01,2015/12/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",101357.0,29051.0,72306.0,2015,12
2015-12-01,2015/12/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",206391.0,58641.0,147750.0,2015,12
2015-12-01,2015/12/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",262118.0,79100.0,183018.0,2015,12
2015-12-01,2015/12/01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",3786.0,1543.0,2243.0,2015,12
2015-12-01,2015/12/01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",19018.0,8735.0,10283.0,2015,12
2015-12-01,2015/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",768309.0,189295.0,579014.0,2015,12
2015-12-01,2015/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",132962.0,43420.0,89542.0,2015,12
2015-12-01,2015/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",694608.0,184283.0,510325.0,2015,12
2015-12-01,2015/12/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",252954.0,47128.0,205826.0,2015,12
2015-12-01,2015/12/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",166243.0,49749.0,116494.0,2015,12
2015-12-01,2015/12/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",662819.0,168388.0,494431.0,2015,12
2015-12-01,2015/12/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",79754.0,26666.0,53088.0,2015,12
2015-12-01,2015/12/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",303323.0,113470.0,189853.0,2015,12
2016-01-01,2016/01/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",15669.0,4855.0,10814.0,2016,1
2016-01-01,2016/01/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",78954.0,19181.0,59773.0,2016,1
2016-01-01,2016/01/01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",10634.0,1771.0,8863.0,2016,1
2016-01-01,2016/01/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",14494.0,3574.0,10920.0,2016,1
2016-01-01,2016/01/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",14821.0,6018.0,8803.0,2016,1
2016-01-01,2016/01/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",12548.0,3436.0,9112.0,2016,1
2016-01-01,2016/01/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",25853.0,6587.0,19266.0,2016,1
2016-01-01,2016/01/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",41429.0,12121.0,29308.0,2016,1
2016-02-01,2016/02/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",16780.0,4787.0,11993.0,2016,2
2016-02-01,2016/02/01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",663.0,249.0,414.0,2016,2
2016-02-01,2016/02/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",15154.0,5195.0,9959.0,2016,2
2016-02-01,2016/02/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",15153.0,4703.0,10450.0,2016,2
2016-02-01,2016/02/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",37381.0,10942.0,26439.0,2016,2
2016-02-01,2016/02/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",29726.0,11913.0,17813.0,2016,2
2016-02-01,2016/02/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",24719.0,6982.0,17737.0,2016,2
2016-02-01,2016/02/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",116210.0,29939.0,86271.0,2016,2
2016-02-01,2016/02/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",46413.0,17696.0,28717.0,2016,2
2016-02-01,2016/02/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",50496.0,18408.0,32088.0,2016,2
2016-03-01,2016/03/01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",1104.0,431.0,673.0,2016,3
2016-03-01,2016/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",44827.0,10980.0,33847.0,2016,3
2016-03-01,2016/03/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",39883.0,14604.0,25279.0,2016,3
2016-03-01,2016/03/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",79948.0,25196.0,54752.0,2016,3
2016-03-01,2016/03/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",71623.0,20721.0,50902.0,2016,3
2016-03-01,2016/03/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",76797.0,28079.0,48718.0,2016,3
2016-03-01,2016/03/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",62827.0,21658.0,41169.0,2016,3
2016-04-01,2016/04/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",24988.0,8288.0,16700.0,2016,4
2016-04-01,2016/04/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",99197.0,27817.0,71380.0,2016,4
2016-04-01,2016/04/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",68723.0,18911.0,49812.0,2016,4
2016-04-01,2016/04/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",257878.0,65446.0,192432.0,2016,4
2016-04-01,2016/04/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",157017.0,37779.0,119238.0,2016,4
2016-04-01,2016/04/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",98920.0,30968.0,67952.0,2016,4
2016-04-01,2016/04/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",94948.0,27553.0,67395.0,2016,4
2016-04-01,2016/04/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",16131.0,1250.0,14881.0,2016,4
2016-05-01,2016/05/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",125205.0,35093.0,90112.0,2016,5
2016-05-01,2016/05/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",112302.0,38215.0,74087.0,2016,5
2016-05-01,2016/05/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",86262.0,23940.0,62322.0,2016,5
2016-05-01,2016/05/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",400641.0,99095.0,301546.0,2016,5
2016-05-01,2016/05/01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",8422.0,3636.0,4786.0,2016,5
2016-05-01,2016/05/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",13796.0,5646.0,8150.0,2016,5
2016-05-01,2016/05/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",76161.0,18488.0,57673.0,2016,5
2016-05-01,2016/05/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",325983.0,82793.0,243190.0,2016,5
2016-05-01,2016/05/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",62802.0,17742.0,45060.0,2016,5
2016-05-01,2016/05/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",291406.0,75726.0,215680.0,2016,5
2016-05-01,2016/05/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",45048.0,17014.0,28034.0,2016,5
2016-06-01,2016/06/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",80362.0,26794.0,53568.0,2016,6
2016-06-01,2016/06/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",46793.0,14696.0,32097.0,2016,6
2016-06-01,2016/06/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",364762.0,96999.0,267763.0,2016,6
2016-06-01,2016/06/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",148161.0,47264.0,100897.0,2016,6
2016-06-01,2016/06/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",382047.0,99667.0,282380.0,2016,6
2016-06-01,2016/06/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",348060.0,89927.0,258133.0,2016,6
2016-06-01,2016/06/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",146276.0,56114.0,90162.0,2016,6
2016-06-01,2016/06/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",24701.0,1965.0,22736.0,2016,6
2016-07-01,2016/07/01,Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",173346.0,48642.0,124704.0,2016,7
2016-07-01,2016/07/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",155295.0,52669.0,102626.0,2016,7
2016-07-01,2016/07/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",551511.0,137441.0,414070.0,2016,7
2016-07-01,2016/07/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",52770.0,17814.0,34956.0,2016,7
2016-07-01,2016/07/01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",72707.0,12234.0,60473.0,2016,7
2016-07-01,2016/07/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",53218.0,16609.0,36609.0,2016,7
2016-07-01,2016/07/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",186916.0,59118.0,127798.0,2016,7
2016-07-01,2016/07/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",47846.0,15962.0,31884.0,2016,7
2016-07-01,2016/07/01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",153945.0,42972.0,110973.0,2016,7
2016-07-01,2016/07/01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",166743.0,48583.0,118160.0,2016,7
2016-07-01,2016/07/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",144129.0,49077.0,95052.0,2016,7
2016-08-01,2016/08/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",126441.0,38765.0,87676.0,2016,8
2016-08-01,2016/08/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",172201.0,50750.0,121451.0,2016,8
2016-08-01,2016/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",150001.0,42777.0,107224.0,2016,8
2016-08-01,2016/08/01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",44092.0,3713.0,40379.0,2016,8
2016-08-01,2016/08/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",91502.0,32847.0,58655.0,2016,8
2016-08-01,2016/08/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",189519.0,60695.0,128824.0,2016,8
2016-08-01,2016/08/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",96089.0,27691.0,68398.0,2016,8
2016-08-01,2016/08/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",492040.0,129682.0,362358.0,2016,8
2016-08-01,2016/08/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",445483.0,115441.0,330042.0,2016,8
2016-09-01,2016/09/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",73070.0,20053.0,53017.0,2016,9
2016-09-01,2016/09/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",66751.0,22786.0,43965.0,2016,9
2016-09-01,2016/09/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",237357.0,74518.0,162839.0,2016,9
2016-09-01,2016/09/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",208691.0,60494.0,148197.0,2016,9
2016-09-01,2016/09/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",502828.0,130136.0,372692.0,2016,9
2016-09-01,2016/09/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",60530.0,20279.0,40251.0,2016,9
2016-09-01,2016/09/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",226071.0,81840.0,144231.0,2016,9
2016-09-01,2016/09/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",35676.0,2850.0,32826.0,2016,9
2016-09-01,2016/09/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",51464.0,18473.0,32991.0,2016,9
2016-09-01,2016/09/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",77988.0,29241.0,48747.0,2016,9
2016-10-01,2016/10/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",63308.0,20562.0,42746.0,2016,10
2016-10-01,2016/10/01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",3457.0,1495.0,1962.0,2016,10
2016-10-01,2016/10/01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",16371.0,7313.0,9058.0,2016,10
2016-10-01,2016/10/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",25899.0,10566.0,15333.0,2016,10
