tempo,periodo_format_2,regiao,instituicao,localizacao_geografica,no_de_consultas_medicas_total,no_de_primeiras_consultas,no_de_consultas_subsequentes,ano,mes
2013-06-01,2013/06/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",37063.0,13546.0,23517.0,2013,6
2013-06-01,2013/06/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",148495.0,42205.0,106290.0,2013,6
2013-06-01,2013/06/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",24734.0,2150.0,22584.0,2013,6
2013-06-01,2013/06/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",31572.0,9340.0,22232.0,2013,6
2013-07-01,2013/07/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",127390.0,44793.0,82597.0,2013,7
2013-07-01,2013/07/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",62999.0,22905.0,40094.0,2013,7
2013-07-01,2013/07/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",475154.0,122083.0,353071.0,2013,7
2013-07-01,2013/07/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",88295.0,27268.0,61027.0,2013,7
2013-07-01,2013/07/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",138503.0,53449.0,85054.0,2013,7
2013-07-01,2013/07/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",61069.0,24039.0,37030.0,2013,7
2013-07-01,2013/07/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",80988.0,21068.0,59920.0,2013,7
2013-07-01,2013/07/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",412667.0,104252.0,308415.0,2013,7
2013-07-01,2013/07/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",186841.0,69867.0,116974.0,2013,7
2013-07-01,2013/07/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",36536.0,10774.0,25762.0,2013,7
2013-08-01,2013/08/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",120064.0,38134.0,81930.0,2013,8
2013-08-01,2013/08/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",61300.0,20658.0,40642.0,2013,8
2013-08-01,2013/08/01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",40255.0,11325.0,28930.0,2013,8
2013-08-01,2013/08/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",68681.0,18872.0,49809.0,2013,8
2013-08-01,2013/08/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",110340.0,33076.0,77264.0,2013,8
2013-08-01,2013/08/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",19877.0,6412.0,13465.0,2013,8
2013-08-01,2013/08/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",56707.0,16998.0,39709.0,2013,8
2013-08-01,2013/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",463055.0,126288.0,336767.0,2013,8
2013-08-01,2013/08/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",154347.0,59470.0,94877.0,2013,8
2013-08-01,2013/08/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",64369.0,27264.0,37105.0,2013,8
2013-08-01,2013/08/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",97114.0,25376.0,71738.0,2013,8
2013-08-01,2013/08/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",146978.0,27050.0,119928.0,2013,8
2013-08-01,2013/08/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",308783.0,92273.0,216510.0,2013,8
2013-09-01,2013/09/01,Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",11511.0,6068.0,5443.0,2013,9
2013-09-01,2013/09/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",349509.0,80853.0,268656.0,2013,9
2013-09-01,2013/09/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",518174.0,140376.0,377798.0,2013,9
2013-09-01,2013/09/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",44767.0,13057.0,31710.0,2013,9
2013-09-01,2013/09/01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",197525.0,58551.0,138974.0,2013,9
2013-10-01,2013/10/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",86788.0,23496.0,63292.0,2013,10
2013-10-01,2013/10/01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",3250.0,1354.0,1896.0,2013,10
2013-10-01,2013/10/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",25154.0,8160.0,16994.0,2013,10
2013-10-01,2013/10/01,Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",106496.0,18525.0,87971.0,2013,10
2013-10-01,2013/10/01,Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",71535.0,21445.0,50090.0,2013,10
2013-10-01,2013/10/01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",52080.0,3671.0,48409.0,2013,10
2013-10-01,2013/10/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",242840.0,76202.0,166638.0,2013,10
2013-10-01,2013/10/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",579086.0,148412.0,430674.0,2013,10
2013-10-01,2013/10/01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",222551.0,66107.0,156444.0,2013,10
2013-10-01,2013/10/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",185045.0,62324.0,122721.0,2013,10
2013-11-01,2013/11/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",189189.0,54341.0,134848.0,2013,11
2013-11-01,2013/11/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",811859.0,189085.0,622774.0,2013,11
2013-11-01,2013/11/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",75361.0,22002.0,53359.0,2013,11
2013-11-01,2013/11/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",137387.0,35755.0,101632.0,2013,11
2013-11-01,2013/11/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",257887.0,78661.0,179226.0,2013,11
2013-11-01,2013/11/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",284129.0,106080.0,178049.0,2013,11
2013-11-01,2013/11/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",251020.0,89012.0,162008.0,2013,11
2013-11-01,2013/11/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",348335.0,110909.0,237426.0,2013,11
2013-12-01,2013/12/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",90175.0,29788.0,60387.0,2013,12
2013-12-01,2013/12/01,Centro,Hospital José Luciano de Castro,"40.4422767, -8.4438729",13557.0,5032.0,8525.0,2013,12
2013-12-01,2013/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",168920.0,40673.0,128247.0,2013,12
2013-12-01,2013/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",800394.0,202035.0,598359.0,2013,12
2013-12-01,2013/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",170155.0,65089.0,105066.0,2013,12
2013-12-01,2013/12/01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",62430.0,4358.0,58072.0,2013,12
2013-12-01,2013/12/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",133603.0,47325.0,86278.0,2013,12
2013-12-01,2013/12/01,Lisboa e Vale do Tejo,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",148788.0,38452.0,110336.0,2013,12
2013-12-01,2013/12/01,Lisboa e Vale do Tejo,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",275682.0,84891.0,190791.0,2013,12
2013-12-01,2013/12/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",693297.0,179000.0,514297.0,2013,12
2013-12-01,2013/12/01,Norte,"Hospital de Braga, PPP","41.56785, -8.398982",382124.0,123406.0,258718.0,2013,12
2013-12-01,2013/12/01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",266897.0,79889.0,187008.0,2013,12
2013-12-01,2013/12/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",220294.0,74463.0,145831.0,2013,12
2014-01-01,2014/01/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",24061.0,7544.0,16517.0,2014,1
2014-01-01,2014/01/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",12407.0,4350.0,8057.0,2014,1
2014-01-01,2014/01/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",62785.0,15265.0,47520.0,2014,1
2014-01-01,2014/01/01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",5851.0,439.0,5412.0,2014,1
2014-01-01,2014/01/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",24662.0,8490.0,16172.0,2014,1
2014-01-01,2014/01/01,Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",22889.0,6452.0,16437.0,2014,1
2014-01-01,2014/01/01,Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",15594.0,4419.0,11175.0,2014,1
2014-02-01,2014/02/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",29454.0,8181.0,21273.0,2014,2
2014-02-01,2014/02/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",29318.0,12361.0,16957.0,2014,2
2014-02-01,2014/02/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",47592.0,16329.0,31263.0,2014,2
2014-02-01,2014/02/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",21283.0,8075.0,13208.0,2014,2
2014-02-01,2014/02/01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",9858.0,5071.0,4787.0,2014,2
2014-02-01,2014/02/01,Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",50597.0,19060.0,31537.0,2014,2
2014-02-01,2014/02/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",81589.0,24916.0,56673.0,2014,2
2014-02-01,2014/02/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",10305.0,3239.0,7066.0,2014,2
2014-02-01,2014/02/01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",46674.0,14407.0,32267.0,2014,2
2014-03-01,2014/03/01,Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",44431.0,12386.0,32045.0,2014,3
2014-03-01,2014/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",179076.0,44833.0,134243.0,2014,3
2014-03-01,2014/03/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",71283.0,24281.0,47002.0,2014,3
2014-03-01,2014/03/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",75919.0,24509.0,51410.0,2014,3
2014-03-01,2014/03/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",12853.0,1055.0,11798.0,2014,3
2014-04-01,2014/04/01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",30904.0,10695.0,20209.0,2014,4
2014-04-01,2014/04/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",93454.0,31553.0,61901.0,2014,4
2014-04-01,2014/04/01,Lisboa e Vale do Tejo,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",42630.0,16006.0,26624.0,2014,4
2014-04-01,2014/04/01,Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",86379.0,23917.0,62462.0,2014,4
2014-04-01,2014/04/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",103640.0,38148.0,65492.0,2014,4
2014-04-01,2014/04/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",106615.0,30084.0,76531.0,2014,4
2014-04-01,2014/04/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",39862.0,14493.0,25369.0,2014,4
2014-05-01,2014/05/01,Lisboa e Vale do Tejo,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",73564.0,31018.0,42546.0,2014,5
2014-05-01,2014/05/01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",27917.0,1976.0,25941.0,2014,5
2014-05-01,2014/05/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",101916.0,19579.0,82337.0,2014,5
2014-05-01,2014/05/01,Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",312660.0,83042.0,229618.0,2014,5
2014-05-01,2014/05/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",129732.0,47475.0,82257.0,2014,5
2014-05-01,2014/05/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",21517.0,1721.0,19796.0,2014,5
2014-06-01,2014/06/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",96596.0,28191.0,68405.0,2014,6
2014-06-01,2014/06/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",52057.0,14066.0,37991.0,2014,6
2014-06-01,2014/06/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",131864.0,41706.0,90158.0,2014,6
2014-06-01,2014/06/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",15372.0,5252.0,10120.0,2014,6
2014-06-01,2014/06/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",240550.0,54898.0,185652.0,2014,6
2014-06-01,2014/06/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",347968.0,86713.0,261255.0,2014,6
2014-06-01,2014/06/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",122805.0,23577.0,99228.0,2014,6
2014-06-01,2014/06/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",238710.0,72320.0,166390.0,2014,6
2014-06-01,2014/06/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",25225.0,2041.0,23184.0,2014,6
2014-07-01,2014/07/01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",2354.0,958.0,1396.0,2014,7
2014-07-01,2014/07/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",402510.0,100247.0,302263.0,2014,7
2014-07-01,2014/07/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",163512.0,54476.0,109036.0,2014,7
2014-07-01,2014/07/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",279117.0,84340.0,194777.0,2014,7
2014-07-01,2014/07/01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",163728.0,51391.0,112337.0,2014,7
2014-07-01,2014/07/01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",155919.0,44847.0,111072.0,2014,7
2014-07-01,2014/07/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",135708.0,47377.0,88331.0,2014,7
2014-08-01,2014/08/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",161502.0,57133.0,104369.0,2014,8
2014-08-01,2014/08/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",584511.0,140278.0,444233.0,2014,8
2014-08-01,2014/08/01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",2569.0,1027.0,1542.0,2014,8
2014-08-01,2014/08/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",19582.0,6738.0,12844.0,2014,8
2014-08-01,2014/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",114826.0,28434.0,86392.0,2014,8
2014-08-01,2014/08/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",143395.0,41059.0,102336.0,2014,8
2014-08-01,2014/08/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",179621.0,59884.0,119737.0,2014,8
2014-08-01,2014/08/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",420192.0,103168.0,317024.0,2014,8
2014-08-01,2014/08/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",199819.0,54771.0,145048.0,2014,8
2014-08-01,2014/08/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",74536.0,27062.0,47474.0,2014,8
2014-09-01,2014/09/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",182431.0,64592.0,117839.0,2014,9
2014-09-01,2014/09/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",347624.0,78915.0,268709.0,2014,9
2014-09-01,2014/09/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",56510.0,19776.0,36734.0,2014,9
2014-09-01,2014/09/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",224429.0,61036.0,163393.0,2014,9
2014-09-01,2014/09/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",84218.0,30333.0,53885.0,2014,9
2014-10-01,2014/10/01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",85920.0,23327.0,62593.0,2014,10
2014-10-01,2014/10/01,Centro,Hospital José Luciano de Castro,"40.4422767, -8.4438729",9590.0,3769.0,5821.0,2014,10
2014-10-01,2014/10/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",146223.0,36246.0,109977.0,2014,10
2014-10-01,2014/10/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",390870.0,88586.0,302284.0,2014,10
2014-10-01,2014/10/01,Lisboa e Vale do Tejo,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",562937.0,141126.0,421811.0,2014,10
2014-10-01,2014/10/01,Lisboa e Vale do Tejo,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",53023.0,3699.0,49324.0,2014,10
2014-10-01,2014/10/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",114678.0,41065.0,73613.0,2014,10
2014-10-01,2014/10/01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",44044.0,21644.0,22400.0,2014,10
2014-10-01,2014/10/01,Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",214127.0,57936.0,156191.0,2014,10
2014-10-01,2014/10/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",40584.0,3231.0,37353.0,2014,10
2014-10-01,2014/10/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",50402.0,15526.0,34876.0,2014,10
2014-11-01,2014/11/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",174692.0,51378.0,123314.0,2014,11
2014-11-01,2014/11/01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.729006, -9.418267",126985.0,45688.0,81297.0,2014,11
2014-11-01,2014/11/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",267882.0,87604.0,180278.0,2014,11
2014-11-01,2014/11/01,Lisboa e Vale do Tejo,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",224483.0,43090.0,181393.0,2014,11
2014-11-01,2014/11/01,Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",590676.0,145595.0,445081.0,2014,11
2014-11-01,2014/11/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",277540.0,74778.0,202762.0,2014,11
2014-11-01,2014/11/01,Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",44547.0,3522.0,41025.0,2014,11
2014-11-01,2014/11/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",55953.0,17353.0,38600.0,2014,11
2014-11-01,2014/11/01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",254026.0,80648.0,173378.0,2014,11
2014-11-01,2014/11/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",103744.0,37170.0,66574.0,2014,11
2014-12-01,2014/12/01,Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",207527.0,60802.0,146725.0,2014,12
2014-12-01,2014/12/01,Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",4050.0,1669.0,2381.0,2014,12
2014-12-01,2014/12/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",30110.0,10384.0,19726.0,2014,12
2014-12-01,2014/12/01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",103544.0,36822.0,66722.0,2014,12
2014-12-01,2014/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",175432.0,43447.0,131985.0,2014,12
2014-12-01,2014/12/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",464400.0,105167.0,359233.0,2014,12
2014-12-01,2014/12/01,Lisboa e Vale do Tejo,"Hospital de Loures, PPP","38.821455, -9.176296",273176.0,90238.0,182938.0,2014,12
2014-12-01,2014/12/01,Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",300156.0,113035.0,187121.0,2014,12
2014-12-01,2014/12/01,Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",76691.0,26940.0,49751.0,2014,12
2014-12-01,2014/12/01,Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",275688.0,87168.0,188520.0,2014,12
2014-12-01,2014/12/01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",226754.0,79538.0,147216.0,2014,12
2015-01-01,2015/01/01,Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",16134.0,5132.0,11002.0,2015,1
2015-01-01,2015/01/01,Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",21837.0,7762.0,14075.0,2015,1
2015-01-01,2015/01/01,Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",23525.0,7282.0,16243.0,2015,1
2015-01-01,2015/01/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",2841.0,1126.0,1715.0,2015,1
2015-01-01,2015/01/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",11078.0,3941.0,7137.0,2015,1
2015-01-01,2015/01/01,Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",25729.0,6692.0,19037.0,2015,1
2015-01-01,2015/01/01,Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",42309.0,12331.0,29978.0,2015,1
2015-01-01,2015/01/01,Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",21827.0,6076.0,15751.0,2015,1
2015-01-01,2015/01/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",9156.0,3384.0,5772.0,2015,1
2015-02-01,2015/02/01,Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",154220.0,36312.0,117908.0,2015,2
2015-02-01,2015/02/01,Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",15105.0,4833.0,10272.0,2015,2
2015-02-01,2015/02/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",35870.0,10560.0,25310.0,2015,2
2015-02-01,2015/02/01,Lisboa e Vale do Tejo,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",21687.0,7584.0,14103.0,2015,2
2015-02-01,2015/02/01,Lisboa e Vale do Tejo,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",48546.0,15010.0,33536.0,2015,2
2015-02-01,2015/02/01,Lisboa e Vale do Tejo,Instituto Gama Pinto,"38.7218793, -9.144249",8836.0,4564.0,4272.0,2015,2
2015-02-01,2015/02/01,Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",10849.0,3444.0,7405.0,2015,2
2015-02-01,2015/02/01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",18089.0,6667.0,11422.0,2015,2
2015-03-01,2015/03/01,Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",8364.0,3330.0,5034.0,2015,3
2015-03-01,2015/03/01,Lisboa e Vale do Tejo,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",119122.0,28105.0,91017.0,2015,3
